,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
130,1986,NBA,1,1,CLE,Brad Daugherty\daughbr01,20.246,C,us,University of North Carolina,1987,1994,548,36.5,19.0,9.5,3.7,0.8,0.7,.532,.533,.143,.747,65.2,.156
131,1992,NBA,1,3,MIN,Christian Laettner\laettch01,22.317,F-C,us,Duke University,1993,2005,868,29.7,12.8,6.7,2.6,1.1,0.8,.480,.490,.261,.820,64.9,.121
132,1990,NBA,1,1,NJN,Derrick Coleman\colemde01,23.012,F,us,Syracuse University,1991,2005,781,33.2,16.5,9.3,2.5,0.8,1.3,.447,.465,.295,.769,64.3,.119
133,1959,NBA,1,1,CIN,Bob Boozer\boozebo01,21.344,F,us,Kansas State University,1961,1971,874,29.2,14.8,8.1,1.4,,,.462,.462,,.761,64.2,.121
134,1995,NBA,1,10,MIA,Kurt Thomas\thomaku01,22.272,F,us,Texas Christian University,1996,2013,1110,24.5,8.1,6.6,1.1,0.7,0.8,.486,.487,.281,.760,64.2,.114
135,1948,BAA,1,10,ROC,Bobby Wanzer\wanzebo01,26.347,G,us,Seton Hall University,1949,1957,568,21.4,12.2,3.5,3.2,,,.393,.393,,.802,63.9,.253
136,2007,NBA,1,4,MEM,Mike Conley\conlemi01,19.265,G,us,Ohio State University,2008,2018,718,32.5,14.3,2.9,5.7,1.5,0.2,.441,.468,.377,.814,63.4,.130
137,1965,NBA,1,5,PHI,Billy Cunningham\cunnibi01,21.343,F-C,us,University of North Carolina,1966,1976,654,34.3,20.8,10.1,4.0,0.2,0.1,.446,.446,,.720,63.2,.135
138,1971,NBA,1,6,SEA,Fred Brown\brownfr01,22.239,G,us,University of Iowa,1972,1984,963,25.4,14.6,2.7,3.3,1.2,0.2,.478,.480,.373,.858,63.2,.124
139,1999,NBA,1,3,CHH,Baron Davis\davisba01,20.083,G,us,University of California Los Angeles,2000,2012,835,34.2,16.1,3.8,7.2,1.8,0.4,.409,.456,.320,.711,63.1,.106
140,1964,NBA,1,5,STL,Jeff Mullins\mullije01,22.053,G-F,us,Duke University,1965,1976,804,30.6,16.2,4.3,3.8,0.2,0.0,.463,.463,,.814,62.8,.123
141,1999,NBA,1,7,WAS,Richard Hamilton\hamilri01,21.141,G-F,us,University of Connecticut,2000,2013,921,32.1,17.1,3.1,3.4,0.8,0.1,.449,.463,.346,.852,62.8,.102
142,1991,NBA,1,2,NJN,Kenny Anderson\anderke01,20.265,G,us,Georgia Institute of Technology,1992,2005,858,30.1,12.6,3.1,6.1,1.5,0.1,.421,.436,.346,.790,62.5,.116
143,2012,NBA,1,1,NOH,Anthony Davis\davisan02,19.114,F-C,us,University of Kentucky,2013,2018,410,34.8,23.4,10.3,1.9,1.3,2.4,.517,.531,.309,.795,62.5,.210
144,1993,NBA,1,3,GSW,Anfernee Hardaway\hardaan01,21.353,G-F,us,University of Memphis,1994,2008,704,33.7,15.2,4.5,5.0,1.6,0.4,.458,.489,.316,.774,61.9,.125
145,1954,NBA,1,6,SYR,Red Kerr\kerrre01,21.286,C-F,us,University of Illinois at Urbana-Champaign,1955,1966,905,30.7,13.8,11.2,2.2,,,.418,.418,,.723,61.8,.107
146,1987,NBA,1,9,SEA,Derrick McKey\mckeyde01,20.260,F-C,us,University of Alabama,1988,2002,937,29.1,11.0,4.7,2.4,1.1,0.7,.486,.500,.316,.779,61.8,.109
147,1959,NBA,2,10,MNL,Rudy LaRusso\larusru01,21.145,F-C,us,Dartmouth College,1960,1969,736,33.3,15.6,9.4,2.1,,,.431,.431,,.767,61.4,.120
148,2000,NBA,1,5,ORL,Mike Miller\millemi01,20.135,F-G,us,University of Florida,2001,2017,1032,26.9,10.6,4.2,2.6,0.6,0.2,.459,.502,.407,.769,60.7,.105
149,2000,NBA,1,8,CLE,Jamal Crawford\crawfja01,20.105,G,us,University of Michigan,2001,2018,1262,29.9,15.0,2.3,3.4,0.9,0.2,.410,.449,.349,.862,60.5,.077
150,1995,NBA,1,1,GSW,Joe Smith\smithjo02,19.342,F,us,University of Maryland,1996,2011,1030,26.2,10.9,6.4,1.0,0.6,0.8,.455,.458,.238,.790,60.3,.107
151,2007,NBA,1,9,CHI,Joakim Noah\noahjo01,22.128,C,us,University of Florida,2008,2018,625,28.6,8.9,9.3,2.9,0.8,1.3,.490,.492,.000,.699,59.6,.160
152,1994,NBA,1,5,WSB,Juwan Howard\howarju01,21.147,F,us,University of Michigan,1995,2013,1208,30.3,13.4,6.1,2.2,0.7,0.3,.469,.470,.120,.764,59.4,.078
153,1966,NBA,1,5,BAL,Jack Marin\marinja01,21.216,F-G,us,Duke University,1967,1977,849,29.0,14.8,5.2,2.1,0.2,0.1,.465,.465,,.843,59.3,.116
154,1978,NBA,1,1,POR,Mychal Thompson\thompmy01,23.136,C-F,bs,University of Minnesota,1979,1991,935,29.7,13.7,7.4,2.3,0.7,1.1,.504,.504,.083,.655,59.1,.102
155,2001,NBA,1,5,GSW,Jason Richardson\richaja01,20.163,G,us,Michigan State University,2002,2015,857,34.1,17.1,5.0,2.7,1.2,0.4,.438,.474,.370,.707,59.1,.097
156,1994,NBA,1,4,MIN,Donyell Marshall\marshdo01,21.047,F,us,University of Connecticut,1995,2009,957,26.2,11.2,6.7,1.4,0.8,0.9,.435,.468,.350,.731,59.0,.113
157,2005,NBA,1,2,ATL,Marvin Williams\willima02,19.014,F,us,University of North Carolina,2006,2018,939,28.6,10.5,5.3,1.3,0.8,0.5,.444,.480,.361,.808,58.9,.105
158,1950,NBA,1,7,FTW,George Yardley\yardlge01,21.178,F-G,us,Stanford University,1954,1960,472,33.4,19.2,8.9,1.7,,,.422,.422,,.780,58.5,.178
159,2002,NBA,1,3,GSW,Mike Dunleavy\dunlemi02,21.289,F-G,us,Duke University,2003,2017,986,27.7,11.2,4.3,2.2,0.7,0.3,.441,.481,.377,.803,58.5,.103
160,1992,NBA,1,9,PHI,Clarence Weatherspoon\weathcl01,21.295,F,us,University of Southern Mississippi,1993,2005,915,30.3,11.5,7.5,1.5,1.0,0.9,.471,.473,.196,.743,58.4,.101
161,1962,NBA,1,3,STL,Zelmo Beaty\beatyze01,22.158,C,us,Prairie View A&M University,1963,1975,570,32.2,16.0,10.4,1.5,0.1,0.1,.469,.469,,.750,58.2,.152
162,2012,NBA,1,6,POR,Damian Lillard\lillada01,21.354,G,us,Weber State University,2013,2018,469,36.4,23.1,4.1,6.2,0.9,0.3,.432,.477,.368,.884,58.2,.164
163,1987,NBA,1,2,PHO,Armen Gilliam\gilliar01,23.030,F-C,us,University of Nevada Las Vegas,1988,2000,929,28.4,13.7,6.9,1.2,0.7,0.7,.489,.490,.000,.776,58.1,.106
164,1959,NBA,1,5,NYK,Johnny Green\greenjo01,25.119,F-C,us,Michigan State University,1960,1973,1057,23.3,11.6,8.6,1.4,,,.493,.493,,.553,58.0,.113
165,1979,NBA,1,8,NJN,Calvin Natt\nattca01,22.173,F,us,University of Louisiana at Monroe,1980,1990,599,31.4,17.2,6.8,2.2,0.9,0.3,.528,.531,.219,.768,57.2,.146
166,1988,NBA,1,2,IND,Rik Smits\smitsri01,21.315,C,nl,Marist College,1989,2000,867,26.6,14.8,6.1,1.4,0.4,1.3,.507,.508,.115,.773,56.6,.118
167,1960,NBA,1,8,BOS,Tom Sanders\sandeto01,21.160,F,us,New York University,1961,1973,916,24.2,9.6,6.3,1.1,,,.428,.428,,.767,56.5,.122
168,1962,NBA,2,8,CHZ,Terry Dischinger\dischte01,21.130,F-G,us,Purdue University,1963,1973,652,27.4,13.8,5.6,1.8,,,.506,.506,,.758,56.3,.152
169,1983,NBA,1,3,HOU,Rodney McCray\mccraro01,21.308,F-G,us,University of Louisville,1984,1993,768,32.4,11.7,6.6,3.6,0.8,0.6,.503,.510,.260,.761,56.0,.108
170,1980,NBA,1,7,NJN,Mike Gminski\gminsmi01,20.317,C,us,Duke University,1981,1994,938,25.6,11.7,6.9,1.3,0.5,1.1,.465,.467,.122,.843,55.9,.111
171,1955,NBA,1,4,NYK,Kenny Sears\searske01,21.244,F,us,Santa Clara University,1956,1964,529,28.2,13.9,7.8,1.6,,,.455,.455,,.826,55.8,.179
172,1989,NBA,1,3,SAS,Sean Elliott\elliose01,21.151,F,us,University of Arizona,1990,2001,742,33.0,14.2,4.3,2.6,0.8,0.4,.465,.486,.375,.799,55.7,.109
173,1995,NBA,1,7,TOR,Damon Stoudamire\stoudda01,21.303,G,us,University of Arizona,1996,2008,878,33.2,13.4,3.5,6.1,1.1,0.1,.406,.430,.357,.833,55.4,.091
174,1988,NBA,1,1,LAC,Danny Manning\mannida01,22.048,F-C,us,University of Kansas,1989,2003,883,27.4,14.0,5.2,2.3,1.1,0.9,.511,.517,.206,.729,55.1,.109
175,1994,NBA,1,8,SAC,Brian Grant\grantbr01,22.121,F,us,Xavier University,1995,2006,756,28.3,10.5,7.4,1.2,0.6,0.7,.490,.491,.214,.746,54.5,.122
176,1983,NBA,1,10,WSB,Jeff Malone\malonje01,22.005,G,us,Mississippi State University,1984,1996,905,32.8,19.0,2.6,2.4,0.6,0.1,.484,.489,.268,.871,54.2,.088
177,1999,NBA,1,2,VAN,Steve Francis\francst01,22.134,G,us,University of Maryland,2000,2008,576,37.6,18.1,5.6,6.0,1.5,0.4,.429,.451,.341,.797,54.1,.120
178,1969,NBA,1,9,BOS,Jo Jo White\whitejo01,22.148,G,us,University of Kansas,1970,1981,837,35.8,17.2,4.0,4.9,0.8,0.1,.444,.444,.167,.834,54.0,.087
179,1977,NBA,1,4,WSB,Greg Ballard\ballagr01,22.138,F,us,University of Oregon,1978,1989,802,27.5,12.4,6.1,2.2,1.1,0.3,.472,.476,.338,.787,54.0,.117
180,2009,NBA,1,9,TOR,DeMar DeRozan\derozde01,19.327,G-F,us,University of Southern California,2010,2018,675,34.1,19.7,4.1,3.1,1.0,0.3,.448,.467,.289,.827,54.0,.113
181,1974,NBA,1,6,KCO,Scott Wedman\wedmasc01,21.308,F-G,us,University of Colorado,1975,1987,906,28.6,13.2,4.8,2.0,0.9,0.3,.481,.485,.335,.794,53.7,.099
182,1976,NBA,1,1,HOU,John Lucas\lucasjo01,22.226,G,us,University of Maryland,1977,1990,928,27.5,10.7,2.3,7.0,1.4,0.1,.449,.464,.303,.776,53.7,.101
183,2004,NBA,1,5,WAS,Devin Harris\harride01,21.123,G,us,University of Wisconsin,2005,2018,917,25.0,11.1,2.2,4.1,1.1,0.2,.434,.481,.327,.798,53.4,.112
184,2008,NBA,1,10,NJN,Brook Lopez\lopezbr01,20.091,C,us,Stanford University,2009,2018,636,31.2,17.9,6.8,1.6,0.6,1.7,.502,.517,.335,.789,53.4,.129
185,2010,NBA,1,10,IND,Paul George\georgpa01,20.058,F,us,California State University Fresno,2011,2018,527,33.4,18.6,6.2,3.2,1.7,0.4,.432,.468,.376,.844,53.4,.146
186,1999,NBA,1,6,MIN,Wally Szczerbiak\szczewa02,22.122,F,es,Miami University,2000,2009,651,30.8,14.1,4.0,2.4,0.6,0.2,.485,.505,.406,.860,53.3,.127
187,1981,NBA,1,6,CHI,Orlando Woolridge\woolror01,21.181,F,us,University of Notre Dame,1982,1994,851,28.3,16.0,4.3,1.9,0.6,0.7,.513,.517,.091,.737,53.0,.106
188,1996,NBA,1,10,IND,Erick Dampier\dampier01,20.353,C,us,Mississippi State University,1997,2012,987,24.3,7.4,7.1,0.8,0.3,1.4,.498,.499,.125,.626,52.7,.105
189,2003,NBA,1,7,CHI,Kirk Hinrich\hinriki01,22.180,G,us,University of Kansas,2004,2016,879,30.7,10.9,2.9,4.8,1.1,0.3,.411,.432,.375,.800,52.5,.093
190,1995,NBA,1,3,PHI,Jerry Stackhouse\stackje01,20.240,G-F,us,University of North Carolina,1996,2013,970,31.2,16.9,3.2,3.3,0.9,0.5,.409,.441,.309,.822,52.4,.083
191,1984,NBA,1,7,SAS,Alvin Robertson\roberal01,21.338,G,us,University of Arkansas,1985,1996,779,31.7,14.0,5.2,5.0,2.7,0.4,.477,.494,.295,.743,52.1,.101
192,1966,NBA,1,1,NYK,Cazzie Russell\russeca01,21.343,F-G,us,University of Michigan,1967,1978,817,27.2,15.1,3.8,2.2,0.3,0.0,.464,.464,,.827,51.7,.112
193,1978,NBA,1,5,GSW,Purvis Short\shortpu01,20.347,F-G,us,Jackson State University,1979,1990,842,29.2,17.3,4.3,2.5,1.0,0.2,.474,.482,.282,.824,51.1,.100
194,1949,BAA,1,7,NYK,Dick McGuire\mcguidi01,23.061,G,us,St. John's University,1950,1960,738,23.3,8.0,3.8,5.7,,,.389,.389,,.644,50.9,.142
195,1970,NBA,1,5,CIN,Sam Lacey\laceysa01,22.000,C,us,New Mexico State University,1971,1983,1002,31.8,10.3,9.7,3.7,1.0,1.2,.441,.442,.188,.738,50.9,.077
196,2002,NBA,1,10,MIA,Caron Butler\butleca01,22.110,F,us,University of Connecticut,2003,2016,881,32.2,14.1,5.0,2.3,1.3,0.2,.434,.456,.348,.847,50.9,.086
197,1975,NBA,1,1,ATL,David Thompson\thompda01,20.325,G-F,us,North Carolina State University,1977,1984,509,32.0,22.1,3.8,3.2,0.9,0.8,.504,.506,.277,.778,50.8,.150
198,1979,NBA,1,7,SEA,Vinnie Johnson\johnsvi01,22.302,G,us,Baylor University,1980,1992,984,24.7,12.0,3.2,3.3,0.9,0.3,.464,.471,.254,.740,50.8,.100
199,2006,NBA,1,8,HOU,Rudy Gay\gayru01,19.320,F,us,University of Connecticut,2007,2018,810,34.6,17.9,5.9,2.2,1.3,0.8,.453,.480,.343,.795,50.5,.086
200,2005,NBA,1,1,MIL,Andrew Bogut\bogutan01,20.217,C,au,University of Utah,2006,2018,694,28.4,9.8,8.7,2.2,0.6,1.6,.535,.537,.120,.556,50.3,.122
201,1965,NBA,1,4,BAL,Jerry Sloan\sloanje01,23.045,G-F,us,University of Evansville,1966,1976,755,34.1,14.0,7.4,2.5,0.5,0.0,.427,.427,,.722,49.5,.092
202,2011,NBA,1,1,CLE,Kyrie Irving\irvinky01,19.096,G,au,Duke University,2012,2018,441,33.9,22.0,3.4,5.5,1.3,0.3,.462,.493,.388,.875,49.3,.158
203,1953,NBA,1,5,BOS,Frank Ramsey\ramsefr01,21.291,F-G,us,University of Kentucky,1955,1964,623,24.6,13.4,5.5,1.8,,,.399,.399,,.804,49.2,.154
204,2010,NBA,1,7,DET,Greg Monroe\monrogr01,20.025,C-F,us,Georgetown University,2011,2018,589,28.9,13.7,8.6,2.3,1.1,0.6,.515,.516,.000,.707,48.6,.137
205,1977,NBA,1,2,KCK,Otis Birdsong\birdsot01,21.189,G,us,University of Houston,1978,1989,696,31.1,18.0,3.0,3.2,1.2,0.2,.506,.510,.274,.655,48.2,.107
206,2000,NBA,1,1,NJN,Kenyon Martin\martike01,22.186,F,us,University of Cincinnati,2001,2015,757,30.6,12.3,6.8,1.9,1.2,1.1,.483,.492,.234,.629,48.0,.100
207,1985,NBA,1,4,SEA,Xavier McDaniel\mcdanxa01,22.020,F,us,Wichita State University,1986,1998,870,29.0,15.6,6.1,2.0,0.9,0.5,.485,.491,.261,.718,47.8,.091
208,1990,NBA,1,5,CHH,Kendall Gill\gillke01,22.038,G,us,University of Illinois at Urbana-Champaign,1991,2005,966,30.5,13.4,4.1,3.0,1.6,0.4,.434,.448,.300,.754,47.8,.078
209,1993,NBA,1,8,MIL,Vin Baker\bakervi01,21.225,F,us,University of Hartford,1994,2006,791,32.5,15.0,7.4,1.9,0.7,1.0,.485,.490,.215,.638,47.0,.088
210,1997,NBA,1,4,VAN,Antonio Daniels\daniean01,22.104,G,us,Bowling Green State University,1998,2011,872,22.6,7.6,1.8,3.4,0.6,0.1,.444,.483,.311,.793,47.0,.115
211,1987,NBA,1,6,SAC,Kenny Smith\smithke01,22.111,G,us,University of North Carolina,1988,1997,737,30.1,12.8,2.0,5.5,1.0,0.1,.480,.503,.399,.829,46.8,.101
212,1987,NBA,1,8,CHI,Olden Polynice\polynol01,22.218,C-F,ht,University of Virginia,1988,2004,1058,23.5,7.8,6.7,0.7,0.5,0.6,.505,.507,.192,.535,46.8,.090
213,1970,NBA,1,3,ATL,Pete Maravich\maravpe01,22.280,G,us,Louisiana State University,1971,1980,658,37.0,24.2,4.2,5.4,0.9,0.2,.441,.441,.667,.820,46.7,.092
214,1975,NBA,1,5,PHI,Darryl Dawkins\dawkida01,18.142,C,us,,1976,1989,726,23.7,12.0,6.1,1.3,0.5,1.4,.572,.573,.133,.685,46.4,.129
215,1979,NBA,1,2,CHI,Dave Greenwood\greenda01,22.034,F-C,us,University of California Los Angeles,1980,1991,823,28.4,10.2,7.9,2.0,0.7,0.9,.477,.479,.138,.765,46.4,.095
216,2012,NBA,1,9,DET,Andre Drummond\drumman01,18.327,C,us,University of Connecticut,2013,2018,463,30.4,13.6,13.4,1.1,1.3,1.5,.545,.547,.167,.421,46.4,.158
217,1962,NBA,1,6,LAL,Leroy Ellis\ellisle01,22.021,C-F,us,St. John's University,1963,1976,1048,26.3,9.7,8.3,1.3,0.1,0.1,.442,.442,,.728,46.3,.081
218,1985,NBA,1,2,IND,Wayman Tisdale\tisdawa01,21.014,F-C,us,University of Oklahoma,1986,1997,840,28.4,15.3,6.1,1.3,0.6,0.6,.505,.506,.000,.760,45.7,.092
219,2004,NBA,1,2,CHA,Emeka Okafor\okafoem01,21.275,C-F,us,University of Connecticut,2005,2018,616,30.9,12.0,9.7,0.8,0.7,1.6,.512,.512,.000,.586,45.3,.114
220,1975,NBA,1,8,LAL,Junior Bridgeman\bridgju01,21.259,F-G,us,University of Louisville,1976,1987,849,25.0,13.6,3.5,2.4,0.8,0.3,.475,.479,.244,.846,45.0,.102
221,1983,NBA,1,7,UTA,Thurl Bailey\baileth01,22.087,F-C,us,North Carolina State University,1984,1999,928,26.8,12.8,5.1,1.4,0.5,1.2,.473,.474,.114,.812,45.0,.087
222,1996,NBA,1,8,NJN,Kerry Kittles\kittlke01,22.020,G,us,Villanova University,1997,2005,507,33.4,14.1,3.9,2.6,1.6,0.4,.439,.463,.378,.780,44.8,.127
223,1982,NBA,1,9,DET,Cliff Levingston\levincl01,21.181,F,us,Wichita State University,1983,1995,830,20.4,7.1,5.2,0.9,0.6,0.7,.516,.518,.152,.676,44.2,.125
224,2002,NBA,1,4,MEM,Drew Gooden\goodedr01,20.280,F,us,University of Kansas,2003,2016,790,25.5,11.0,7.1,1.1,0.7,0.6,.462,.471,.257,.760,43.9,.105
225,1991,NBA,1,9,ATL,Stacey Augmon\augmost01,22.334,F-G,us,University of Nevada Las Vegas,1992,2006,1001,21.6,8.0,3.2,1.6,1.0,0.3,.469,.473,.152,.728,43.8,.097
226,1993,NBA,1,4,DAL,Jamal Mashburn\mashbja01,20.218,F,us,University of Kentucky,1994,2004,611,37.3,19.1,5.4,4.0,1.0,0.2,.418,.439,.345,.766,43.7,.092
227,1961,NBA,1,7,PHW,Tom Meschery\meschto01,22.158,F,cn,Saint Mary's College of California,1962,1971,778,30.2,12.7,8.6,1.7,,,.441,.441,,.745,43.6,.089
228,2010,NBA,1,1,WAS,John Wall\walljo01,19.296,G,us,University of Kentucky,2011,2018,541,35.9,18.9,4.4,9.2,1.7,0.7,.432,.454,.327,.786,43.2,.107
229,2010,NBA,1,9,UTA,Gordon Hayward\haywago01,20.098,F-G,us,Butler University,2011,2018,517,31.3,15.6,4.2,3.4,1.0,0.4,.444,.478,.368,.820,43.0,.128
230,1967,NBA,1,1,DET,Jimmy Walker\walkeji01,23.030,G,us,Providence College,1968,1976,698,33.8,16.7,2.7,3.5,0.4,0.1,.461,.461,,.829,42.9,.087
231,1985,NBA,1,10,PHO,Ed Pinckney\pincked01,22.089,F,us,Villanova University,1986,1997,793,19.8,6.8,5.0,0.9,0.8,0.5,.535,.538,.000,.765,42.7,.130
232,1975,NBA,1,7,NOJ,Rich Kelley\kelleri01,22.072,C-F,us,Stanford University,1976,1986,814,21.8,7.6,7.0,2.6,0.9,0.9,.488,.489,.000,.783,42.5,.115
233,1971,NBA,1,2,POR,Sidney Wicks\wickssi01,21.196,F-C,us,University of California Los Angeles,1972,1981,760,33.9,16.8,8.7,3.2,0.8,0.6,.459,.459,.000,.685,42.4,.079
234,2008,NBA,1,6,NYK,Danilo Gallinari\gallida01,19.327,F,it,,2009,2018,481,31.2,15.3,4.7,2.0,0.8,0.4,.419,.461,.367,.865,42.2,.135
235,1983,NBA,1,8,DET,Antoine Carr\carran01,21.345,F-C,us,Wichita State University,1985,2000,987,20.0,9.3,3.4,1.1,0.4,0.9,.503,.505,.130,.780,42.1,.102
236,1969,NBA,1,3,SEA,Lucius Allen\allenlu01,21.199,G,us,University of California Los Angeles,1970,1979,702,28.7,13.4,3.1,4.5,0.9,0.2,.463,.463,,.760,42.0,.100
237,1997,NBA,1,2,PHI,Keith Van Horn\vanhoke01,21.251,F,us,University of Utah,1998,2006,575,31.6,16.0,6.8,1.6,0.8,0.5,.443,.466,.361,.835,41.7,.110
238,2010,NBA,1,5,SAC,DeMarcus Cousins\couside01,19.320,C-F,us,University of Kentucky,2011,2018,535,32.3,21.5,11.0,3.2,1.4,1.2,.460,.474,.338,.737,41.6,.115
239,2010,NBA,1,3,NJN,Derrick Favors\favorde01,18.349,F-C,us,Georgia Institute of Technology,2011,2018,556,26.1,11.6,7.2,1.1,0.8,1.3,.517,.523,.202,.663,41.5,.138
240,2011,NBA,1,5,TOR,Jonas Valanciunas\valanjo01,19.052,C,lt,,2013,2018,440,25.5,11.7,8.5,0.7,0.4,1.0,.558,.562,.397,.785,41.2,.176
241,2011,NBA,1,9,CHA,Kemba Walker\walkeke02,21.051,G,us,University of Connecticut,2012,2018,523,33.9,18.9,3.7,5.4,1.3,0.4,.415,.445,.358,.834,41.2,.111
242,1950,NBA,1,1,BOS,Chuck Share\sharech01,23.048,C,,Bowling Green State University,1952,1960,596,21.9,8.3,8.4,1.4,,,.400,.400,,.693,40.9,.151
243,1988,NBA,1,3,PHI,Charles Smith\smithch01,22.353,F-C,us,University of Pittsburgh,1989,1997,564,29.0,14.4,5.8,1.4,0.8,1.4,.475,.479,.194,.774,40.9,.120
244,1993,NBA,1,2,PHI,Shawn Bradley\bradlsh01,21.105,C,de,Brigham Young University,1994,2005,832,23.5,8.1,6.3,0.7,0.6,2.5,.457,.459,.103,.716,40.7,.100
245,1992,NBA,1,6,WSB,Tom Gugliotta\guglito01,22.193,F,us,North Carolina State University,1993,2005,763,30.9,13.0,7.3,2.8,1.4,0.6,.451,.467,.284,.757,40.2,.082
246,1994,NBA,1,1,MIL,Glenn Robinson\robingl01,21.175,F,us,Purdue University,1995,2005,688,36.8,20.7,6.1,2.7,1.2,0.6,.459,.480,.340,.820,39.8,.075
247,1953,NBA,1,1,BLB,Ray Felix\felixra01,22.141,C,us,Long Island University,1954,1962,637,23.8,10.9,8.9,0.7,,,.412,.412,,.678,39.6,.125
248,2005,NBA,1,5,CHA,Raymond Felton\feltora01,21.007,G,us,University of North Carolina,2006,2018,938,30.3,11.4,3.0,5.4,1.2,0.2,.412,.445,.329,.789,39.5,.067
249,1998,NBA,1,3,DEN,Raef LaFrentz\lafrera01,22.031,F-C,us,University of Kansas,1999,2008,563,25.8,10.1,6.1,1.1,0.5,1.6,.466,.505,.363,.711,39.4,.130
250,1965,NBA,1,6,STL,Jim Washington\washiji01,21.315,F-C,us,Villanova University,1966,1976,774,29.3,10.6,8.6,1.4,0.1,0.1,.449,.449,,.705,39.3,.083
251,1974,NBA,1,1,POR,Bill Walton\waltobi01,21.209,C-F,us,University of California Los Angeles,1975,1987,468,28.3,13.3,10.5,3.4,0.8,2.2,.521,.521,.000,.660,39.3,.142
252,1954,NBA,1,3,PHW,Gene Shue\shuege01,22.133,G,us,University of Maryland,1955,1964,699,33.4,14.4,4.1,3.7,,,.396,.396,,.806,38.9,.080
253,1986,NBA,1,4,IND,Chuck Person\persoch01,21.360,F,us,Auburn University,1987,2000,943,30.7,14.7,5.1,2.8,0.7,0.2,.458,.495,.362,.723,38.9,.065
254,1993,NBA,1,9,DEN,Rodney Rogers\rogerro01,22.016,F,us,Wake Forest University,1994,2005,866,25.3,10.9,4.5,2.0,1.0,0.5,.451,.486,.347,.690,38.8,.085
255,2005,NBA,1,8,NYK,Channing Frye\fryech01,22.048,C-F,us,University of Arizona,2006,2018,854,22.8,9.0,4.6,1.0,0.5,0.6,.442,.478,.387,.823,38.8,.096
256,1998,NBA,1,7,SAC,Jason Williams\willija02,22.224,G,us,University of Florida,1999,2011,788,29.4,10.5,2.3,5.9,1.2,0.1,.398,.467,.327,.813,38.5,.080
257,1996,NBA,1,6,BOS,Antoine Walker\walkean02,19.323,F,us,University of Kentucky,1997,2008,893,35.3,17.5,7.7,3.5,1.2,0.5,.414,.450,.325,.633,38.1,.058
258,1968,NBA,1,4,CHI,Tom Boerwinkle\boerwto01,22.291,C,us,University of Tennessee,1969,1978,635,22.7,7.2,9.0,3.2,0.2,0.2,.453,.453,,.675,38.0,.127
259,1973,NBA,1,1,PHI,Doug Collins\collido01,21.276,G-F,us,Illinois State University,1974,1981,415,33.6,17.9,3.2,3.3,1.2,0.3,.501,.501,.000,.833,38.0,.131
260,1988,NBA,1,4,NJN,Chris Morris\morrich01,22.165,F,us,Auburn University,1989,1999,747,25.1,11.0,4.7,1.6,1.2,0.7,.441,.480,.306,.739,37.4,.096
261,2005,NBA,1,10,LAL,Andrew Bynum\bynuman01,17.249,C,us,,2006,2014,418,25.6,11.5,7.7,1.2,0.3,1.6,.556,.557,.111,.690,37.4,.168
262,2006,NBA,1,6,MIN,Brandon Roy\roybr01,21.345,G,us,University of Washington,2007,2013,326,35.5,18.8,4.3,4.7,1.0,0.2,.459,.485,.348,.800,37.4,.155
263,2011,NBA,1,4,CLE,Tristan Thompson\thomptr01,20.107,F-C,ca,University of Texas at Austin,2012,2018,519,27.8,9.0,8.4,0.8,0.5,0.7,.518,.519,.000,.608,37.4,.124
264,1988,NBA,1,9,MIA,Rony Seikaly\seikaro01,23.055,C,lb,Syracuse University,1989,1999,678,31.6,14.7,9.5,1.3,0.7,1.3,.484,.485,.188,.679,37.3,.084
265,1970,NBA,1,7,CLE,John Johnson\johnsjo01,22.162,F,us,University of Iowa,1971,1982,869,29.6,12.9,5.5,3.8,0.6,0.3,.446,.446,.000,.779,37.1,.069
266,1977,NBA,1,10,NYK,Ray Williams\willira01,22.245,G,us,University of Minnesota,1978,1987,655,28.2,15.5,3.6,5.8,1.8,0.3,.451,.460,.237,.802,37.1,.096
267,2007,NBA,1,5,BOS,Jeff Green\greenje02,20.309,F,us,Georgetown University,2008,2018,783,30.3,13.2,4.6,1.6,0.7,0.5,.438,.477,.332,.799,36.6,.074
268,1997,NBA,1,5,DEN,Tony Battie\battito01,21.140,C-F,us,Texas Tech University,1998,2012,837,21.1,6.1,5.1,0.6,0.5,0.9,.488,.494,.162,.690,36.4,.099
269,1973,NBA,1,5,LAL,Kermit Washington\washike01,21.225,F-C,us,American University,1974,1988,507,25.3,9.2,8.3,1.4,0.8,1.1,.526,.526,.000,.656,36.0,.135
270,1949,BAA,1,2,INO,Alex Groza\grozaal01,22.171,C,us,University of Kentucky,1950,1951,130,,22.5,5.5,2.4,,,.474,.474,,.756,35.9,
271,1963,NBA,2,10,BAL,Gus Johnson\johnsgu01,24.144,F-C,us,University of Idaho,1964,1973,581,34.7,17.1,12.7,2.7,,,.440,.440,,.699,35.8,.085
