,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
415,1949,BAA,1,3,FTW,Bob Harris\harribo01,22.011,F-C,us,Oklahoma State University,1950,1954,325,17.7,6.8,5.6,1.5,,,.385,.385,,.628,15.7,.131
416,1981,NBA,1,4,ATL,Al Wood\woodal01,23.013,G-F,us,University of North Carolina,1982,1987,417,23.8,11.8,3.0,1.8,0.7,0.4,.465,.477,.211,.789,15.4,.074
417,1981,NBA,1,5,SEA,Danny Vranes\vraneda01,22.229,F,us,University of Utah,1982,1988,510,20.8,5.1,3.9,1.2,0.7,0.5,.496,.499,.105,.570,15.3,.069
418,2008,NBA,1,2,MIA,Michael Beasley\beaslmi01,19.173,F,us,Kansas State University,2009,2018,583,23.4,12.7,4.8,1.3,0.6,0.5,.464,.480,.352,.760,15.3,.054
419,1976,NBA,1,4,DET,Leon Douglas\douglle01,21.292,C-F,us,University of Alabama,1977,1983,456,22.2,7.9,6.5,1.1,0.5,0.7,.495,.496,.000,.601,15.2,.072
420,2012,NBA,1,8,TOR,Terrence Ross\rosste01,21.149,F-G,us,University of Washington,2013,2018,411,23.8,9.6,2.6,1.0,0.8,0.3,.421,.475,.371,.798,14.9,.073
421,1952,NBA,1,2,BLB,Jim Baechtold\baechji01,24.145,F-G,us,Eastern Kentucky University,1953,1957,321,25.7,9.7,3.1,2.1,,,.388,.388,,.783,14.8,.086
422,1989,NBA,1,9,WSB,Tom Hammonds\hammoto01,22.098,F,us,Georgia Institute of Technology,1990,2001,687,15.2,5.3,3.3,0.6,0.2,0.2,.480,.481,.000,.691,14.7,.068
423,1980,NBA,1,6,NJN,Mike O'Koren\okoremi01,22.129,F-G,us,University of North Carolina,1981,1988,407,21.6,8.2,3.4,2.1,0.8,0.2,.490,.499,.271,.651,14.6,.080
424,1988,NBA,1,7,PHO,Tim Perry\perryti01,23.030,F-C,us,Temple University,1989,1996,481,19.6,6.8,4.0,0.9,0.5,0.9,.485,.504,.318,.648,14.6,.074
425,1972,NBA,1,4,PHO,Corky Calhoun\calhoco01,21.166,F,us,University of Pennsylvania,1973,1980,542,20.1,5.3,3.6,1.1,0.5,0.2,.460,.460,,.782,14.4,.064
426,1953,NBA,1,2,MLH,Bob Houbregs\houbrbo01,21.048,C-F,ca,University of Washington,1954,1958,281,23.9,9.3,5.5,1.8,,,.404,.404,,.721,14.3,.102
427,1955,NBA,1,5,SYR,Ed Conlin\conlied01,21.228,F-G,,Fordham University,1956,1962,486,23.4,10.1,4.8,2.0,,,.370,.370,,.750,14.2,.060
428,1964,NBA,1,1,NYK,Jim Barnes\barneji01,23.027,C-F,us,University of Texas at El Paso,1965,1971,454,20.8,8.8,6.5,0.8,,,.429,.429,,.684,14.2,.072
429,1996,NBA,1,9,DAL,Samaki Walker\walkesa01,20.127,F,us,University of Louisville,1997,2006,445,17.1,5.3,4.7,0.6,0.3,0.7,.462,.464,.111,.630,14.2,.089
430,2011,NBA,1,2,MIN,Derrick Williams\willide02,20.034,F,us,University of Arizona,2012,2018,428,20.7,8.9,4.0,0.7,0.5,0.3,.434,.484,.300,.710,14.1,.076
431,1973,NBA,1,6,HOU,Ed Ratleff\ratleed01,23.032,F-G,us,California State University Long Beach,1974,1978,338,24.9,8.3,4.0,2.7,1.3,0.4,.454,.454,,.803,13.8,.078
432,1948,BAA,1,6,BLB,Walt Budko\budkowa01,22.290,F-C,us,Columbia University,1949,1952,253,4.5,8.1,2.7,1.9,,,.342,.342,,.757,13.7,.585
433,1984,NBA,1,6,WSB,Melvin Turpin\turpime01,23.179,C,us,University of Kentucky,1985,1990,361,19.0,8.5,4.6,0.5,0.4,1.0,.516,.518,.111,.777,13.7,.096
434,1975,NBA,1,2,LAL,Dave Meyers\meyerda01,22.043,F-C,us,University of California Los Angeles,1976,1980,281,26.6,11.2,6.3,2.3,1.0,0.5,.461,.461,.200,.676,13.4,.086
435,1958,NBA,1,5,SYR,Connie Dierking\dierkco01,21.207,C-F,us,University of Cincinnati,1959,1971,706,21.9,10.0,6.7,1.5,,,.417,.417,,.697,13.3,.041
436,1998,NBA,1,6,DAL,Robert Traylor\traylro01,21.148,F,us,University of Michigan,1999,2005,438,14.3,4.8,3.7,0.7,0.6,0.7,.474,.478,.167,.577,13.3,.102
437,2000,NBA,1,7,CHI,Chris Mihm\mihmch01,20.353,C,us,University of Texas at Austin,2001,2009,436,20.1,7.5,5.3,0.5,0.3,1.0,.459,.460,.231,.704,13.3,.073
438,1973,NBA,1,7,KCO,Ron Behagen\behagro01,22.106,F-C,us,University of Minnesota,1974,1980,388,23.5,10.3,7.0,1.6,0.7,0.4,.425,.425,,.754,13.0,.068
439,1995,NBA,1,6,VAN,Bryant Reeves\reevebr01,22.025,C,us,Oklahoma State University,1996,2001,395,30.6,12.5,6.9,1.6,0.5,0.8,.475,.478,.074,.703,13.0,.052
440,2006,NBA,1,4,POR,Tyrus Thomas\thomaty01,19.320,F,us,Louisiana State University,2007,2015,402,19.7,7.7,4.8,0.9,0.8,1.3,.438,.440,.235,.732,13.0,.078
441,2014,NBA,1,4,ORL,Aaron Gordon\gordoaa01,18.288,F,us,University of Arizona,2015,2018,263,26.1,11.4,5.8,1.7,0.8,0.6,.451,.517,.309,.698,13.0,.091
442,1976,NBA,1,5,POR,Wally Walker\walkewa01,21.331,F,us,University of Virginia,1977,1984,565,18.0,7.0,3.1,1.5,0.4,0.2,.467,.468,.200,.643,12.9,.061
443,2001,NBA,1,8,CLE,DeSagana Diop\diopde01,19.153,C,sn,,2002,2013,601,14.0,2.0,3.7,0.4,0.4,1.0,.427,.429,.167,.467,12.8,.073
444,1982,NBA,1,7,CHI,Quintin Dailey\dailequ01,21.163,G,us,University of San Francisco,1983,1992,528,23.0,14.1,2.5,2.3,0.9,0.1,.454,.461,.158,.779,12.7,.050
445,1957,NBA,1,3,MNL,Jim Krebs\krebsji01,21.227,C-F,us,Southern Methodist University,1958,1964,515,20.7,8.0,6.2,0.8,,,.405,.405,,.755,12.4,.056
446,2013,NBA,1,5,PHO,Alex Len\lenal01,20.016,C,ua,University of Maryland,2014,2018,335,19.9,7.2,6.5,0.8,0.4,1.0,.485,.489,.240,.707,12.4,.089
447,2014,NBA,1,1,CLE,Andrew Wiggins\wiggian01,19.128,F-G,ca,University of Kansas,2015,2018,327,36.2,19.7,4.1,2.1,1.0,0.5,.447,.472,.330,.741,12.4,.050
448,2013,NBA,1,6,NOH,Nerlens Noel\noelne01,19.083,C-F,us,University of Kentucky,2015,2018,223,26.0,9.3,7.2,1.4,1.6,1.4,.512,.513,.250,.624,12.3,.102
449,2015,NBA,1,4,NYK,Kristaps Porzingis\porzikr01,19.332,F-C,lv,,2016,2018,186,31.0,17.8,7.1,1.3,0.7,2.0,.437,.467,.361,.804,12.1,.100
450,2014,NBA,1,10,PHI,Elfrid Payton\paytoel01,20.129,G,us,University of Louisiana at Lafayette,2015,2018,300,29.5,11.2,4.2,6.4,1.3,0.3,.457,.479,.298,.619,11.8,.064
451,1960,NBA,2,10,NYK,Dave Budd\buddda01,21.171,F,us,Wake Forest University,1961,1965,353,18.1,7.1,4.6,1.0,,,.460,.460,,.682,11.7,.088
452,2014,NBA,1,7,LAL,Julius Randle\randlju01,19.214,F-C,us,University of Kentucky,2015,2018,238,27.8,13.5,8.9,2.6,0.6,0.5,.493,.507,.257,.717,11.7,.085
453,2011,NBA,1,8,DET,Brandon Knight\knighbr03,19.208,G,us,University of Kentucky,2012,2017,382,31.3,15.2,3.3,4.3,0.9,0.2,.415,.445,.357,.812,11.6,.047
454,1972,NBA,1,3,CLE,Dwight Davis\davisdw01,22.170,F,us,University of Houston,1973,1977,340,23.6,8.6,5.9,1.6,0.4,0.4,.423,.423,,.730,11.4,.068
455,1976,NBA,1,9,ATL,Armond Hill\hillar01,23.075,G,us,Princeton University,1977,1984,468,25.2,6.9,2.0,4.7,1.2,0.1,.408,.410,.077,.829,11.3,.046
456,1973,NBA,1,4,SEA,Mike Green\greenmi01,21.267,C-F,us,Louisiana Tech University,1977,1980,245,22.1,8.4,5.4,1.4,0.5,1.5,.460,.461,.000,.707,10.9,.097
457,1989,NBA,1,6,CHI,Stacey King\kingst01,22.155,F-C,us,University of Oklahoma,1990,1997,438,16.9,6.4,3.3,0.9,0.4,0.5,.478,.480,.235,.707,10.9,.071
458,2001,NBA,1,7,NJN,Eddie Griffin\griffed01,19.033,F-C,us,Seton Hall University,2002,2007,303,22.2,7.2,5.8,0.8,0.3,1.7,.377,.408,.315,.671,10.9,.078
459,2014,NBA,1,6,BOS,Marcus Smart\smartma01,20.117,G,us,Oklahoma State University,2015,2018,261,28.7,9.4,3.7,3.9,1.5,0.4,.360,.422,.293,.756,10.9,.070
460,1976,NBA,1,3,KCK,Richard Washington\washiri01,20.334,F-C,us,University of California Los Angeles,1977,1982,351,22.4,9.8,6.3,1.2,0.6,0.8,.453,.453,.250,.711,10.8,.066
461,1982,NBA,1,4,DAL,Bill Garnett\garnebi02,22.073,F,us,University of Wyoming,1983,1986,300,17.5,5.5,4.3,1.3,0.5,0.6,.490,.494,.000,.720,10.8,.099
462,1976,NBA,1,10,PHO,Ron Lee\leero01,23.224,G,us,University of Oregon,1977,1982,448,21.4,7.3,2.7,3.8,1.9,0.3,.416,.420,.321,.705,10.7,.054
463,2010,NBA,1,4,MIN,Wesley Johnson\johnswe01,22.354,F-G,us,Syracuse University,2011,2018,571,22.7,7.2,3.2,1.1,0.8,0.7,.406,.462,.337,.743,10.7,.040
464,2015,NBA,1,6,SAC,Willie Cauley-Stein\caulewi01,21.316,F-C,us,University of Kentucky,2016,2018,214,22.8,9.4,5.6,1.4,0.8,0.8,.524,.527,.188,.641,10.7,.105
465,2003,NBA,1,10,WAS,Jarvis Hayes\hayesja01,21.326,F,us,University of Georgia,2004,2010,427,23.2,8.3,3.1,1.1,0.7,0.1,.415,.444,.356,.798,10.2,.049
466,2014,NBA,1,2,MIL,Jabari Parker\parkeja01,19.108,F,us,Duke University,2015,2018,183,30.7,15.3,5.5,2.0,1.0,0.4,.490,.512,.352,.747,10.2,.087
467,1956,NBA,1,1,ROC,Si Green\greensi01,22.259,G-F,us,Duquesne University,1957,1966,504,26.1,9.2,4.3,3.3,,,.387,.387,,.676,10.0,.037
468,1978,NBA,1,8,BOS,Freeman Williams\willifr01,22.030,G-F,us,Portland State University,1979,1986,323,20.5,14.7,1.6,1.6,0.8,0.1,.467,.480,.331,.824,10.0,.072
469,1971,NBA,1,8,GSW,Darnell Hillman\hillmda01,21.217,F-C,us,San Jose State University,1977,1980,287,23.0,8.6,6.6,1.4,0.8,1.0,.466,.466,,.592,9.9,.072
470,2006,NBA,1,5,ATL,Shelden Williams\willish02,22.256,F,us,Duke University,2007,2012,361,15.5,4.5,4.3,0.5,0.5,0.5,.462,.464,.222,.740,9.9,.085
471,1949,BAA,1,10,ROC,Pep Saul\saulpe01,25.040,G-F,us,Seton Hall University,1950,1955,384,16.2,5.6,1.8,1.6,,,.360,.360,,.739,9.8,.076
472,1986,NBA,1,9,CHI,Brad Sellers\sellebr01,23.188,C-F,us,Ohio State University,1987,1993,398,18.0,6.3,2.7,1.1,0.3,0.6,.452,.456,.200,.793,9.8,.066
473,1966,NBA,1,6,CIN,Walt Wesley\weslewa01,21.111,C,us,University of Kansas,1967,1976,590,17.5,8.5,5.5,0.7,0.0,0.0,.434,.434,,.630,9.5,.044
474,2000,NBA,1,3,LAC,Darius Miles\milesda01,18.267,F,us,,2001,2009,446,26.3,10.1,4.9,1.9,0.9,1.1,.472,.482,.168,.590,9.5,.039
475,1997,NBA,1,6,BOS,Ron Mercer\mercero01,21.043,G-F,us,University of Kentucky,1998,2005,432,31.1,13.6,3.1,2.1,1.1,0.3,.429,.437,.250,.808,9.4,.034
476,2015,NBA,1,9,CHO,Frank Kaminsky\kaminfr01,22.087,F-C,us,University of Wisconsin,2016,2018,235,23.4,10.0,4.1,1.7,0.5,0.4,.412,.457,.347,.765,9.2,.080
477,1990,NBA,1,9,MIA,Willie Burton\burtowi01,22.037,F-G,us,University of Minnesota,1991,1999,316,21.1,10.3,2.9,1.2,0.6,0.4,.424,.439,.345,.786,9.1,.065
478,2010,NBA,1,6,GSW,Ekpe Udoh\udohek01,23.041,C-F,us,Baylor University,2011,2018,333,16.1,3.7,3.0,0.7,0.5,1.2,.437,.439,.000,.724,8.9,.079
479,1949,BAA,1,8,WSC,Wah Wah Jones\joneswa01,22.256,F,us,University of Kentucky,1950,1952,140,9.4,10.2,2.9,3.1,,,.355,.355,,.757,8.8,.319
480,1979,NBA,1,4,DET,Greg Kelser\kelsegr01,21.286,F,us,Michigan State University,1980,1985,305,19.8,9.7,4.6,1.3,0.8,0.5,.486,.491,.167,.686,8.6,.069
481,1994,NBA,1,9,BOS,Eric Montross\montrer01,22.285,C,us,University of North Carolina,1995,2002,465,18.2,4.5,4.6,0.4,0.3,0.6,.490,.491,.000,.478,8.5,.048
482,1971,NBA,1,5,ATL,George Trapp\trappge01,22.266,F-C,us,California State University Long Beach,1972,1977,379,18.1,8.8,3.9,1.0,0.3,0.2,.444,.444,,.752,8.4,.059
483,2013,NBA,1,9,MIN,Trey Burke\burketr01,20.232,G,us,University of Michigan,2014,2018,303,24.4,10.9,2.1,3.8,0.6,0.1,.404,.441,.339,.791,8.3,.054
484,1960,NBA,1,5,SYR,Lee Shaffer\shaffle01,21.053,F,us,University of North Carolina,1962,1964,196,28.0,16.8,6.3,1.2,,,.420,.420,,.776,8.2,.072
485,1974,NBA,1,10,ATL,Mike Sojourner\sojoumi01,20.229,C-F,us,University of Utah,1975,1977,191,22.4,8.7,6.5,0.9,0.5,0.6,.480,.480,,.671,8.2,.092
486,1960,NBA,1,4,DET,Jackie Moreland\morelja01,22.037,F-G,us,Louisiana Tech University,1961,1965,348,18.0,7.7,5.1,1.2,,,.413,.413,,.709,8.0,.061
487,1961,NBA,1,6,SYR,Ben Warley\warlebe01,24.210,F-G,us,Tennessee State University,1963,1967,288,16.2,6.1,5.3,0.7,,,.413,.413,,.724,8.0,.083
488,2012,NBA,1,10,NOH,Austin Rivers\riverau01,19.336,G,us,Duke University,2013,2018,408,24.3,9.4,2.0,2.4,0.7,0.2,.419,.452,.355,.649,7.9,.038
489,2003,NBA,1,9,NYK,Mike Sweetney\sweetmi01,20.249,F,us,Georgetown University,2004,2007,233,15.5,6.5,4.5,0.6,0.3,0.5,.485,.485,.000,.689,7.8,.103
490,2012,NBA,1,4,CLE,Dion Waiters\waitedi01,20.206,G,us,Syracuse University,2013,2018,365,28.7,13.3,2.7,2.8,1.0,0.3,.412,.441,.341,.701,7.5,.034
491,1949,BAA,1,5,PHW,Vern Gardner\gardnve01,23.317,F-C,us,University of Utah,1950,1952,151,3.4,8.9,2.3,1.6,,,.344,.344,,.748,7.4,.704
492,2007,NBA,1,1,POR,Greg Oden\odengr01,19.162,C,us,Ohio State University,2009,2014,105,19.3,8.0,6.2,0.5,0.4,1.2,.574,.574,,.658,7.3,.174
493,1956,NBA,1,6,FTW,Ron Sobie\sobiero01,21.227,G,us,DePaul University,1957,1960,192,20.1,8.4,4.1,1.8,,,.379,.379,,.808,7.2,.089
494,1967,NBA,1,6,SEA,Al Tucker\tuckeal01,24.074,F,us,Oklahoma Baptist University,1968,1971,257,20.8,9.5,5.0,0.9,,,.453,.453,,.702,7.2,.065
495,2016,NBA,1,9,TOR,Jakob Poeltl\poeltja01,20.257,C,at,University of Utah,2017,2018,136,15.8,5.4,4.1,0.5,0.4,0.9,.641,.642,.500,.576,7.2,.161
496,1987,NBA,1,3,NJN,Dennis Hopson\hopsode01,22.066,G-F,us,Ohio State University,1988,1992,334,22.5,10.9,2.8,1.6,1.0,0.5,.431,.443,.271,.765,7.1,.046
497,2003,NBA,1,2,DET,Darko Milicic\milicda01,18.010,F-C,rs,,2004,2013,468,18.5,6.0,4.2,0.9,0.4,1.3,.460,.461,.000,.574,7.1,.040
498,2016,NBA,1,7,DEN,Jamal Murray\murraja01,19.125,G,ca,University of Kentucky,2017,2018,163,26.6,13.3,3.1,2.7,0.8,0.3,.432,.488,.359,.898,6.9,.076
499,1962,NBA,1,1,CHZ,Bill McGill\mcgilbi01,22.197,C-F,us,University of Utah,1963,1965,158,15.9,10.2,3.9,1.1,,,.486,.486,,.711,6.7,.128
500,1984,NBA,1,10,PHI,Leon Wood\woodle01,22.092,G,us,California State University Fullerton,1985,1991,274,16.5,6.4,1.2,3.2,0.5,0.0,.392,.427,.326,.792,6.7,.071
501,1954,NBA,1,5,BOS,Togo Palazzi\palazto01,21.264,F-G,us,College of the Holy Cross,1955,1960,324,13.4,7.4,3.4,0.7,,,.386,.386,,.730,6.5,.072
502,1958,NBA,2,10,DET,Barney Cable\cableba01,22.273,F,,Bradley University,1959,1964,362,18.8,6.6,5.2,1.1,,,.420,.420,,.665,6.5,.046
503,1977,NBA,1,9,DEN,Tom LaGarde\lagarto01,22.126,C-F,us,University of North Carolina,1978,1985,312,19.9,7.6,5.1,1.5,0.3,0.4,.462,.463,.000,.640,6.5,.050
504,2005,NBA,1,9,GSW,Ike Diogu\dioguik01,21.296,F,us,Arizona State University,2006,2012,225,12.4,6.0,3.1,0.3,0.2,0.3,.509,.509,.500,.786,6.5,.112
505,2000,NBA,1,6,ATL,DerMarr Johnson\johnsde03,20.059,F,us,University of Cincinnati,2001,2008,344,17.2,6.2,2.2,0.9,0.6,0.4,.411,.469,.336,.789,6.4,.052
506,1949,BAA,1,1,PRO,Howie Shannon\shannho01,25.291,G-F,us,Kansas State University,1949,1950,122,,10.8,,2.5,,,.355,.355,,.795,6.3,
507,1958,NBA,1,3,NYK,Mike Farmer\farmemi01,21.213,F,us,University of San Francisco,1959,1966,423,20.8,6.7,4.6,1.3,,,.393,.393,,.814,6.3,.035
508,1980,NBA,1,10,POR,Ronnie Lester\lestero01,21.166,G,us,University of Iowa,1981,1986,250,19.8,7.3,1.9,4.0,0.7,0.1,.469,.472,.227,.788,6.3,.061
509,2016,NBA,1,3,BOS,Jaylen Brown\brownja02,19.247,F-G,us,University of California,2017,2018,148,23.6,10.4,3.8,1.2,0.7,0.3,.461,.507,.379,.658,6.0,.082
510,1971,NBA,1,9,BAL,Stan Love\lovest01,21.359,F,us,University of Oregon,1972,1975,227,15.2,6.8,4.0,0.8,0.2,0.1,.440,.440,,.751,5.5,.076
511,1954,NBA,1,9,MNL,Ed Kalafat\kalafed01,21.198,C-F,,University of Minnesota,1955,1957,209,20.9,7.1,5.7,1.5,,,.345,.345,,.688,5.3,.059
512,1955,NBA,2,10,BOS,Dick Hemric\hemridi01,21.232,F,us,Wake Forest University,1956,1957,138,17.3,6.3,5.1,0.7,,,.377,.377,,.669,5.3,.106
513,1990,NBA,1,10,ATL,Rumeal Robinson\robinru01,23.232,G,jm,University of Michigan,1991,1997,336,18.1,7.6,1.8,3.5,0.9,0.2,.432,.447,.344,.611,5.2,.041
514,2014,NBA,1,9,CHH,Noah Vonleh\vonleno01,18.311,F,us,Indiana University,2015,2018,231,15.5,4.1,4.7,0.4,0.3,0.3,.444,.474,.297,.664,5.1,.068
515,1957,NBA,1,2,DET,Charlie Tyra\tyrach01,21.250,C-F,us,University of Louisville,1958,1962,348,22.4,8.9,7.4,0.9,,,.387,.387,,.672,5.0,.031
516,1969,NBA,1,4,DET,Terry Driscoll\driscte01,21.228,F,us,Boston College,1971,1975,244,13.4,4.2,4.2,0.8,0.1,0.1,.425,.425,,.690,5.0,.074
517,2015,NBA,1,10,MIA,Justise Winslow\winslju01,19.095,F,us,Duke University,2016,2018,164,27.7,7.5,5.3,2.0,0.9,0.4,.410,.440,.314,.653,5.0,.053
518,1958,NBA,1,2,CIN,Archie Dees\deesar01,22.065,F-C,us,Indiana University,1959,1962,190,16.3,8.1,4.8,0.7,,,.402,.402,,.794,4.8,.074
519,2009,NBA,1,2,MEM,Hasheem Thabeet\thabeha01,22.135,C,tz,University of Connecticut,2010,2014,224,10.5,2.2,2.7,0.1,0.3,0.8,.567,.567,,.578,4.8,.099
520,1971,NBA,1,7,HOU,Cliff Meely\meelycl01,23.268,F-C,us,University of Colorado,1972,1976,318,19.9,8.4,5.4,1.3,0.3,0.3,.417,.417,,.675,4.6,.035
521,2012,NBA,1,5,SAC,Thomas Robinson\robinth01,21.109,F,us,University of Kansas,2013,2017,313,13.4,4.9,4.8,0.6,0.5,0.4,.470,.472,.000,.505,4.6,.053
522,1967,NBA,1,7,SDR,Pat Riley\rileypa01,22.049,G-F,us,University of Kentucky,1968,1976,528,15.5,7.4,1.6,1.7,0.2,0.0,.414,.414,,.705,4.5,.026
523,2013,NBA,1,7,SAC,Ben McLemore\mclembe01,20.141,G,us,University of Kansas,2014,2018,349,24.5,9.1,2.6,1.2,0.7,0.2,.417,.468,.351,.785,4.5,.025
524,1969,NBA,1,7,SFW,Bob Portman\portmbo01,22.022,F,us,Creighton University,1970,1973,221,13.3,5.7,3.3,0.6,,,.443,.443,,.780,4.4,.071
525,1974,NBA,1,2,PHI,Marvin Barnes\barnema01,21.310,F-C,us,Providence College,1977,1980,171,21.7,9.2,5.5,1.5,0.8,1.0,.442,.442,,.672,4.4,.057
526,1957,NBA,1,1,CIN,Hot Rod Hundley\hundlho01,22.179,G,us,West Virginia University,1958,1963,431,22.2,8.4,3.3,3.4,,,.347,.347,,.721,4.3,.022
527,1956,NBA,1,5,SYR,Joe Holup\holupjo01,22.069,F,,George Washington University,1957,1959,192,18.4,7.0,4.4,1.0,,,.342,.342,,.781,4.2,.058
528,1954,NBA,1,7,ROC,Tom Marshall\marshto01,23.114,F-G,,Western Kentucky University,1955,1959,168,15.4,5.7,2.9,1.1,,,.388,.388,,.709,4.1,.076
529,2016,NBA,1,6,NOP,Buddy Hield\hieldbu01,22.194,G,bs,University of Oklahoma,2017,2018,162,24.1,12.0,3.6,1.7,0.8,0.2,.437,.459,.412,.860,4.1,.050
530,1963,NBA,1,1,NYK,Art Heyman\heymaar01,21.315,F-G,us,Duke University,1964,1966,147,20.5,10.3,2.8,2.4,,,.427,.427,,.679,4.0,.063
531,2011,NBA,1,6,WAS,Jan Vesely\veselja01,21.065,F,cz,,2012,2014,162,15.2,3.6,3.5,0.6,0.7,0.5,.521,.523,.000,.408,4.0,.078
532,1950,NBA,1,10,MNL,Kevin O'Shea\osheake01,24.295,G,us,University of Notre Dame,1951,1953,174,13.6,5.2,2.3,2.1,,,.337,.337,,.680,3.8,.077
533,1954,NBA,2,10,BLB,Slick Leonard\leonasl01,21.286,G,us,Indiana University,1957,1963,426,27.3,9.9,2.9,3.3,,,.349,.349,,.745,3.8,.016
534,1955,NBA,2,9,PHW,Corky Devlin\devlico01,23.119,G,,George Washington University,1956,1958,210,19.2,7.1,2.1,2.1,,,.366,.366,,.742,3.8,.046
535,1999,NBA,1,5,TOR,Jonathan Bender\bendejo01,18.155,F,us,,2000,2010,262,14.7,5.5,2.2,0.6,0.2,0.6,.417,.442,.340,.763,3.8,.047
536,1947,BAA,1,6,PHW,Chink Crossin\crossch01,24.003,G,us,University of Pennsylvania,1948,1950,147,,4.7,,1.5,,,.318,.318,,.711,3.7,
537,1962,NBA,1,5,SFW,Wayne Hightower\hightwa01,22.077,F-C,us,University of Kansas,1963,1967,316,22.9,9.0,5.9,1.1,,,.359,.359,,.749,3.7,.025
538,1948,BAA,1,5,CHS,Ed Mikan\mikaned01,22.208,C-F,,DePaul University,1949,1954,323,8.6,6.7,3.4,0.9,,,.320,.320,,.756,3.6,.062
539,1953,NBA,1,4,ROC,Richie Regan\reganri01,22.151,G,us,Seton Hall University,1956,1958,215,25.6,8.3,2.6,2.9,,,.344,.344,,.717,3.5,.031
540,1955,NBA,1,3,BOS,Jim Loscutoff\loscuji01,25.074,F,us,University of Oregon,1956,1964,511,18.5,6.2,5.6,0.7,,,.345,.345,,.653,3.4,.017
541,1968,NBA,1,10,NYK,Bill Hosket\hoskebi01,21.172,F-C,us,Ohio State University,1969,1972,143,9.8,4.0,2.5,0.7,,,.485,.485,,.715,3.2,.109
542,2007,NBA,1,6,MIL,Yi Jianlian\jianlyi01,19.249,F,cn,,2008,2012,272,22.2,7.9,4.9,0.7,0.5,0.7,.404,.413,.333,.780,3.1,.025
543,1991,NBA,1,6,DAL,Doug Smith\smithdo03,21.287,F,us,University of Missouri,1992,1996,296,19.7,8.0,4.2,1.4,0.8,0.5,.425,.430,.083,.773,3.0,.024
544,2015,NBA,1,3,PHI,Jahlil Okafor\okafoja01,19.197,C-F,us,Duke University,2016,2018,131,23.5,12.9,5.3,1.0,0.3,1.0,.515,.517,.200,.682,3.0,.047
545,1956,NBA,1,3,MNL,Jim Paxson\paxsoji01,23.138,F-G,us,University of Dayton,1957,1958,138,22.2,8.0,4.5,1.6,,,.323,.323,,.727,2.8,.044
546,1966,NBA,1,7,LAL,Jerry Chambers\chambje01,22.303,F,us,University of Utah,1967,1972,239,15.4,8.1,3.1,0.8,,,.442,.442,,.747,2.8,.037
547,2015,NBA,1,8,DET,Stanley Johnson\johnsst04,19.031,F,us,University of Arizona,2016,2018,219,22.6,7.0,3.4,1.5,0.9,0.2,.370,.417,.295,.760,2.8,.027
548,2016,NBA,1,10,MIL,Thon Maker\makerth01,19.123,F-C,ss,,2017,2018,131,13.7,4.4,2.6,0.5,0.4,0.6,.429,.483,.331,.683,2.8,.074
549,1951,NBA,1,9,PHW,Don Sunderlage\sundedo01,21.131,G,us,University of Illinois at Urbana-Champaign,1954,1955,113,23.3,7.7,2.5,2.0,,,.326,.326,,.732,2.7,.049
550,1957,NBA,1,4,STL,Win Wilfong\wilfowi01,24.036,G-F,,University of Memphis,1958,1961,268,17.9,6.8,3.4,2.1,,,.361,.361,,.744,2.7,.027
551,2000,NBA,1,4,CHI,Marcus Fizer\fizerma01,21.328,F,us,Iowa State University,2001,2006,289,20.9,9.6,4.6,1.2,0.5,0.3,.435,.446,.191,.691,2.7,.022
552,2014,NBA,1,8,SAC,Nik Stauskas\stausni01,20.267,G,ca,University of Michigan,2015,2018,267,21.1,7.0,2.1,1.6,0.4,0.3,.386,.435,.349,.801,2.7,.023
553,1968,NBA,1,8,PHO,Gary Gregor\gregoga01,22.301,F-C,us,University of South Carolina,1969,1973,296,25.0,9.8,7.0,1.5,,,.431,.431,,.715,2.6,.017
554,1972,NBA,1,9,DET,Bob Nash\nashbo01,21.235,F,us,University of Hawaii,1973,1979,219,11.7,4.7,2.2,0.7,0.3,0.2,.435,.435,,.730,2.6,.048
555,1973,NBA,1,3,BUF,Ernie DiGregorio\digreer01,22.105,G,us,Providence College,1974,1978,312,25.2,9.6,2.0,5.1,0.6,0.0,.415,.415,,.902,2.5,.016
556,1998,NBA,1,1,LAC,Michael Olowokandi\olowomi01,23.088,C,ng,University of the Pacific,1999,2007,500,26.3,8.3,6.8,0.7,0.5,1.4,.435,.435,,.597,2.5,.009
557,2015,NBA,1,5,ORL,Mario Hezonja\hezonma01,20.125,F-G,hr,,2016,2018,219,18.4,6.9,2.8,1.3,0.7,0.3,.418,.487,.332,.837,2.5,.029
558,2016,NBA,1,2,LAL,Brandon Ingram\ingrabr01,18.299,F,us,Duke University,2017,2018,138,30.8,12.2,4.6,2.9,0.7,0.6,.438,.466,.329,.655,2.5,.028
559,2016,NBA,1,8,SAC,Marquese Chriss\chrisma01,18.361,F,us,University of Washington,2017,2018,154,21.2,8.5,4.8,0.9,0.8,0.9,.438,.515,.309,.617,2.5,.037
