,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,From,To,School,Conf,G,MP,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
3397,Khris Middleton\khris-middleton-1,2010,2012,Texas A&M,Big 12,87,2263,26.0,3.9,9.1,2.9,5.8,1.1,3.3,2.4,3.1,1.5,3.0,4.6,2.0,1.0,0.2,2.0,2.1,11.3
3398,Malcolm Miller\malcolm-miller-1,2012,2015,Holy Cross,Patriot,112,2917,26.0,3.0,6.7,2.0,4.1,0.9,2.5,2.2,2.8,0.7,4.0,4.8,1.5,0.8,1.3,1.6,2.5,9.0
3399,Donovan Mitchell\donovan-mitchell-1,2016,2017,Louisville,ACC,65,1689,26.0,4.1,9.8,2.6,5.2,1.5,4.6,2.0,2.5,1.1,3.0,4.1,2.2,1.5,0.3,1.3,2.6,11.7
3400,Kwame Morgan\kwame-morgan-1,2010,2011,Hampton,MEAC,60,1557,26.0,3.9,10.4,1.7,4.4,2.3,6.0,2.0,2.7,1.1,2.5,3.6,1.0,1.1,0.1,1.0,1.3,12.2
3401,Cheddi Mosely\cheddi-mosley-1,2015,2018,Boston University,Patriot,72,1872,26.0,3.5,8.6,1.5,2.8,2.1,5.8,1.5,2.0,0.3,2.0,2.2,1.1,0.9,0.1,1.6,1.7,10.6
3402,David Nwaba\david-nwaba-1,2014,2016,Cal Poly,Big West,88,2291,26.0,4.2,9.0,4.2,8.7,0.0,0.3,3.4,5.2,1.9,3.4,5.3,2.0,1.1,0.6,1.6,2.0,11.9
3403,Braxton Ogbueze\braxton-ogbueze-1,2013,2017,Total,Total,118,3064,26.0,3.1,7.8,1.2,3.1,1.9,4.7,1.3,1.6,0.4,1.5,1.9,1.5,0.6,0.1,0.9,1.3,9.4
3404,Jamal Olasewere\jamal-olasewere-1,2010,2013,Long Island University,NEC,130,3384,26.0,4.8,9.5,4.5,8.3,0.3,1.2,4.4,6.6,2.1,5.3,7.4,1.3,1.3,0.8,3.1,3.6,14.4
3405,Renado Parker\renado-parker-1,2012,2013,Portland State,Big Sky,52,1354,26.0,4.2,8.4,4.2,8.4,0.0,0.0,2.3,3.3,2.0,3.1,5.1,0.7,0.6,0.4,1.5,2.6,10.7
3406,Aaron Parks\aaron-parks-1,2014,2017,Cal State Northridge,Big West,111,2889,26.0,2.9,7.9,2.7,6.9,0.3,1.0,3.8,5.0,0.7,2.6,3.3,1.8,1.1,0.1,1.8,2.8,9.9
3407,Brian Pegg\brian-pegg-1,2013,2017,Stetson,A-Sun,113,2936,26.0,3.9,7.6,3.9,7.3,0.1,0.2,1.7,3.2,2.4,4.4,6.8,1.0,0.7,0.5,1.8,2.3,9.6
3408,Curtis Phillips\curtis-phillips-1,2015,2018,Total,Total,95,2473,26.0,3.4,8.7,2.0,4.7,1.4,4.1,2.4,3.4,1.0,3.4,4.4,1.5,1.2,0.4,2.0,2.3,10.6
3409,Jordan Potts\jordan-potts-1,2013,2016,Total,Total,86,2233,26.0,2.8,7.7,1.2,3.0,1.6,4.8,2.0,2.6,0.3,2.0,2.3,2.8,1.0,0.1,1.9,2.3,9.2
3410,Brandon Richardson\brandon-richardson-1,2010,2012,Nebraska,Total,92,2396,26.0,2.2,5.3,1.5,2.8,0.8,2.5,2.2,2.6,0.2,2.5,2.6,2.3,1.3,0.1,1.5,2.0,7.4
3411,Jacob Rigoni\jacob-rigoni-1,2018,2018,Quinnipiac,MAAC,33,857,26.0,3.2,7.1,1.0,2.1,2.3,5.0,1.0,1.3,0.7,3.2,3.8,1.1,0.6,0.3,1.3,1.7,9.8
3412,Austin Ruder\austin-ruder-1,2014,2018,Total,Total,120,3114,26.0,2.6,7.2,0.6,1.8,2.0,5.4,0.8,0.9,0.1,1.7,1.8,1.2,0.5,0.0,0.7,1.4,7.9
3413,Dartaye Ruffin\dartaye-ruffin-1,2011,2014,Drexel,CAA,125,3255,26.0,2.6,5.1,2.6,5.1,0.0,0.0,1.3,2.2,2.3,4.3,6.6,0.5,0.7,0.6,1.2,3.1,6.5
3414,Michael Sands\michael-sands-1,2010,2010,Yale,Ivy,31,807,26.0,3.5,7.2,3.5,7.0,0.0,0.2,3.6,4.9,1.9,4.2,6.1,1.0,0.4,0.1,2.0,2.3,10.8
3415,Mike Scott\mike-scott-7,2014,2015,Idaho,Total,64,1663,26.0,4.1,9.5,2.9,5.9,1.2,3.5,1.7,2.3,0.4,2.4,2.8,3.7,1.0,0.1,1.4,1.6,11.2
3416,Troy Snyder\troy-snyder-1,2010,2014,Total,Total,81,2108,26.0,3.4,8.0,2.8,5.7,0.7,2.2,2.0,3.1,2.3,3.2,5.5,1.3,1.1,0.4,1.8,2.5,9.6
3417,Dave Sobolewski\dave-sobolewski-1,2012,2015,Northwestern,Big Ten,123,3194,26.0,1.9,5.3,1.0,2.2,1.0,3.1,1.7,2.5,0.3,1.8,2.1,2.7,0.7,0.2,1.3,2.3,6.6
3418,Brad Waldow\brad-waldow-1,2012,2015,Saint Mary's (CA),WCC,134,3486,26.0,5.1,8.7,5.1,8.7,0.0,0.0,2.8,4.7,2.7,4.0,6.7,1.1,0.4,1.0,1.4,2.4,13.0
3419,Kenderek Washington\kenderek-washington-1,2011,2012,Alabama State,SWAC,48,1246,26.0,3.7,8.5,2.4,5.0,1.3,3.6,1.9,3.0,1.8,2.7,4.5,0.9,1.0,0.3,1.7,2.4,10.6
3420,Wes Washpun\wes-washpun-1,2012,2016,Total,Total,119,3092,26.0,2.9,6.4,2.5,5.0,0.4,1.4,2.5,3.6,0.3,2.8,3.1,3.5,1.0,0.6,2.1,2.1,8.8
3421,Will Weeks\will-weeks-1,2013,2017,North Carolina-Asheville,Big South,111,2883,26.0,2.8,5.1,2.8,5.1,0.0,0.0,1.7,3.1,1.9,2.9,4.8,1.9,1.0,0.2,1.6,1.9,7.3
3422,LaDarrien Williams\ladarrien-williams-1,2014,2015,Abilene Christian,Southland,47,1221,26.0,3.7,9.6,2.7,6.7,1.0,2.9,2.2,2.9,0.9,3.8,4.7,2.6,1.0,0.1,2.1,2.4,10.6
3423,Bobby Word\bobby-word-1,2014,2018,Total,Total,131,3412,26.0,2.9,7.7,1.0,2.5,1.9,5.2,1.4,1.9,0.5,2.2,2.7,0.9,0.6,0.2,0.9,2.0,9.1
3424,Raeford Worsham\raeford-worsham-1,2013,2016,Total,Total,90,2340,26.0,3.8,8.0,3.6,6.9,0.2,1.0,2.8,4.6,2.2,3.6,5.8,1.5,1.3,0.6,1.7,2.2,10.6
3425,Will Archambault\will-archambault-1,2010,2010,Davidson,Southern,31,804,25.9,3.7,8.7,2.1,4.4,1.6,4.4,1.6,2.4,1.7,3.1,4.8,1.9,0.4,0.3,1.5,1.9,10.7
3426,Deverell Biggs\deverell-biggs-1,2014,2015,Total,Total,41,1061,25.9,4.0,8.7,3.1,6.5,0.8,2.2,2.4,3.3,0.6,2.7,3.3,1.8,1.4,0.3,2.5,2.6,11.1
3427,Antonio Biglow\antonio-biglow-1,2013,2014,Montana State,Big Sky,55,1422,25.9,3.1,7.7,2.4,5.5,0.7,2.2,2.2,3.1,0.6,1.5,2.0,2.8,1.4,0.1,1.8,2.0,9.0
3428,Craig Bradshaw\craig-bradshaw-2,2013,2016,Belmont,OVC,130,3370,25.9,4.5,9.5,2.6,4.6,1.9,4.9,2.1,2.7,0.6,2.5,3.1,2.5,1.2,0.3,2.1,1.9,13.1
3429,Brandon Britt\brandon-britt-1,2011,2014,William & Mary,CAA,113,2932,25.9,3.6,8.4,2.5,5.1,1.1,3.3,2.8,3.9,0.4,1.8,2.1,1.8,0.8,0.0,1.8,1.7,11.1
3430,Ja'Michael Brown\jamichael-brown-1,2016,2017,North Texas,CUSA,62,1604,25.9,2.5,6.7,1.2,2.8,1.3,3.9,0.7,1.2,0.3,1.9,2.2,2.0,1.2,0.1,1.6,2.0,7.0
3431,Trey Burch-Manning\trey-burch-manning-1,2017,2018,South Dakota,Summit,69,1787,25.9,3.3,7.0,3.2,6.6,0.2,0.5,2.1,3.5,1.8,4.9,6.7,1.3,0.9,0.2,1.7,3.0,9.0
3432,Casey Cantey\casey-cantey-1,2010,2012,Alabama A&M,SWAC,83,2152,25.9,4.1,10.1,3.4,7.5,0.7,2.6,3.7,5.6,1.2,2.8,4.1,1.3,1.5,0.7,2.8,2.1,12.6
3433,Emanuel Chapman\emanuel-chapman-1,2011,2014,North Carolina Central,Total,122,3158,25.9,1.6,3.9,1.1,2.5,0.5,1.5,0.7,0.9,0.4,2.4,2.8,5.1,1.4,0.3,2.3,1.5,4.4
3434,Tim Coleman\tim-coleman-2,2014,2017,NJIT,Total,123,3191,25.9,4.0,8.7,3.0,6.1,1.0,2.6,2.8,3.9,1.2,5.0,6.2,2.0,1.3,1.1,2.1,3.2,11.7
3435,Andre Cornelius\andre-cornelius-1,2010,2012,George Mason,CAA,88,2280,25.9,2.9,6.9,1.3,2.8,1.6,4.2,1.3,1.7,0.4,2.0,2.4,1.5,0.9,0.0,1.6,2.3,8.7
3436,E.J. Crawford\ej-crawford-1,2017,2018,Iona,MAAC,68,1758,25.9,3.8,8.2,2.2,4.2,1.6,4.0,1.8,2.3,0.5,2.7,3.2,1.1,0.5,0.2,0.9,2.0,10.9
3437,Muusa Dama\muusa-dama-1,2017,2018,Eastern Illinois,OVC,59,1527,25.9,3.7,7.1,3.7,7.1,0.0,0.1,2.0,2.8,2.4,5.4,7.9,0.9,0.6,1.6,1.9,3.3,9.5
3438,Chris Davenport\chris-davenport-2,2014,2017,North Florida,A-Sun,128,3311,25.9,3.8,7.2,3.1,5.1,0.7,2.0,2.3,3.2,1.3,5.1,6.4,2.6,0.7,1.2,2.9,2.6,10.6
3439,Marcus Davis\marcus-davis-1,2012,2013,Houston Baptist,GWC,37,957,25.9,3.8,9.2,2.7,6.1,1.1,3.1,2.6,3.2,1.4,4.1,5.6,1.4,1.5,0.3,2.6,3.4,11.4
3440,De'Suan Dixon\desuan-dixon-1,2010,2011,Jackson State,SWAC,64,1656,25.9,3.0,7.7,2.5,5.7,0.5,2.1,2.0,3.4,2.2,3.6,5.8,1.4,1.3,0.5,1.6,2.2,8.6
3441,Dominique Elliott\dominique-elliott-1,2015,2016,Maryland-Eastern Shore,MEAC,64,1660,25.9,4.1,8.0,4.0,7.5,0.1,0.5,2.7,4.2,2.0,4.2,6.2,1.4,0.7,0.3,2.6,3.1,11.0
3442,Eric Evans\eric-evans-1,2010,2012,Duquesne,A-10,85,2199,25.9,2.8,7.3,2.1,4.7,0.7,2.7,2.1,3.2,0.5,1.8,2.3,2.8,1.1,0.0,1.6,2.0,8.5
3443,Jerry Evans\jerry-evans-1,2011,2014,Nevada,Total,126,3259,25.9,2.7,6.4,1.9,3.9,0.9,2.5,1.5,2.0,1.7,3.2,4.9,0.8,0.7,0.4,1.2,2.3,7.8
3444,Keenan Evans\keenan-evans-1,2015,2018,Texas Tech,Big 12,131,3390,25.9,3.7,8.4,2.7,5.6,1.0,2.8,3.5,4.4,0.5,2.2,2.7,2.6,1.0,0.3,1.7,1.9,12.0
3445,Dilon Farr\dilon-farr-1,2012,2012,Utah,Pac-12,31,803,25.9,2.7,5.8,2.1,4.2,0.6,1.5,0.7,1.3,1.0,3.8,4.8,0.5,0.9,0.5,1.4,2.2,6.7
3446,Jamaal Franklin\jamaal-franklin-1,2011,2013,San Diego State,MWC,85,2198,25.9,4.3,10.0,3.1,6.2,1.2,3.8,4.0,5.1,1.5,5.5,7.0,1.9,1.0,0.6,2.6,2.1,13.7
3447,Bryan Friday\bryan-friday-1,2010,2010,Samford,Southern,31,804,25.9,3.5,7.5,3.0,5.7,0.5,1.8,2.2,3.4,1.3,2.3,3.5,1.8,0.6,0.3,1.8,1.9,9.7
3448,Jamar Gulley\jamar-gulley-1,2012,2014,Missouri State,MVC,65,1682,25.9,4.6,9.6,3.9,7.6,0.7,2.1,2.6,3.6,1.9,4.2,6.1,1.4,1.3,0.2,1.5,3.1,12.4
3449,Treshawn Hagood\treshawn-hagood-1,2012,2015,Total,Total,85,2200,25.9,2.8,7.0,2.5,5.9,0.3,1.1,2.1,3.4,0.9,2.4,3.3,3.6,1.5,0.0,2.5,1.9,7.9
3450,Terry Henderson\terry-henderson-1,2013,2017,Total,Total,91,2355,25.9,3.6,8.3,1.8,3.5,1.8,4.8,2.0,2.5,1.0,1.8,2.8,1.2,0.7,0.4,1.2,1.6,11.1
3451,Payton Hulsey\payton-hulsey-2,2017,2018,Total,Total,33,856,25.9,2.1,6.0,1.8,5.1,0.2,0.9,1.8,2.8,1.1,3.4,4.5,3.1,1.5,0.1,2.3,2.4,6.2
3452,Chris Johnson\chris-johnson-5,2010,2012,Saint Francis (PA),NEC,68,1762,25.9,1.9,4.5,1.5,3.4,0.5,1.1,1.4,2.1,0.3,1.8,2.1,3.9,1.4,0.1,2.4,2.5,5.7
3453,Jazz Johnson\jazz-johnson-1,2016,2017,Portland,WCC,65,1685,25.9,3.9,9.0,2.5,5.4,1.4,3.6,2.1,2.6,0.3,1.7,2.0,1.8,0.7,0.0,1.8,2.2,11.4
3454,Lawrence Johnson-Danner\lawrence-johnson-danner-1,2010,2014,Texas Southern,SWAC,131,3391,25.9,2.8,7.0,1.0,2.3,1.8,4.7,1.2,1.4,0.4,2.0,2.4,1.0,0.7,0.1,1.3,1.5,8.5
3455,Charlie Jones\charlie-jones-2,2014,2017,American,Patriot,120,3113,25.9,1.9,3.8,1.4,2.4,0.6,1.4,1.1,1.6,0.6,3.1,3.8,1.7,1.0,0.5,1.0,1.9,5.5
3456,Kenny Kadji\kenny-kadji-1,2010,2013,Total,Total,76,1969,25.9,4.1,8.5,3.1,5.8,1.0,2.6,2.1,3.2,1.5,4.0,5.5,0.7,0.4,1.3,1.6,2.2,11.2
3457,Lenjo Kilo\lenjo-kilo-1,2016,2016,Savannah State,MEAC,32,828,25.9,3.7,7.8,3.4,7.0,0.3,0.9,1.9,3.8,2.3,3.2,5.5,0.4,0.6,0.8,2.0,3.0,9.5
3458,Lamarr Kimble\lamarr-kimble-1,2016,2018,Saint Joseph's,A-10,61,1578,25.9,3.3,8.8,2.1,5.4,1.2,3.4,2.0,2.9,0.4,2.1,2.5,3.3,0.6,0.1,2.0,1.6,9.8
3459,Patrick Konan\patrick-konan-1,2010,2014,Total,Total,108,2795,25.9,3.4,8.1,2.3,5.0,1.1,3.2,1.8,2.9,1.6,3.6,5.2,0.9,0.6,0.3,2.0,2.5,9.7
3460,Tyler Larson\tyler-larson-1,2014,2015,South Dakota,Summit,63,1633,25.9,3.3,7.5,2.5,5.6,0.7,1.9,2.7,3.6,1.5,4.0,5.6,2.1,0.6,0.1,1.7,1.9,9.9
3461,Roberto Nelson\roberto-nelson-1,2011,2014,Oregon State,Total,124,3217,25.9,4.4,10.2,2.9,6.4,1.4,3.9,3.9,5.0,0.9,1.9,2.8,2.5,0.9,0.2,2.3,2.2,14.1
3462,Nick Okorie\nick-okorie-1,2010,2010,Texas Tech,Big 12,34,879,25.9,3.5,8.6,2.5,5.7,1.1,2.8,2.6,3.4,0.5,2.2,2.7,2.0,1.4,0.1,2.0,2.8,10.7
3463,Kenneth Ortiz\kenneth-ortiz-2,2010,2014,Total,Total,119,3077,25.9,3.0,7.4,2.8,6.8,0.2,0.6,3.0,4.4,1.1,2.6,3.7,3.8,1.5,0.1,2.7,2.2,9.1
3464,Deriece Parks\deriece-parks-1,2016,2018,Western Carolina,Southern,50,1297,25.9,3.1,8.5,1.4,2.9,1.7,5.6,1.0,1.2,0.9,2.3,3.2,2.2,1.1,0.2,1.8,1.1,8.9
3465,Mason Plumlee\mason-plumlee-1,2010,2013,Duke,ACC,141,3652,25.9,3.7,6.5,3.7,6.4,0.0,0.1,2.4,4.0,2.4,5.4,7.7,1.5,0.8,1.4,2.0,2.5,9.8
3466,Makur Puou\matthew-puou-1,2017,2018,New Orleans,Southland,65,1683,25.9,2.9,5.7,2.9,5.7,0.0,0.0,1.4,2.1,1.7,3.4,5.1,1.0,0.5,1.0,1.7,2.2,7.2
3467,Duop Reath\duop-reath-1,2017,2018,Louisiana State,SEC,64,1659,25.9,5.1,9.6,4.6,8.4,0.5,1.3,1.7,2.7,2.0,3.7,5.8,0.7,0.5,1.2,1.9,2.9,12.3
3468,David Robertson\david-robertson-1,2014,2017,North Carolina-Asheville,Big South,111,2871,25.9,2.7,6.8,1.1,2.6,1.5,4.3,1.4,1.9,0.5,1.4,1.9,2.0,0.8,0.0,1.3,1.9,8.2
3469,Romone Saunders\romone-saunders--1,2015,2018,Wagner,NEC,80,2071,25.9,3.6,8.9,2.1,4.6,1.6,4.3,1.7,2.3,1.4,3.4,4.8,1.9,1.0,0.2,1.6,2.3,10.5
3470,Jerome Seagears\jerome-seagears-1,2012,2016,Total,Total,125,3235,25.9,2.7,6.8,1.5,3.6,1.1,3.2,1.4,1.8,0.7,1.8,2.5,3.1,0.8,0.1,1.6,2.2,7.9
3471,Jaylen Shaw\jaylen-shaw-1,2014,2018,Total,Total,132,3424,25.9,4.0,8.9,2.8,5.8,1.2,3.1,2.1,2.7,0.2,2.2,2.4,3.6,1.0,0.1,2.3,1.9,11.3
3472,Demarius Smith\demarius-smith-1,2014,2015,Austin Peay,OVC,41,1060,25.9,2.2,5.0,1.9,3.8,0.3,1.2,1.6,2.9,0.7,2.0,2.7,4.4,1.1,0.2,3.6,2.4,6.3
3473,Dru Smith\dru-smith-1,2017,2018,Evansville,MVC,50,1295,25.9,3.1,5.8,2.2,3.7,0.9,2.1,2.0,2.4,0.3,2.7,3.0,3.6,1.4,0.4,2.1,2.9,9.0
3474,Ricky Taylor\ricky-taylor-1,2010,2012,Chattanooga,Southern,97,2516,25.9,4.0,9.8,2.5,5.4,1.5,4.4,2.5,3.3,0.8,2.8,3.6,1.5,0.6,0.1,1.8,1.4,12.2
3475,Tim Toler\tim-toler-1,2011,2012,Northern Illinois,MAC,44,1140,25.9,4.0,9.2,2.8,5.8,1.3,3.3,0.9,1.3,1.2,4.2,5.3,1.0,0.3,0.4,1.9,2.0,10.3
3476,Ross Travis\ross-travis-1,2012,2015,Penn State,Big Ten,131,3391,25.9,2.4,5.7,2.3,4.9,0.2,0.8,1.3,2.3,2.0,4.3,6.2,0.7,0.6,0.3,1.2,2.3,6.3
3477,Maalik Wayns\maalik-wayns-1,2010,2012,Villanova,Big East,95,2464,25.9,4.0,9.7,3.0,6.3,1.0,3.4,3.6,4.2,0.5,2.2,2.7,3.4,0.9,0.0,2.3,2.3,12.5
3478,Tai Webster\tai-webster-1,2014,2017,Nebraska,Big Ten,127,3295,25.9,3.0,7.3,2.4,5.0,0.6,2.2,2.1,3.0,0.7,2.6,3.3,2.3,1.0,0.2,2.1,2.3,8.8
3479,Ryan Willen\ryan-willen-1,2010,2012,Lafayette,Patriot,95,2456,25.9,3.7,8.5,2.5,5.1,1.3,3.4,3.6,4.6,1.7,2.9,4.5,1.5,0.8,0.3,1.8,2.6,12.3
3480,Kendal Williams\kendal-williams-1,2014,2015,Delaware State,MEAC,63,1634,25.9,3.0,7.6,1.9,4.7,1.1,2.8,1.3,1.7,0.6,1.8,2.4,2.8,0.6,0.0,1.5,1.7,8.3
3481,Ahmad Abdullah\ahmad-abdullah-1,2013,2016,North Carolina A&T,MEAC,85,2194,25.8,2.2,5.8,1.4,3.7,0.8,2.1,1.3,1.7,0.4,2.0,2.4,2.3,0.6,0.0,1.5,1.5,6.5
3482,Stephen Albrecht\stephen-albrecht-1,2010,2013,Total,Total,55,1418,25.8,3.2,8.8,1.2,3.4,2.0,5.4,0.9,1.3,0.3,2.4,2.6,1.8,0.7,0.1,1.5,1.2,9.3
3483,Gaellen Bewernick\gaellen-bewernick-1,2012,2015,Northern Arizona,Big Sky,129,3329,25.8,2.6,5.1,2.5,4.6,0.1,0.6,0.6,1.1,1.7,3.8,5.5,1.1,0.6,0.3,1.4,1.8,6.0
3484,Adam Brown\adam-brown-1,2010,2011,Houston,CUSA,60,1545,25.8,3.6,8.3,2.0,4.3,1.6,4.0,1.3,1.8,0.8,2.2,3.0,1.8,1.0,0.2,1.5,2.0,10.0
3485,Cervante Burrell\cervante-burrell-1,2011,2012,Seattle,Ind,55,1420,25.8,3.5,8.7,3.5,8.5,0.0,0.3,2.6,3.4,0.9,2.1,3.0,4.1,1.3,0.0,2.8,1.6,9.7
3486,Garrett Callahan\garrett-callahan-1,2010,2010,South Dakota State,Summit,30,775,25.8,3.7,8.8,1.8,3.6,1.9,5.2,2.7,3.1,0.3,1.7,2.0,1.3,0.7,0.2,1.2,1.6,11.9
3487,Brandon Clark\brandon-clark-1,2012,2015,Santa Clara,WCC,133,3437,25.8,3.7,9.2,2.5,5.6,1.2,3.7,3.0,3.6,0.6,1.9,2.5,3.1,0.9,0.1,1.8,2.2,11.6
3488,Jarell Eddie\jarell-eddie-1,2011,2014,Virginia Tech,ACC,123,3176,25.8,3.1,8.1,1.6,3.8,1.6,4.3,1.8,2.2,0.8,3.8,4.6,1.1,0.3,0.5,1.5,2.0,9.6
3489,Jontel Evans\jontel-evans-1,2010,2013,Virginia,ACC,120,3096,25.8,2.1,5.0,2.0,4.6,0.1,0.4,0.7,1.3,0.3,1.8,2.1,3.5,1.2,0.1,1.9,2.0,5.0
3490,Chase Fieler\chase-fieler-1,2011,2014,Florida Gulf Coast,A-Sun,134,3458,25.8,3.6,7.2,2.9,4.8,0.8,2.4,1.7,2.4,1.9,3.4,5.3,1.5,0.8,1.0,1.5,2.7,9.7
3491,Jarrey Foster\jarrey-foster-1,2016,2018,Southern Methodist,AAC,83,2144,25.8,3.4,7.0,2.6,4.9,0.8,2.1,1.3,2.1,2.1,2.6,4.7,2.0,0.5,0.7,1.2,2.0,8.8
3492,Nick Garth\nick-garth-1,2016,2018,Lamar,Southland,96,2480,25.8,4.1,10.0,1.7,3.5,2.5,6.5,2.2,2.7,0.4,1.7,2.2,1.9,0.8,0.0,1.2,1.8,12.9
3493,DeMarcus Gatlin\demarcus-gatlin-1,2012,2015,Sam Houston State,Southland,90,2322,25.8,3.2,7.6,2.6,5.6,0.6,2.0,3.1,4.8,1.7,2.8,4.4,2.2,1.0,0.5,1.9,2.4,10.0
3494,Richaud Gittens\richaud-gittens-1,2014,2018,Total,Total,135,3482,25.8,2.6,6.4,1.6,3.6,1.0,2.7,1.6,2.2,0.7,2.7,3.4,1.9,0.9,0.1,1.6,2.1,7.9
3495,Justin Hamilton\justin-hamilton-2,2010,2012,Total,Total,64,1653,25.8,3.6,6.9,3.6,6.7,0.0,0.2,2.4,3.2,3.0,3.3,6.3,0.6,0.5,1.2,1.4,2.4,9.7
3496,Andre Hatchett\andre-hatchett-1,2011,2014,Idaho State,Big Sky,111,2866,25.8,2.9,7.0,2.7,6.1,0.2,0.9,2.4,4.1,1.1,3.1,4.2,1.6,0.7,0.2,1.5,1.6,8.4
3497,Robert Hatter\robert-hatter-1,2014,2017,Cornell,Ivy,100,2577,25.8,4.3,10.7,2.9,6.0,1.4,4.7,2.3,3.3,0.5,2.4,2.9,2.0,0.9,0.2,2.2,2.3,12.4
3498,Jordan Hicks\jordan-hicks-1,2010,2013,Loyola (IL),Horizon,72,1859,25.8,3.1,6.7,2.1,3.9,1.0,2.8,0.9,1.3,1.3,2.8,4.1,1.3,0.7,0.4,1.5,1.8,8.1
3499,Freddie Jackson\freddie-jackson-1,2012,2015,North Carolina-Wilmington,CAA,123,3168,25.8,2.9,6.8,2.2,4.6,0.7,2.2,1.2,1.9,0.9,2.8,3.7,1.7,0.9,0.4,1.7,1.4,7.6
3500,Dallis Joyner\dallis-joyner-1,2010,2012,Stony Brook,AEC,94,2428,25.8,2.9,5.9,2.9,5.9,0.0,0.0,1.8,3.3,2.9,3.7,6.6,0.8,0.4,0.7,1.6,2.0,7.6
3501,Quenton Kirby\quenton-kirby-1,2010,2010,Western Illinois,Summit,30,774,25.8,2.8,7.6,2.6,6.7,0.2,0.9,1.7,2.8,0.8,3.5,4.2,1.8,0.6,0.1,2.4,1.7,7.5
3502,Gani Lawal\gani-lawal-1,2010,2010,Georgia Tech,ACC,36,930,25.8,4.8,9.0,4.8,9.0,0.0,0.0,3.5,6.2,2.9,5.6,8.5,0.4,0.4,1.4,2.2,2.1,13.1
3503,Diamante Lewis\diamante-lewis-1,2016,2017,Bethune-Cookman,MEAC,61,1572,25.8,3.5,9.0,2.7,6.7,0.8,2.3,1.6,2.4,1.5,3.0,4.5,3.0,1.1,0.1,2.0,2.5,9.4
3504,Kris Martin\kris-martin-1,2016,2017,Oral Roberts,Summit,58,1494,25.8,3.4,8.4,1.5,3.4,1.9,5.0,1.7,2.4,0.3,2.8,3.1,1.7,0.9,0.4,1.7,1.7,10.5
3505,Makai Mason\makai-mason-1,2015,2018,Yale,Ivy,62,1597,25.8,3.6,8.4,2.5,5.1,1.2,3.3,2.5,3.2,0.5,2.0,2.5,2.7,0.7,0.1,2.0,1.7,11.0
3506,DeShone McClure\deshone-mcclure-1,2013,2014,Central Arkansas,Southland,58,1499,25.8,3.6,8.2,2.3,4.4,1.3,3.8,1.0,1.8,0.7,1.2,1.9,2.3,1.2,0.5,1.4,1.9,9.5
3507,Kenny McGowan\kenny-mcgowan-1,2011,2012,Idaho State,Big Sky,59,1523,25.8,3.7,9.7,2.0,4.4,1.7,5.3,2.9,3.7,0.4,1.1,1.5,1.9,0.9,0.0,2.1,2.8,12.0
3508,Chris McNealy\chris-mcnealy-2,2011,2014,UC-Irvine,Big West,135,3480,25.8,3.3,7.9,2.3,5.2,1.0,2.6,1.5,2.1,0.9,2.9,3.8,2.1,0.8,0.3,1.3,1.8,8.9
3509,Wesley Myers\wesley-myers-1,2014,2018,Total,Total,124,3198,25.8,3.4,8.1,2.4,5.5,1.0,2.6,2.3,3.2,0.8,2.4,3.2,1.5,0.8,0.3,1.7,2.1,9.9
3510,Ryan Olander\ryan-olander-1,2010,2012,Fairfield,MAAC,104,2681,25.8,3.2,6.7,2.8,5.5,0.4,1.2,1.6,2.5,1.8,3.3,5.1,1.1,0.6,1.8,1.6,2.7,8.3
3511,Sam Pearson\sam-pearson-1,2010,2010,Southeast Missouri State,OVC,30,774,25.8,2.9,7.2,2.5,5.6,0.4,1.6,2.7,3.7,0.3,2.1,2.4,2.7,0.8,0.0,3.1,2.6,8.8
3512,Ryan Rhoomes\ryan-rhoomes-1,2013,2016,Fordham,A-10,123,3178,25.8,3.2,5.1,3.2,5.1,0.0,0.0,1.4,2.5,3.2,4.4,7.6,0.8,0.4,1.2,1.1,2.7,7.7
3513,Jeffery Ricard\jeffery-ricard--1,2013,2014,Southeastern Louisiana,Southland,57,1470,25.8,2.7,7.0,2.2,5.1,0.5,2.0,1.9,2.5,0.6,2.2,2.8,1.5,0.7,0.2,2.0,2.8,7.8
3514,Clarke Rosenberg\clarke-rosenberg-1,2012,2015,Chicago State,Total,126,3252,25.8,3.4,8.3,2.7,5.9,0.7,2.3,2.4,3.3,1.1,2.2,3.3,1.9,1.1,0.2,2.0,2.4,9.8
3515,Andrew Ryan\andrew-ryan-1,2011,2015,Campbell,Total,129,3333,25.8,2.8,6.5,1.3,2.5,1.5,4.0,0.9,1.3,0.8,2.7,3.5,1.8,0.7,0.2,1.0,2.0,8.1
3516,Robert Sacre\robert-sacre-1,2010,2012,Gonzaga,WCC,102,2633,25.8,3.7,7.3,3.7,7.2,0.0,0.0,4.1,5.5,2.1,3.9,6.0,0.8,0.6,1.7,2.0,2.6,11.5
