,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
133,1991,NBA,2,37,LAC,Elliot Perry\perryel01,22.095,G,us,University of Memphis,1992,2002,549,17.3,6.3,1.4,3.1,1.0,0.0,.459,.474,.359,.783,14.0,.071
134,2009,NBA,2,44,DET,Chase Budinger\budinch01,21.039,F,us,University of Arizona,2010,2016,407,19.7,7.9,3.0,1.2,0.5,0.2,.430,.486,.352,.797,13.9,.083
135,2001,NBA,2,30,CHI,Trenton Hassell\hassetr01,22.121,G,us,Austin Peay State University,2002,2010,644,25.3,5.8,2.8,1.8,0.4,0.4,.445,.457,.318,.765,13.8,.041
136,2011,NBA,2,50,PHI,Lavoy Allen\allenla01,22.144,F-C,us,Temple University,2012,2017,388,17.8,4.8,4.8,1.0,0.3,0.6,.471,.474,.133,.682,13.8,.096
137,1995,NBA,2,58,DET,Don Reid\reiddo01,21.185,F,us,Georgetown University,1996,2003,403,13.3,3.6,2.9,0.4,0.5,0.7,.530,.531,.000,.658,13.7,.123
138,2003,NBA,2,32,LAL,Luke Walton\waltolu01,23.095,F,us,University of Arizona,2004,2013,564,17.2,4.7,2.8,2.3,0.6,0.2,.429,.459,.326,.715,13.5,.067
139,1997,NBA,2,37,GSW,Marc Jackson\jacksma02,22.166,C,us,Temple University,2001,2007,387,19.6,8.4,4.3,0.8,0.4,0.3,.446,.448,.226,.814,13.0,.082
140,2002,NBA,2,31,CHI,Roger Mason\masonro01,21.294,G,us,University of Virginia,2003,2014,518,17.7,6.3,1.7,1.3,0.4,0.1,.408,.435,.383,.866,13.0,.068
141,2013,NBA,2,31,CLE,Allen Crabbe\crabbal01,21.084,G-F,us,University of California,2014,2018,301,24.4,9.5,2.8,1.2,0.6,0.3,.439,.485,.397,.849,13.0,.085
142,1994,NBA,2,51,SAC,Lawrence Funderburke\fundela01,23.202,F,us,Ohio State University,1998,2005,318,14.9,6.4,3.6,0.6,0.3,0.3,.506,.510,.118,.675,12.9,.131
143,2003,NBA,2,41,SEA,Willie Green\greenwi01,21.338,G,us,University of Detroit Mercy,2004,2015,731,20.2,8.3,1.8,1.4,0.5,0.1,.425,.454,.346,.765,12.9,.042
144,1998,NBA,2,55,DEN,Ryan Bowen\bowenry01,22.222,F,us,University of Iowa,2000,2010,507,12.8,2.6,2.1,0.5,0.6,0.3,.456,.472,.206,.693,12.4,.092
145,1985,NBA,2,31,WSB,Manute Bol\bolma01,22.251,C,ss,University of Bridgeport,1986,1995,624,18.7,2.6,4.2,0.3,0.2,3.3,.407,.435,.210,.561,12.3,.051
146,1986,NBA,2,41,DEN,Otis Smith\smithot01,22.144,G-F,us,Jacksonville University,1987,1992,375,20.6,10.5,3.8,1.8,1.0,0.5,.455,.467,.251,.762,12.3,.076
147,2011,NBA,2,40,MIL,Jon Leuer\leuerjo01,22.045,F,us,University of Wisconsin,2012,2018,336,16.5,6.7,4.0,0.9,0.4,0.3,.478,.512,.335,.769,12.3,.107
148,2000,NBA,2,30,LAC,Marko Jaric\jaricma01,21.265,G,rs,,2003,2009,447,25.2,7.1,2.7,3.6,1.3,0.3,.404,.428,.344,.730,12.1,.052
149,1992,NBA,2,32,WSB,Brent Price\pricebr01,23.203,G,us,University of Oklahoma,1993,2002,418,16.8,5.9,1.6,3.0,0.7,0.0,.426,.464,.387,.824,12.0,.082
150,2006,NBA,2,49,DEN,Leon Powe\powele01,22.163,F,us,University of California,2007,2011,239,13.9,6.2,3.8,0.3,0.3,0.3,.515,.517,.000,.682,12.0,.174
151,1999,NBA,2,47,PHI,Todd MacCulloch\maccuto01,23.160,C,ca,University of Washington,2000,2003,223,15.4,6.1,4.0,0.5,0.3,0.8,.541,.541,,.642,11.9,.166
152,2011,NBA,2,55,BOS,E'Twaun Moore\mooreet01,22.120,G,us,Purdue University,2012,2018,462,21.0,7.6,2.0,1.8,0.7,0.2,.455,.489,.385,.740,11.9,.059
153,1986,NBA,2,44,PHI,David Wingate\wingada01,22.190,G-F,us,Georgetown University,1987,2001,740,17.9,5.6,1.9,1.9,0.8,0.2,.445,.459,.272,.738,11.7,.042
154,1999,NBA,2,41,DEN,Francisco Elson\elsonfr01,23.128,C,nl,University of California,2004,2012,472,15.3,3.7,3.5,0.6,0.5,0.5,.478,.481,.188,.700,11.7,.078
155,2012,NBA,2,43,ATL,Mike Scott\scottmi01,23.353,F,us,University of Virginia,2013,2018,357,16.0,7.4,3.0,0.9,0.3,0.1,.476,.540,.351,.762,11.7,.098
156,2000,NBA,2,33,CHI,Jake Voskuhl\voskuja01,22.245,C,us,University of Connecticut,2001,2009,450,14.3,4.0,3.4,0.5,0.3,0.4,.487,.488,.333,.714,11.6,.087
157,2011,NBA,2,31,MIA,Bojan Bogdanovic\bogdabo02,22.071,G-F,ba,,2015,2018,318,26.8,12.1,3.2,1.2,0.5,0.1,.452,.513,.378,.863,11.6,.066
158,1991,NBA,2,31,SAC,Randy Brown\brownra02,23.040,G,us,New Mexico State University,1992,2003,655,17.6,4.8,1.8,2.2,1.1,0.2,.417,.426,.200,.691,11.0,.046
159,2014,NBA,2,39,PHI,Jerami Grant\grantje01,20.111,F,us,Syracuse University,2015,2018,303,21.9,7.5,3.6,1.0,0.5,1.2,.444,.507,.301,.641,10.9,.079
160,1988,NBA,2,36,WSB,Ledell Eackles\eacklle01,21.222,G-F,us,University of New Orleans,1989,1998,441,20.2,10.8,2.2,1.7,0.6,0.1,.445,.457,.336,.767,10.8,.058
161,1989,NBA,2,49,ATL,Haywoode Workman\workmha01,23.161,G,us,Oral Roberts University,1990,2000,359,20.1,5.5,2.3,3.9,1.0,0.1,.419,.444,.323,.764,10.7,.071
162,2010,NBA,2,39,NYK,Landry Fields\fieldla01,22.002,F,us,Stanford University,2011,2015,255,23.6,6.8,4.3,1.6,0.8,0.2,.473,.520,.332,.666,10.5,.084
163,2015,NBA,2,32,HOU,Montrezl Harrell\harremo01,21.155,F-C,us,University of Louisville,2016,2018,173,15.8,8.7,3.4,0.9,0.4,0.6,.642,.650,.133,.614,10.5,.184
164,1998,NBA,2,43,WAS,Jahidi White\whiteja01,22.131,F-C,us,Georgetown University,1999,2005,334,17.7,5.9,5.8,0.2,0.4,1.1,.510,.510,.000,.534,10.4,.085
165,2006,NBA,2,50,CHA,Ryan Hollins\holliry01,21.266,C,us,University of California Los Angeles,2007,2016,518,11.8,3.7,2.2,0.3,0.2,0.5,.584,.584,.000,.649,10.4,.081
166,2003,NBA,2,31,CLE,Jason Kapono\kaponja01,22.147,F,us,University of California Los Angeles,2004,2012,509,17.8,6.7,1.7,0.8,0.4,0.0,.442,.446,.434,.835,10.3,.055
167,2015,NBA,2,40,MIA,Josh Richardson\richajo01,21.288,G,us,University of Tennessee,2016,2018,186,29.1,10.3,3.0,2.4,1.2,0.7,.434,.473,.376,.787,10.1,.090
168,1996,NBA,2,33,MIL,Moochie Norris\norrimo01,22.340,G,us,University of West Florida,1997,2006,445,17.2,5.1,2.0,2.8,0.7,0.0,.401,.430,.286,.740,10.0,.063
169,2011,NBA,2,33,DET,Kyle Singler\singlky01,23.055,F,us,Duke University,2013,2018,356,21.9,6.5,2.9,0.8,0.6,0.3,.418,.458,.362,.786,10.0,.062
170,2013,NBA,2,44,DAL,Mike Muscala\muscami01,22.002,F-C,us,Bucknell University,2014,2018,243,14.7,5.4,3.1,0.9,0.4,0.5,.491,.547,.378,.848,9.5,.127
171,1994,NBA,2,32,WSB,Jim McIlvaine\mcilvji01,21.339,C,us,Marquette University,1995,2001,401,14.8,2.7,3.1,0.3,0.3,1.7,.446,.450,.100,.551,9.4,.076
172,2011,NBA,2,34,WAS,Shelvin Mack\macksh01,21.067,G,us,Butler University,2012,2018,399,17.9,6.4,2.0,3.1,0.6,0.1,.427,.477,.326,.740,9.4,.063
173,1985,NBA,2,40,DAL,Mark Acres\acresma01,22.221,F-C,us,Oral Roberts University,1988,1993,375,16.0,3.6,4.1,0.5,0.4,0.3,.506,.505,.538,.665,9.3,.075
174,1991,NBA,2,48,UTA,Isaac Austin\austiis01,21.317,C,us,Arizona State University,1992,2002,432,19.3,7.6,4.7,1.2,0.5,0.5,.446,.451,.176,.670,9.2,.053
175,2013,NBA,2,50,ATL,James Ennis\ennisja01,23.002,F,us,California State University Long Beach,2015,2018,220,20.4,6.4,3.2,0.9,0.6,0.3,.454,.521,.359,.811,9.1,.097
176,1990,NBA,2,30,MIA,Carl Herrera\herreca01,23.201,F,tt,University of Houston,1992,1999,465,17.3,5.3,3.6,0.6,0.5,0.4,.476,.478,.143,.643,9.0,.054
177,1998,NBA,2,34,CHI,Shammond Williams\willish01,23.086,G,us,University of North Carolina,1999,2007,325,16.5,5.8,1.6,2.4,0.6,0.0,.401,.427,.366,.798,8.8,.079
178,2012,NBA,2,37,TOR,Quincy Acy\acyqu01,21.271,F,us,Baylor University,2013,2018,327,16.1,5.0,3.5,0.6,0.4,0.4,.447,.505,.356,.761,8.8,.080
179,2014,NBA,2,38,DET,Spencer Dinwiddie\dinwisp01,21.086,G,us,University of Colorado,2015,2018,185,23.0,8.9,2.6,4.5,0.7,0.3,.387,.446,.315,.798,8.7,.098
180,2014,NBA,2,46,WAS,Jordan Clarkson\clarkjo01,22.024,G,us,University of Missouri,2015,2018,301,27.6,14.1,3.2,2.8,0.9,0.1,.443,.488,.339,.807,8.7,.050
181,2000,NBA,2,49,MIL,Jason Hart\hartja01,22.066,G,us,Syracuse University,2001,2010,341,15.5,4.8,1.7,2.3,0.7,0.1,.417,.433,.315,.788,8.6,.078
182,2002,NBA,2,42,MIL,Ronald Murray\murraro01,22.338,G,us,Shaw University,2003,2010,487,22.7,9.9,2.1,2.3,0.8,0.2,.414,.450,.304,.725,8.5,.037
183,1994,NBA,2,54,SEA,Zeljko Rebraca\rebraze01,22.086,C,rs,,2002,2006,215,15.3,5.9,3.2,0.4,0.3,0.7,.527,.527,,.792,8.3,.121
184,1996,NBA,2,48,PHI,Jamie Feick\feickja01,21.364,C,us,Michigan State University,1997,2001,201,21.5,4.5,7.1,0.7,0.6,0.4,.424,.425,.400,.629,8.2,.091
185,2010,NBA,2,55,UTA,Jeremy Evans\evansje01,22.249,F,us,Western Kentucky University,2011,2018,250,10.5,3.5,2.6,0.4,0.4,0.5,.569,.583,.231,.687,8.2,.150
186,2015,NBA,2,37,PHI,Richaun Holmes\holmeri01,21.258,F-C,us,Bowling Green State University,2016,2018,156,16.9,7.4,4.2,1.0,0.5,0.8,.547,.609,.257,.687,8.1,.147
187,1999,NBA,2,35,WAS,Calvin Booth\boothca01,23.059,C,us,Pennsylvania State University,2000,2009,366,12.2,3.3,2.8,0.4,0.3,1.0,.451,.453,.222,.748,8.0,.086
188,1999,NBA,2,40,DAL,Gordan Giricek\giricgo01,22.015,G-F,hr,,2003,2008,384,23.0,9.6,2.5,1.5,0.6,0.1,.442,.465,.368,.823,8.0,.044
189,1999,NBA,2,43,CHH,Lee Nailon\nailole01,24.134,F,us,Texas Christian University,2001,2006,306,19.0,8.6,3.1,1.0,0.4,0.2,.474,.475,.111,.786,8.0,.066
190,2001,NBA,2,35,NJN,Brian Scalabrine\scalabr01,23.107,F,us,University of Southern California,2002,2012,520,13.0,3.1,2.0,0.8,0.3,0.2,.390,.415,.344,.783,7.6,.054
191,1990,NBA,2,46,IND,Kenny Williams\willike03,21.023,F,us,Elizabeth City State University,1991,1994,260,11.2,4.8,2.7,0.6,0.3,0.6,.511,.518,.000,.680,7.4,.122
192,1988,NBA,2,32,NJN,Charles Shackleford\shackch01,22.073,F-C,us,North Carolina State University,1989,1999,303,15.2,5.4,4.8,0.6,0.4,0.5,.483,.485,.000,.654,7.3,.076
193,2016,NBA,2,36,MIL,Malcolm Brogdon\brogdma01,23.200,G,us,University of Virginia,2017,2018,123,27.8,11.3,3.0,3.8,1.0,0.2,.469,.503,.395,.872,6.9,.096
194,1995,NBA,2,47,SAC,Tyus Edney\edneyty01,22.139,G,us,University of California Los Angeles,1996,2001,226,21.0,7.6,1.7,4.0,1.0,0.0,.405,.419,.322,.806,6.8,.068
195,1999,NBA,2,32,CHI,Michael Ruffin\ruffimi01,22.165,F,us,University of Tulsa,2000,2009,414,14.4,1.7,3.9,0.6,0.5,0.5,.407,.409,.000,.459,6.8,.055
196,2013,NBA,2,39,POR,Jeff Withey\witheje01,23.118,C,us,University of Kansas,2014,2018,206,10.1,3.2,2.5,0.3,0.3,0.8,.525,.537,.143,.716,6.8,.157
197,1990,NBA,2,51,LAL,Tony Smith\smithto02,22.018,G,us,Marquette University,1991,2001,457,16.0,5.5,1.6,1.9,0.7,0.2,.431,.455,.307,.690,6.7,.044
198,1988,NBA,2,34,CHH,Tom Tolbert\tolbeto01,22.261,F-C,us,University of Arizona,1989,1995,312,18.2,6.5,4.0,0.9,0.4,0.3,.460,.470,.296,.716,6.6,.056
199,1997,NBA,2,50,ATL,Chris Crawford\crawfch01,22.049,F,us,Marquette University,1998,2004,252,15.8,6.6,2.2,0.6,0.4,0.3,.437,.453,.347,.824,6.5,.078
200,1989,NBA,2,37,ORL,Michael Ansley\anslemi01,22.145,F,us,University of Alabama,1990,1992,149,14.4,6.9,4.2,0.4,0.3,0.2,.513,.513,,.722,6.4,.142
201,1994,NBA,2,52,PHO,Anthony Goldwire\goldwan01,22.302,G,us,University of Houston,1996,2006,266,18.6,6.3,1.3,2.8,0.6,0.0,.407,.419,.386,.792,6.4,.062
202,2009,NBA,2,31,SAC,Jeff Pendergraph\pendeje02,22.063,F,us,Arizona State University,2010,2016,237,9.8,2.9,2.7,0.4,0.2,0.3,.553,.554,.400,.776,6.3,.131
203,2007,NBA,2,49,CHI,Aaron Gray\grayaa01,22.208,C,us,University of Pittsburgh,2008,2014,318,12.1,3.4,3.7,0.7,0.3,0.3,.509,.511,.000,.562,6.2,.077
204,2010,NBA,2,35,WAS,Nemanja Bjelica\bjeline01,22.051,F,rs,,2016,2018,192,18.9,6.1,3.8,1.3,0.6,0.3,.449,.528,.371,.752,6.2,.081
205,1988,NBA,2,45,LAC,Tom Garrick\garrito01,21.362,G,us,University of Rhode Island,1989,1992,251,18.8,5.4,2.0,3.4,1.1,0.1,.469,.490,.083,.775,5.9,.060
206,1990,NBA,2,35,WSB,Greg Foster\fostegr01,21.272,F-C,us,University of Texas at El Paso,1991,2003,656,12.2,3.9,2.6,0.5,0.1,0.3,.440,.448,.225,.748,5.6,.033
207,1997,NBA,2,48,WAS,Predrag Drobnjak\drobnpr01,21.247,C,me,,2002,2005,278,19.9,7.9,3.5,0.8,0.5,0.4,.425,.433,.340,.799,5.6,.048
208,2005,NBA,2,38,ORL,Travis Diener\dienetr01,23.125,G,us,Marquette University,2006,2010,179,14.9,4.8,1.4,2.4,0.4,0.1,.388,.442,.353,.847,5.6,.102
209,2012,NBA,2,32,WAS,Tomas Satoransky\satorto01,20.247,G,cz,,2017,2018,130,18.2,5.2,2.4,2.9,0.6,0.2,.493,.524,.406,.760,5.6,.113
210,2008,NBA,2,40,NJN,Chris Douglas-Roberts\douglch01,21.175,G,us,University of Memphis,2009,2015,222,19.7,7.1,2.1,1.1,0.6,0.2,.439,.465,.329,.831,5.4,.059
211,1985,NBA,2,37,UTA,Carey Scurry\scurrca01,22.202,F,us,Long Island University,1986,1988,180,13.2,4.7,2.9,1.1,1.0,0.8,.480,.492,.250,.666,5.3,.107
212,2011,NBA,2,42,IND,Davis Bertans\bertada01,18.227,F,lv,,2017,2018,144,13.2,5.3,1.7,0.8,0.3,0.4,.440,.577,.384,.819,5.3,.135
213,2009,NBA,2,36,MEM,Sam Young\youngsa01,24.030,F,us,University of Pittsburgh,2010,2013,249,15.9,5.8,2.3,0.7,0.5,0.2,.442,.468,.280,.742,5.2,.063
214,2013,NBA,2,55,MEM,Joffrey Lauvergne\lauvejo01,21.276,C-F,fr,,2015,2018,208,13.6,5.6,3.8,0.9,0.3,0.2,.479,.520,.285,.719,5.2,.089
215,2015,NBA,2,35,PHI,Willy Hernangomez\hernawi01,21.034,C,es,,2017,2018,120,15.2,6.9,5.7,1.1,0.5,0.4,.536,.545,.333,.698,5.2,.137
216,1998,NBA,2,33,SEA,Jelani McCoy\mccoyje01,20.205,C,us,University of California Los Angeles,1999,2008,260,14.7,4.6,3.5,0.5,0.3,0.7,.539,.539,,.490,5.1,.064
217,2006,NBA,2,33,ATL,Solomon Jones\jonesso01,21.352,F,us,University of South Florida,2007,2014,281,11.0,3.0,2.3,0.4,0.2,0.5,.467,.472,.111,.717,5.0,.078
218,2008,NBA,2,47,WAS,Bill Walker\walkebi01,20.266,F,us,Kansas State University,2009,2015,181,16.7,6.0,2.2,0.8,0.5,0.1,.446,.560,.369,.760,5.0,.079
219,2015,NBA,2,46,MIL,Norman Powell\powelno01,22.036,G,us,University of California Los Angeles,2016,2018,195,16.2,6.6,2.0,1.1,0.6,0.2,.427,.498,.324,.801,5.0,.075
220,1986,NBA,2,39,PHO,Rafael Addison\addisra01,21.335,F-G,us,Syracuse University,1987,1997,379,15.0,5.8,2.1,0.9,0.4,0.2,.449,.472,.282,.772,4.9,.041
221,2014,NBA,2,33,CLE,Joe Harris\harrijo01,22.299,G,us,University of Virginia,2015,2018,186,19.5,7.6,2.4,1.1,0.4,0.2,.459,.548,.400,.774,4.9,.065
222,2009,NBA,2,52,IND,A.J. Price\priceaj01,22.267,G,us,University of Connecticut,2010,2015,261,15.1,5.8,1.4,2.2,0.5,0.0,.380,.439,.316,.742,4.7,.058
223,1991,NBA,2,46,PHO,Richard Dumas\dumasri02,22.043,F,us,Oklahoma State University,1993,1996,102,21.8,10.6,3.4,1.1,1.3,0.5,.509,.514,.231,.694,4.5,.097
224,2004,NBA,2,37,ATL,Royal Ivey\iveyro01,22.192,G,us,University of Texas at Austin,2005,2014,492,12.5,3.3,1.1,1.0,0.5,0.1,.406,.425,.361,.706,4.5,.035
225,2009,NBA,2,40,CHA,Derrick Brown\brownde04,21.296,F,us,Xavier University,2010,2012,171,14.9,5.2,2.4,0.7,0.5,0.2,.515,.528,.317,.637,4.5,.085
226,2013,NBA,2,32,OKC,Alex Abrines\abrinal01,19.335,G-F,es,,2017,2018,143,15.3,5.3,1.4,0.5,0.5,0.1,.394,.433,.380,.874,4.3,.095
227,1990,NBA,2,31,PHO,Negele Knight\knighne01,23.119,G,us,University of Dayton,1991,1999,276,16.4,6.2,1.3,2.8,0.4,0.1,.436,.447,.263,.730,4.2,.044
228,1992,NBA,2,43,GSW,Sasha Danilovic\danilsa01,22.124,G,ba,,1996,1997,75,31.1,12.8,2.4,2.0,0.9,0.2,.439,.482,.379,.789,4.2,.087
229,2012,NBA,2,46,NOH,Darius Miller\milleda01,22.105,F,us,University of Kentucky,2013,2018,184,18.5,5.2,1.6,1.1,0.4,0.2,.435,.507,.394,.856,4.2,.060
230,2013,NBA,2,34,HOU,Isaiah Canaan\canaais01,22.043,G,us,Murray State University,2014,2018,205,20.3,8.4,1.9,1.8,0.6,0.1,.369,.399,.351,.839,4.2,.048
231,2007,NBA,2,47,WAS,Dominic McGuire\mcguido01,21.256,F,us,California State University Fresno,2008,2013,342,15.6,2.7,3.4,1.2,0.5,0.5,.419,.423,.188,.658,4.1,.037
232,1986,NBA,2,26,IND,Greg Dreiling\dreilgr01,23.228,C,us,University of Kansas,1987,1997,474,8.9,2.1,2.1,0.4,0.2,0.3,.467,.469,.333,.649,4.0,.045
233,1990,NBA,2,42,DEN,Marcus Liberty\liberma01,21.248,F,us,University of Illinois at Urbana-Champaign,1991,1994,267,17.1,7.3,3.5,0.9,0.7,0.3,.417,.426,.340,.664,4.0,.042
234,1999,NBA,2,34,NJN,Evan Eschmeyer\eschmev01,24.037,C,us,Northwestern University,2000,2003,153,14.0,2.8,3.9,0.5,0.5,0.6,.463,.463,,.621,4.0,.090
235,2014,NBA,2,40,MIN,Glenn Robinson III\robingl02,20.174,G-F,us,University of Michigan,2015,2018,172,14.7,4.4,2.3,0.6,0.4,0.2,.445,.477,.381,.707,4.0,.077
236,1995,NBA,2,56,PHO,Chris Carr\carrch01,21.113,G,us,Southern Illinois University,1996,2001,297,15.2,6.7,2.2,1.0,0.3,0.2,.416,.445,.338,.807,3.9,.042
237,1990,NBA,2,44,MIL,Steve Henson\hensost01,22.151,G,us,Kansas State University,1991,1999,238,9.6,3.1,0.7,2.0,0.4,0.0,.403,.384,.432,.869,3.8,.079
238,1994,NBA,2,39,GSW,Anthony Miller\millean01,22.256,F,us,Michigan State University,1995,2005,181,9.0,2.8,2.7,0.4,0.3,0.1,.510,.516,.250,.576,3.8,.110
239,1991,NBA,2,35,DAL,Mike Iuzzolino\iuzzomi01,23.161,G,us,Saint Francis University,1992,1993,122,25.0,9.0,2.0,4.3,0.7,0.1,.457,.485,.404,.798,3.7,.058
240,2009,NBA,2,38,POR,Jon Brockman\brockjo01,22.103,F,us,University of Washington,2010,2012,150,10.5,2.1,3.1,0.3,0.2,0.1,.488,.490,.000,.618,3.7,.113
241,2012,NBA,2,45,PHI,Justin Hamilton\hamilju01,22.094,C,us,Louisiana State University,2014,2017,113,17.4,6.1,3.6,0.8,0.5,0.6,.464,.560,.309,.798,3.7,.091
242,2013,NBA,2,47,ATL,Raul Neto\netora01,21.044,G,br,,2016,2018,162,14.5,4.7,1.2,1.7,0.6,0.1,.439,.469,.388,.754,3.4,.070
243,1997,NBA,2,44,CLE,Cedric Henderson\hendece02,22.112,F,us,University of Memphis,1998,2002,260,23.8,7.3,2.9,1.6,0.9,0.4,.436,.443,.140,.715,3.3,.026
244,2005,NBA,2,39,LAL,Von Wafer\wafervo01,19.347,G,us,Florida State University,2006,2012,200,12.4,5.3,1.2,0.7,0.4,0.1,.420,.469,.325,.751,3.3,.064
245,2015,NBA,2,44,PHO,Andrew Harrison\harrian01,20.245,G,us,University of Kentucky,2017,2018,128,21.9,7.5,2.1,2.9,0.7,0.4,.378,.424,.302,.771,3.3,.056
246,1987,NBA,2,26,DAL,Steve Alford\alforst01,22.216,G,us,Indiana University,1988,1991,169,9.7,4.4,0.9,1.0,0.5,0.1,.459,.487,.324,.870,3.2,.093
247,1992,NBA,2,34,MIN,Chris Smith\smithch03,22.044,G,us,University of Connecticut,1993,1995,224,17.7,5.1,1.3,2.8,0.5,0.3,.435,.449,.366,.713,3.2,.039
248,2016,NBA,2,31,BOS,Deyonta Davis\davisde01,19.208,C-F,us,Michigan State University,2017,2018,98,12.1,4.3,3.2,0.4,0.2,0.6,.593,.593,,.640,3.2,.130
249,2001,NBA,2,46,MIN,Loren Woods\woodslo01,23.012,F-C,us,University of Arizona,2002,2008,215,11.3,2.6,3.2,0.3,0.3,0.6,.419,.423,.143,.642,3.1,.062
250,2005,NBA,2,48,SEA,Mickael Gelabale\gelabmi01,22.043,F,gp,,2007,2013,145,16.2,4.6,2.3,0.8,0.3,0.2,.470,.519,.316,.815,3.0,.062
251,2013,NBA,2,48,LAL,Ryan Kelly\kellyry01,22.085,F,us,Duke University,2014,2017,163,19.2,6.0,3.1,1.3,0.5,0.5,.378,.416,.316,.797,3.0,.046
252,1990,NBA,2,39,CHH,Steve Scheffler\schefst01,22.303,C-F,us,Purdue University,1991,1997,174,5.3,1.9,1.0,0.1,0.2,0.0,.558,.566,.200,.759,2.9,.153
253,1998,NBA,2,36,SAC,Jerome James\jamesje01,22.225,C,us,Florida Agricultural and Mechanical University,1999,2009,358,13.3,4.3,3.1,0.3,0.3,1.1,.485,.486,.000,.617,2.9,.029
254,1999,NBA,2,53,MIA,Rodney Buford\buforro01,21.245,G-F,us,Creighton University,2000,2005,230,18.2,6.4,2.6,0.8,0.5,0.1,.412,.433,.300,.758,2.9,.033
255,2002,NBA,2,44,CHI,Lonny Baxter\baxtelo01,23.156,F,us,University of Maryland,2003,2006,162,11.6,3.9,2.9,0.2,0.2,0.4,.466,.469,.200,.657,2.9,.075
256,2008,NBA,2,33,POR,Joey Dorsey\dorsejo01,24.199,F,us,University of Memphis,2009,2015,130,11.4,2.6,3.9,0.4,0.5,0.3,.534,.536,.000,.375,2.9,.092
257,2017,NBA,2,38,CHI,Jordan Bell\belljo01,22.172,F,us,University of Oregon,2018,2018,57,14.2,4.6,3.6,1.8,0.6,1.0,.627,.641,.000,.682,2.9,.174
258,2015,NBA,2,41,BRK,Pat Connaughton\connapa01,22.175,G,us,University of Notre Dame,2016,2018,155,12.6,3.7,1.6,0.8,0.2,0.2,.421,.482,.364,.845,2.8,.070
259,1988,NBA,2,46,DAL,Morlon Wiley\wileymo01,21.283,G,us,California State University Long Beach,1989,1995,295,13.0,3.7,1.2,2.4,0.8,0.1,.412,.444,.354,.707,2.7,.034
260,1992,NBA,2,28,MIN,Marlon Maxey\maxeyma01,23.131,F,us,University of Texas at El Paso,1993,1994,98,11.7,4.9,3.7,0.2,0.3,0.5,.542,.547,.000,.685,2.6,.109
261,1994,NBA,2,33,PHI,Derrick Alston\alstode01,21.318,F,us,Duquesne University,1995,1997,139,19.1,5.4,3.8,0.7,0.7,0.6,.489,.493,.143,.487,2.6,.047
262,1998,NBA,2,44,NYK,Sean Marks\marksse01,22.311,F-C,nz,University of California,1999,2011,230,9.9,2.8,2.2,0.2,0.1,0.4,.448,.459,.200,.665,2.6,.055
263,2009,NBA,2,45,MIN,Nick Calathes\calatni01,20.143,G,us,University of Florida,2014,2015,129,15.6,4.6,1.9,2.7,1.0,0.1,.441,.476,.288,.581,2.6,.063
264,1991,NBA,2,40,DET,Doug Overton\overtdo01,21.332,G,us,La Salle University,1993,2004,499,14.6,4.5,1.3,2.1,0.4,0.0,.412,.430,.319,.816,2.5,.016
265,1993,NBA,2,33,DAL,Eric Riley\rileyer01,23.034,C,us,University of Michigan,1994,1999,186,9.9,3.1,2.6,0.3,0.3,0.7,.456,.460,.000,.704,2.5,.066
266,2005,NBA,2,55,SEA,Lawrence Roberts\roberla01,22.257,F,us,Mississippi State University,2006,2007,87,13.2,3.8,3.6,0.4,0.5,0.2,.452,.460,.000,.688,2.5,.106
267,1987,NBA,2,34,IND,Brian Rowsom\rowsobr01,21.247,F,us,University of North Carolina at Wilmington,1988,1990,82,13.3,5.6,3.3,0.6,0.4,0.3,.455,.453,.667,.818,2.4,.107
268,1991,NBA,2,51,HOU,Zan Tabak\tabakza01,21.016,C,hr,,1995,2001,247,14.6,5.0,3.6,0.7,0.3,0.5,.506,.507,.000,.525,2.4,.032
269,2009,NBA,2,53,SAS,Nando De Colo\decolna01,22.008,G,fr,,2013,2014,119,11.9,3.8,1.8,1.7,0.5,0.1,.429,.463,.363,.835,2.4,.081
270,2012,NBA,2,60,LAL,Robert Sacre\sacrero01,23.028,C,us,Gonzaga University,2013,2016,189,14.5,4.2,3.1,0.7,0.3,0.6,.436,.437,.000,.671,2.4,.042
271,2016,NBA,2,33,LAC,Cheick Diallo\diallch01,19.288,F,ml,University of Kansas,2017,2018,69,11.3,4.9,4.1,0.3,0.2,0.4,.548,.548,,.747,2.4,.145
272,1995,NBA,2,48,MIN,Mark Davis\davisma02,22.068,G-F,us,Texas Tech University,1996,2000,230,16.0,5.5,3.0,1.3,0.9,0.3,.442,.465,.246,.655,2.3,.030
273,1996,NBA,2,42,HOU,Randy Livingston\livinra01,21.091,G,us,Louisiana State University,1997,2007,203,13.2,3.8,1.4,2.0,0.6,0.2,.406,.414,.351,.771,2.3,.041
274,1998,NBA,2,58,CHI,Maceo Baston\bastoma01,23.032,F,us,University of Michigan,2003,2009,105,7.9,2.7,1.7,0.2,0.2,0.4,.616,.628,.375,.740,2.3,.134
