,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
275,2016,NBA,2,38,MIL,Patrick McCaw\mccawpa01,20.247,G,us,University of Nevada Las Vegas,2017,2018,128,15.9,4.0,1.4,1.2,0.6,0.2,.421,.517,.296,.775,2.3,.054
276,2005,NBA,2,31,ATL,Salim Stoudamire\stoudsa01,22.266,G,us,University of Arizona,2006,2008,157,17.0,8.0,1.4,1.0,0.4,0.1,.407,.435,.366,.882,2.2,.040
277,1985,NBA,2,46,CHI,Adrian Branch\brancad01,21.219,F-G,us,University of Maryland,1987,1990,130,11.0,6.4,1.9,0.7,0.6,0.1,.455,.468,.231,.744,2.1,.070
278,1989,NBA,2,31,LAC,Jeff Martin\martije01,22.170,G,us,Murray State University,1990,1991,143,18.8,6.7,2.0,0.8,0.5,0.3,.417,.434,.282,.694,2.1,.038
279,1996,NBA,2,31,PHI,Mark Hendrickson\hendrma01,22.009,F,us,Washington State University,1997,2000,114,13.2,3.3,2.8,0.6,0.4,0.1,.416,.431,.167,.803,2.1,.067
280,1998,NBA,2,54,DEN,Tremaine Fowlkes\fowlktr01,22.079,F,us,California State University Fresno,2002,2005,103,12.0,2.9,2.2,0.5,0.5,0.1,.409,.426,.200,.791,2.1,.080
281,1999,NBA,2,36,DAL,Wang Zhizhi\zhizhwa01,21.362,C,cn,,2001,2005,137,9.2,4.4,1.7,0.3,0.2,0.3,.417,.435,.385,.735,2.1,.078
282,2011,NBA,2,45,NOH,Josh Harrellson\harrejo01,22.136,C,us,University of Kentucky,2012,2014,75,11.8,3.5,3.0,0.3,0.4,0.5,.438,.497,.347,.629,2.1,.116
283,2013,NBA,2,36,SAC,Ray McCallum\mccalra01,22.021,G,us,University of Detroit Mercy,2014,2016,154,18.2,6.0,2.0,2.4,0.5,0.2,.408,.430,.335,.711,2.1,.035
284,2016,NBA,2,32,LAL,Ivica Zubac\zubaciv01,19.102,C,ba,,2017,2018,81,12.6,5.5,3.5,0.7,0.3,0.6,.519,.525,.000,.710,2.1,.099
285,1987,NBA,2,32,MIL,Bob McCann\mccanbo01,23.066,F,us,Morehead State University,1990,1998,178,13.4,4.2,2.6,0.6,0.4,0.4,.479,.481,.200,.577,2.0,.041
286,2004,NBA,2,45,CHA,Bernard Robinson\robinbe01,23.186,G-F,us,University of Michigan,2005,2007,128,14.9,4.5,2.5,1.0,0.9,0.1,.417,.434,.161,.786,2.0,.049
287,2012,NBA,2,33,CLE,Bernard James\jamesbe01,27.148,C,us,Florida State University,2013,2015,92,8.3,2.2,2.3,0.1,0.2,0.7,.497,.507,.000,.680,1.9,.117
288,2012,NBA,2,58,MIN,Robbie Hummel\hummero01,23.118,F,us,Purdue University,2014,2015,98,14.3,3.9,2.7,0.5,0.3,0.1,.418,.469,.343,.867,1.9,.066
289,1991,NBA,2,33,DAL,Donald Hodge\hodgedo01,22.126,C,us,Temple University,1992,1996,249,14.1,4.7,3.2,0.8,0.3,0.4,.437,.439,.286,.711,1.8,.025
290,1994,NBA,2,37,SEA,Dontonio Wingfield\wingfdo01,20.011,F,us,University of Cincinnati,1995,1998,114,10.1,3.7,2.4,0.7,0.3,0.1,.389,.437,.309,.721,1.8,.074
291,2008,NBA,2,60,BOS,Semih Erden\erdense01,21.339,C,tr,,2011,2012,69,13.4,3.8,2.8,0.4,0.4,0.4,.546,.546,,.594,1.8,.094
292,1994,NBA,2,29,PHO,Antonio Lang\langan02,22.050,F-G,us,Duke University,1995,2000,143,9.8,2.3,1.5,0.3,0.4,0.3,.455,.469,.000,.719,1.7,.057
293,1999,NBA,2,37,VAN,Obinna Ekezie\ekeziob01,23.318,F-C,ng,University of Maryland,2000,2005,143,10.6,3.6,2.7,0.2,0.3,0.2,.423,.424,.000,.720,1.7,.054
294,2010,NBA,2,44,MIL,Jerome Jordan\jordaje01,23.274,C,jm,University of Tulsa,2012,2015,65,7.6,2.8,2.0,0.3,0.1,0.3,.528,.528,,.852,1.7,.168
295,1989,NBA,2,52,PHO,Greg Grant\grantgr01,22.308,G,us,Trenton State University,1990,1996,274,12.2,2.8,0.9,2.7,0.6,0.0,.383,.405,.281,.710,1.6,.023
296,1991,NBA,2,36,ORL,Chris Corchiani\corchch01,23.095,G,us,North Carolina State University,1992,1994,112,11.7,3.7,1.2,2.2,0.7,0.0,.421,.472,.269,.816,1.6,.058
297,1992,NBA,2,35,CHH,Tony Bennett\benneto01,23.029,G,us,University of Wisconsin-Green Bay,1993,1995,152,12.4,3.5,1.0,2.0,0.5,0.0,.412,.446,.335,.732,1.6,.041
298,1992,NBA,2,39,CHI,Litterial Green\greenli01,22.115,G,us,University of Georgia,1993,1999,148,8.0,2.9,0.5,1.2,0.3,0.0,.420,.448,.077,.665,1.6,.066
299,2011,NBA,2,53,ORL,DeAndre Liggins\liggide01,23.089,G,us,University of Kentucky,2012,2018,177,10.8,2.0,1.4,0.7,0.6,0.2,.402,.432,.352,.549,1.6,.040
300,2002,NBA,2,37,ATL,David Andersen\anderda03,22.008,C,au,,2010,2011,103,12.3,4.9,2.8,0.6,0.2,0.2,.440,.467,.347,.674,1.5,.059
301,2006,NBA,2,45,IND,Alexander Johnson\johnsal01,23.146,F,us,Florida State University,2007,2008,102,12.8,4.3,2.7,0.3,0.4,0.4,.517,.517,,.672,1.5,.056
302,2008,NBA,2,38,CHA,Kyle Weaver\weaveky01,22.134,G,us,Washington State University,2009,2011,73,18.9,5.0,2.2,1.6,0.8,0.5,.441,.497,.353,.736,1.5,.051
303,1986,NBA,2,43,HOU,Dave Feitl\feitlda01,24.015,C,us,University of Texas at El Paso,1987,1992,275,10.9,4.3,3.0,0.5,0.2,0.2,.433,.436,.000,.751,1.4,.022
304,1998,NBA,2,30,DAL,Ansu Sesay\sesayan01,21.335,F,us,University of Mississippi,2002,2005,127,10.2,3.2,1.8,0.5,0.3,0.2,.434,.447,.276,.640,1.4,.051
305,2002,NBA,2,40,WAS,Juan Carlos Navarro\navarju01,22.018,G,es,,2008,2008,82,25.8,10.9,2.6,2.2,0.6,0.0,.402,.455,.361,.849,1.4,.031
306,2002,NBA,2,47,UTA,Jamal Sampson\sampsja01,19.047,F-C,us,University of California,2003,2007,72,8.8,2.0,3.4,0.4,0.1,0.4,.491,.495,.000,.537,1.4,.106
307,2012,NBA,2,36,SAC,Orlando Johnson\johnsor01,23.115,G,us,University of California Santa Barbara,2013,2016,103,10.8,3.2,1.7,0.7,0.2,0.1,.358,.398,.311,.727,1.4,.059
308,2012,NBA,2,53,LAC,Furkan Aldemir\aldemfu01,20.329,F-C,tr,,2015,2015,41,13.2,2.3,4.3,0.7,0.4,0.4,.513,.548,.000,.481,1.4,.122
309,1994,NBA,2,43,POR,Shawnelle Scott\scottsh01,22.018,C,us,St. John's University,1997,2002,105,6.0,1.8,2.2,0.2,0.1,0.2,.464,.464,,.465,1.3,.101
310,1996,NBA,2,52,IND,Mark Pope\popema01,23.294,F,us,University of Kentucky,1998,2005,153,10.7,1.9,1.7,0.4,0.2,0.3,.401,.455,.179,.573,1.3,.038
311,2000,NBA,2,45,SAC,Jabari Smith\smithja01,23.142,C,us,Louisiana State University,2001,2005,108,9.8,3.0,1.6,0.6,0.3,0.2,.413,.420,.125,.690,1.3,.058
312,2008,NBA,2,52,MIA,Darnell Jackson\jacksda01,22.237,F,us,University of Kansas,2009,2011,138,7.5,2.2,1.5,0.2,0.2,0.1,.449,.463,.235,.644,1.3,.059
313,2011,NBA,2,36,NJN,Jordan Williams\willijo03,20.260,F,us,University of Maryland,2012,2012,43,14.8,4.6,3.6,0.3,0.5,0.3,.507,.507,,.652,1.3,.101
314,2012,NBA,2,31,CHA,Jeff Taylor\tayloje03,23.042,F,se,Vanderbilt University,2013,2015,132,19.4,6.1,2.0,0.8,0.5,0.2,.409,.458,.319,.665,1.3,.024
315,2014,NBA,2,32,PHI,K.J. McDaniels\mcdankj01,21.142,G-F,us,Clemson University,2015,2017,148,14.1,5.3,2.2,0.6,0.5,0.6,.412,.479,.290,.776,1.3,.030
316,1994,NBA,2,47,UTA,Jamie Watson\watsoja01,22.132,F,us,University of South Carolina,1995,1999,102,12.2,3.2,1.5,1.1,0.6,0.2,.468,.494,.316,.694,1.2,.045
317,2000,NBA,2,42,SEA,Olumide Oyedeji\oyedeol01,19.053,C,ng,,2001,2003,93,6.3,1.4,2.1,0.1,0.2,0.2,.495,.495,,.659,1.2,.095
318,2017,NBA,2,35,ORL,Ivan Rabb\rabbiv01,20.143,F,us,University of California,2018,2018,36,14.3,5.6,4.4,0.9,0.3,0.4,.566,.566,,.806,1.2,.109
319,2017,NBA,2,37,BOS,Semi Ojeleye\ojelese01,22.205,F,us,Southern Methodist University,2018,2018,73,15.8,2.7,2.2,0.3,0.3,0.1,.346,.397,.320,.610,1.2,.048
320,2017,NBA,2,45,HOU,Dillon Brooks\brookdi01,21.157,F-G,ca,University of Oregon,2018,2018,82,28.7,11.0,3.1,1.6,0.9,0.2,.440,.484,.356,.747,1.2,.024
321,1990,NBA,2,37,WSB,A.J. English\engliaj01,22.357,G,us,Virginia Union University,1991,1992,151,20.6,9.9,2.1,2.1,0.4,0.2,.435,.449,.138,.778,1.1,.017
322,1994,NBA,2,38,CHH,Darrin Hancock\hancoda01,22.244,G-F,us,University of Kansas,1995,1997,133,10.5,3.5,1.3,0.7,0.4,0.1,.530,.533,.333,.579,1.1,.038
323,2001,NBA,2,45,CHI,Sean Lampley\lamplse01,21.303,F,us,University of California,2003,2004,45,12.2,4.5,2.1,0.7,0.2,0.1,.463,.476,.000,.691,1.1,.096
324,2006,NBA,2,37,MIN,Bobby Jones\jonesbo02,22.176,F,us,University of Washington,2007,2008,91,9.5,3.2,1.6,0.5,0.3,0.0,.442,.491,.306,.685,1.1,.060
325,2014,NBA,2,44,MIN,Markel Brown\brownma02,22.154,G,us,Oklahoma State University,2015,2018,113,15.9,5.2,2.1,1.2,0.6,0.2,.380,.427,.295,.781,1.1,.029
326,1991,NBA,2,49,SAS,Greg Sutton\suttogr01,23.211,G,us,Oral Roberts University,1992,1996,168,11.6,4.5,0.9,1.7,0.5,0.1,.396,.426,.361,.743,1.0,.024
327,1992,NBA,2,45,SEA,Chris King\kingch01,22.341,F,us,Wake Forest University,1994,1999,103,20.0,6.7,3.0,1.1,0.7,0.3,.423,.433,.383,.633,1.0,.023
328,1993,NBA,2,52,SAC,Mike Peplowski\peplomi01,22.264,C,us,Michigan State University,1994,1996,68,10.4,2.9,2.6,0.4,0.3,0.4,.556,.560,.000,.531,1.0,.067
329,1998,NBA,2,45,LAL,Toby Bailey\baileto01,22.223,G,us,University of California Los Angeles,1999,2000,73,9.6,3.3,1.7,0.6,0.3,0.1,.407,.422,.200,.692,1.0,.072
330,2001,NBA,2,34,ATL,Terence Morris\morrite01,22.173,F,us,University of Maryland,2002,2006,139,13.9,3.4,2.7,0.7,0.3,0.4,.407,.465,.196,.711,1.0,.025
331,2002,NBA,2,33,DEN,Vincent Yarbrough\yarbrvi01,21.102,G-F,us,University of Tennessee,2003,2003,59,23.4,6.9,2.7,2.2,1.0,0.6,.393,.420,.269,.790,1.0,.035
332,2017,NBA,2,48,MIL,Sindarius Thornwell\thornsi01,22.225,G,us,University of South Carolina,2018,2018,73,15.8,3.9,1.9,0.9,0.7,0.3,.429,.448,.377,.670,1.0,.041
333,1989,NBA,2,50,NYK,Brian Quinnett\quinnbr01,23.034,F,us,Washington State University,1990,1992,138,11.1,3.4,1.6,0.6,0.3,0.2,.414,.434,.326,.677,0.9,.027
334,1995,NBA,2,39,CLE,Donny Marshall\marshdo02,22.351,F,us,University of Connecticut,1996,2003,119,7.7,2.5,1.0,0.3,0.3,0.0,.321,.308,.336,.681,0.9,.045
335,2000,NBA,2,40,ATL,Hanno Mottola\mottoha01,23.298,C,fi,University of Utah,2001,2002,155,15.2,4.6,2.9,0.5,0.2,0.2,.442,.451,.063,.783,0.9,.019
336,2007,NBA,2,38,PHI,Kyrylo Fesenko\fesenky01,20.191,C,ua,,2008,2012,135,8.2,2.3,2.0,0.3,0.1,0.4,.496,.500,.000,.410,0.9,.038
337,2010,NBA,2,52,BOS,Luke Harangody\haranlu01,22.179,F,us,University of Notre Dame,2011,2012,70,12.4,3.6,2.8,0.5,0.3,0.3,.376,.440,.241,.737,0.9,.048
338,2013,NBA,2,38,WAS,Nate Wolters\woltena01,22.049,G,us,South Dakota State University,2014,2018,84,18.8,5.5,2.2,2.5,0.5,0.2,.423,.452,.261,.635,0.9,.028
339,2014,NBA,2,60,SAS,Cory Jefferson\jeffeco01,23.188,F,us,Baylor University,2015,2016,58,10.0,3.5,2.8,0.3,0.2,0.4,.444,.474,.125,.583,0.9,.071
340,2015,NBA,2,31,MIN,Cedi Osman\osmande01,20.083,F,mk,,2018,2018,61,11.0,3.9,2.0,0.7,0.4,0.0,.484,.586,.368,.565,0.9,.064
341,1985,NBA,2,28,CHI,Ken Johnson\johnske01,22.229,F,us,Michigan State University,1986,1986,64,12.7,4.1,3.8,0.3,0.2,0.3,.528,.528,,.435,0.8,.044
342,1990,NBA,2,36,ATL,Trevor Wilson\wilsotr01,22.108,F,us,University of California Los Angeles,1991,1996,103,15.6,5.7,3.4,1.0,0.5,0.1,.456,.459,.000,.567,0.8,.023
343,2001,NBA,2,51,PHO,Alton Ford\fordal02,20.034,F,us,University of Houston,2002,2004,73,7.2,2.5,1.7,0.2,0.1,0.1,.507,.507,,.697,0.8,.074
344,2002,NBA,2,41,LAC,Mario Kasun\kasunma01,22.087,C,hr,,2005,2006,73,7.8,2.7,2.6,0.2,0.1,0.2,.467,.470,.000,.636,0.8,.069
345,2004,NBA,2,47,MIA,Pape Sow\sowpa01,22.220,F,sn,California State University Fullerton,2005,2007,76,11.6,2.9,2.8,0.2,0.4,0.3,.416,.416,,.678,0.8,.044
346,2005,NBA,2,32,LAC,Daniel Ewing\ewingda01,22.100,G,us,Duke University,2006,2007,127,13.3,3.4,1.2,1.4,0.5,0.1,.389,.429,.295,.780,0.8,.024
347,2006,NBA,2,31,POR,James White\whiteja02,23.256,G-F,us,University of Cincinnati,2007,2013,67,8.7,2.7,1.0,0.5,0.3,0.1,.438,.482,.340,.676,0.8,.062
348,2006,NBA,2,54,NJN,Hassan Adams\adamsha01,22.013,G,us,University of Arizona,2007,2009,73,7.5,2.5,1.2,0.2,0.2,0.1,.534,.537,.000,.643,0.8,.072
349,2007,NBA,2,34,DAL,Nick Fazekas\fazekni01,22.016,F,us,University of Nevada Reno,2008,2008,26,10.3,4.1,3.4,0.4,0.3,0.4,.561,.575,.000,.682,0.8,.148
350,2008,NBA,2,48,PHO,Malik Hairston\hairsma01,21.129,G,us,University of Oregon,2009,2010,62,7.6,2.4,1.2,0.5,0.2,0.3,.512,.549,.167,.514,0.8,.086
351,1985,NBA,2,25,POR,Mike Smrek\smrekmi01,22.297,C,ca,Canisius College,1986,1992,194,9.7,2.9,2.2,0.3,0.2,0.8,.431,.433,.000,.617,0.7,.018
352,1987,NBA,2,35,HOU,Doug Lee\leedo01,22.246,G-F,us,Purdue University,1992,1995,73,5.7,2.3,0.6,0.4,0.2,0.1,.412,.478,.310,.700,0.7,.086
353,1988,NBA,2,35,MIA,Sylvester Gray\graysy01,20.361,F,us,University of Memphis,1989,1989,55,22.2,8.0,5.2,2.1,0.7,0.5,.420,.421,.250,.673,0.7,.028
354,1989,NBA,2,35,DAL,Pat Durham\durhapa01,22.115,F,us,Colorado State University,1993,1995,64,14.5,5.0,1.7,0.9,0.6,0.5,.469,.500,.192,.667,0.7,.037
355,1998,NBA,2,46,MIN,Andrae Patterson\pattean01,22.230,F,us,Indiana University,1999,2000,40,7.6,3.0,1.7,0.4,0.5,0.2,.455,.479,.000,.778,0.7,.114
356,1999,NBA,2,38,ORL,Laron Profit\profila01,21.334,G-F,us,University of Maryland,2000,2006,135,11.4,3.3,1.5,1.2,0.5,0.2,.419,.469,.236,.712,0.7,.021
357,2003,NBA,2,56,BOS,Brandon Hunter\huntebr01,22.219,F,us,Ohio University,2004,2005,67,9.4,3.3,2.8,0.3,0.3,0.1,.476,.484,.000,.488,0.7,.055
358,2007,NBA,2,41,MIN,Chris Richard\richach01,22.190,F,us,University of Florida,2008,2010,70,11.1,1.9,2.8,0.4,0.3,0.2,.483,.483,,.605,0.7,.045
359,2010,NBA,2,41,MIA,Jarvis Varnado\varnaja01,22.120,F,us,Mississippi State University,2013,2014,37,10.7,2.9,1.9,0.4,0.3,0.8,.582,.582,,.518,0.7,.089
360,2016,NBA,2,60,UTA,Tyrone Wallace\wallaty01,22.019,G,us,University of California,2018,2018,30,28.4,9.7,3.5,2.4,0.9,0.4,.445,.483,.250,.782,0.7,.042
361,2017,NBA,2,33,ORL,Wesley Iwundu\iwundwe01,22.190,F,us,Kansas State University,2018,2018,62,16.5,3.7,2.2,0.9,0.5,0.2,.427,.488,.196,.723,0.7,.032
362,2017,NBA,2,46,PHI,Sterling Brown\brownst02,22.138,G,us,Southern Methodist University,2018,2018,54,14.4,4.0,2.6,0.5,0.6,0.2,.400,.439,.352,.875,0.7,.043
363,1992,NBA,2,50,GSW,Matt Fish\fishma01,22.224,C,us,University of North Carolina at Wilmington,1995,1997,50,10.2,3.5,2.2,0.5,0.4,0.3,.500,.504,.000,.625,0.6,.058
364,1996,NBA,2,56,CLE,Reggie Geary\gearyre01,22.305,G,us,University of Arizona,1997,1998,101,9.2,2.1,0.8,1.1,0.5,0.1,.344,.349,.328,.493,0.6,.032
365,1996,NBA,2,57,SEA,Drew Barry\barrydr01,23.135,G,us,Georgia Institute of Technology,1998,2000,60,10.0,2.2,1.1,1.9,0.3,0.0,.417,.475,.381,.774,0.6,.051
366,1997,NBA,2,31,DET,Charles O'Bannon\obannch01,22.129,G-F,us,University of California Los Angeles,1998,1999,48,8.3,2.5,1.4,0.6,0.2,0.1,.400,.413,.000,.870,0.6,.070
367,1998,NBA,2,52,SAS,Derrick Dial\dialde01,22.192,G,us,Eastern Michigan University,2000,2004,82,8.4,3.1,1.6,0.8,0.3,0.1,.372,.404,.190,.672,0.6,.045
368,2000,NBA,2,34,CHI,Khalid El-Amin\elamikh01,21.070,G,us,University of Connecticut,2001,2001,50,18.7,6.3,1.6,2.9,1.0,0.0,.370,.383,.333,.778,0.6,.030
369,2014,NBA,2,35,UTA,Jarnell Stokes\stokeja01,20.175,F-C,us,University of Tennessee,2015,2017,28,5.4,2.4,1.4,0.3,0.3,0.2,.581,.581,,.531,0.6,.202
370,2015,NBA,2,48,OKC,Dakari Johnson\johnsda04,19.281,C,us,University of Kentucky,2018,2018,31,5.2,1.8,1.1,0.3,0.2,0.3,.564,.564,,.550,0.6,.178
371,2017,NBA,2,44,NYK,Damyean Dotson\dotsoda01,23.053,G,us,University of Oregon,2018,2018,44,10.8,4.1,1.9,0.7,0.3,0.0,.447,.538,.324,.696,0.6,.060
372,1985,NBA,2,41,ATL,Lorenzo Charles\charllo01,21.211,F,us,North Carolina State University,1986,1986,36,7.6,3.4,1.1,0.2,0.1,0.2,.557,.557,,.667,0.5,.086
373,1993,NBA,2,43,DEN,Josh Grant\grantjo01,25.334,F,us,University of Utah,1994,1994,53,7.2,3.0,1.7,0.5,0.3,0.2,.404,.494,.279,.759,0.5,.060
374,1996,NBA,2,49,ORL,Amal McCaskill\mccasam01,22.247,F-C,us,Marquette University,1997,2004,114,8.5,1.8,1.9,0.3,0.2,0.3,.377,.382,.000,.609,0.5,.024
375,1997,NBA,2,41,DEN,Jason Lawson\lawsoja01,22.302,C,us,Villanova University,1998,1998,17,4.7,1.5,1.6,0.3,0.2,0.2,.600,.600,,.800,0.5,.280
376,1997,NBA,2,51,LAL,DeJuan Wheat\wheatde01,23.260,G,us,University of Louisville,1998,1999,80,9.3,3.3,0.7,1.6,0.4,0.0,.383,.380,.390,.700,0.5,.034
377,1999,NBA,2,33,DEN,Chris Herren\herrech01,23.282,G,us,California State University Fresno,2000,2001,70,14.4,3.2,1.0,2.4,0.4,0.0,.336,.347,.328,.692,0.5,.025
378,2004,NBA,2,34,ATL,Donta Smith\smithdo04,20.215,G-F,us,Southeastern Illinois College,2005,2006,61,9.2,2.7,1.1,0.8,0.5,0.1,.421,.447,.308,.650,0.5,.043
379,2004,NBA,2,40,BOS,Justin Reed\reedju01,22.165,F,us,University of Mississippi,2005,2007,136,10.6,3.5,1.4,0.5,0.2,0.1,.404,.407,.000,.752,0.5,.016
380,2005,NBA,2,42,GSW,Chris Taft\taftch01,20.115,F,us,University of Pittsburgh,2006,2006,17,8.5,2.8,2.1,0.1,0.1,0.4,.605,.605,,.167,0.5,.155
381,2005,NBA,2,47,MIN,Bracey Wright\wrighbr02,21.002,G,us,Indiana University,2006,2007,26,12.5,5.0,1.5,0.8,0.4,0.0,.405,.446,.324,.794,0.5,.068
382,2006,NBA,2,34,LAC,Paul Davis\davispa01,21.347,C,us,Michigan State University,2007,2010,82,8.6,2.6,1.9,0.4,0.3,0.2,.402,.404,.000,.732,0.5,.035
383,2010,NBA,2,32,MIA,Dexter Pittman\pittmde01,22.119,C,us,University of Texas at Austin,2011,2014,50,6.9,2.3,1.8,0.2,0.2,0.2,.450,.450,,.545,0.5,.068
384,2010,NBA,2,43,LAL,Devin Ebanks\ebankde01,20.244,F,us,West Virginia University,2011,2013,63,11.3,3.6,1.9,0.4,0.3,0.2,.385,.418,.222,.722,0.5,.035
385,2011,NBA,2,44,GSW,Charles Jenkins\jenkich01,22.120,G,us,Hofstra University,2012,2013,110,12.1,3.7,0.9,1.9,0.4,0.1,.434,.449,.182,.754,0.5,.017
386,2011,NBA,2,52,DET,Vernon Macklin\macklve01,24.282,F,us,University of Florida,2012,2012,23,5.9,2.0,1.5,0.2,0.2,0.2,.543,.543,,.571,0.5,.161
387,2014,NBA,2,58,SAS,Jordan McRae\mcraejo01,23.096,G,us,University of Tennessee,2016,2017,59,9.8,4.4,1.0,0.7,0.2,0.1,.404,.413,.384,.774,0.5,.043
388,2015,NBA,2,33,BOS,Jordan Mickey\mickejo01,20.356,F,us,Louisiana State University,2016,2018,64,7.5,2.4,2.0,0.3,0.1,0.4,.449,.496,.118,.605,0.5,.050
389,2015,NBA,2,36,MIN,Rakeem Christmas\chrisra01,23.212,F,us,Syracuse University,2016,2017,30,7.5,2.1,1.9,0.1,0.1,0.2,.467,.467,,.724,0.5,.105
390,2016,NBA,2,34,PHO,Tyler Ulis\ulisty01,20.175,G,us,University of Kentucky,2017,2018,132,21.1,7.6,1.7,4.1,0.9,0.1,.403,.439,.280,.808,0.5,.008
391,2017,NBA,2,34,SAC,Frank Mason\masonfr01,23.086,G,us,University of Kansas,2018,2018,52,18.9,7.9,2.5,2.8,0.7,0.2,.379,.384,.360,.817,0.5,.027
392,1986,NBA,2,34,SAC,Johnny Rogers\rogerjo01,22.175,F-C,us,University of California Irvine,1987,1988,69,9.2,3.6,1.5,0.4,0.2,0.2,.472,.485,.000,.679,0.4,.032
393,1986,NBA,2,35,DAL,Milt Wagner\wagnemi01,23.123,G,us,University of Louisville,1988,1991,53,9.4,4.1,0.7,1.4,0.2,0.1,.422,.441,.296,.875,0.4,.039
394,1987,NBA,2,36,WSB,Duane Washington\washidu01,22.300,G,de,Middle Tennessee State University,1988,1993,19,9.7,2.8,1.3,2.1,0.7,0.0,.383,.372,.500,.800,0.4,.092
395,1989,NBA,2,39,WSB,Ed Horton\hortoed01,21.198,F,us,University of Iowa,1990,1990,45,8.3,4.5,2.4,0.4,0.2,0.1,.494,.506,.000,.609,0.4,.050
396,1989,NBA,2,41,WSB,Doug Roth\rothdo01,21.313,C,us,University of Tennessee,1990,1990,42,9.8,1.9,2.9,0.5,0.2,0.3,.430,.435,.000,.500,0.4,.052
397,1990,NBA,2,34,GSW,Kevin Pritchard\pritcke01,22.351,G,us,University of Kansas,1991,1996,94,12.0,3.6,1.0,1.6,0.4,0.1,.399,.435,.186,.790,0.4,.017
398,1990,NBA,2,54,SAS,Sean Higgins\higgise01,21.184,G-F,us,University of Michigan,1991,1998,220,15.2,6.3,1.8,1.0,0.3,0.1,.428,.459,.321,.850,0.4,.006
399,1991,NBA,2,28,CHH,Kevin Lynch\lynchke01,22.189,G-F,us,University of Minnesota,1992,1993,95,12.0,3.3,1.3,1.1,0.5,0.2,.436,.440,.333,.726,0.4,.016
400,1992,NBA,2,31,POR,Reggie Smith\smithre01,21.313,C,us,Texas Christian University,1993,1994,66,5.8,1.5,1.8,0.1,0.2,0.1,.394,.398,.000,.404,0.4,.051
401,1992,NBA,2,47,BOS,Darren Morningstar\mornida01,23.069,C,us,University of Pittsburgh,1994,1994,23,16.0,4.2,3.5,0.7,0.6,0.1,.476,.476,,.600,0.4,.048
402,2006,NBA,2,39,MIL,David Noel\noelda01,22.127,F,us,University of North Carolina,2007,2007,68,11.6,2.7,1.8,1.0,0.4,0.1,.367,.387,.321,.860,0.4,.024
403,2007,NBA,2,32,BOS,Gabe Pruitt\pruitga01,21.075,G,us,University of Southern California,2008,2009,62,7.4,2.0,0.8,0.8,0.3,0.0,.321,.350,.283,.783,0.4,.043
404,2011,NBA,2,43,CHI,Malcolm Lee\leema01,21.037,G,us,University of California Los Angeles,2012,2015,36,14.8,3.9,1.8,1.4,0.6,0.3,.382,.412,.294,.703,0.4,.040
405,2015,NBA,2,43,IND,Joseph Young\youngjo01,23.003,G,us,University of Oregon,2016,2018,127,8.5,3.4,1.0,0.9,0.3,0.0,.393,.438,.296,.768,0.4,.016
406,2017,NBA,2,41,ATL,Tyler Dorsey\dorsety01,21.134,G,us,University of Oregon,2018,2018,56,17.4,7.2,2.3,1.4,0.3,0.1,.377,.393,.362,.714,0.4,.020
407,1985,NBA,2,26,IND,Bill Martin\martibi01,22.312,F,us,Georgetown University,1986,1988,84,10.2,4.7,1.6,0.7,0.4,0.1,.449,.460,.000,.813,0.3,.016
408,1985,NBA,2,33,PHI,Greg Stokes\stokegr01,21.323,F-C,us,University of Iowa,1986,1990,42,9.1,3.1,1.5,0.4,0.3,0.3,.445,.449,.000,.696,0.3,.041
409,1988,NBA,2,27,SAS,Shelton Jones\jonessh01,22.089,F,us,St. John's University,1989,1989,51,13.4,4.8,2.2,0.8,0.4,0.3,.445,.447,.000,.725,0.3,.022
410,1991,NBA,2,39,CLE,Jimmy Oliver\oliveji01,21.354,G-F,us,Purdue University,1992,1999,78,11.0,4.2,1.0,0.7,0.3,0.0,.407,.418,.340,.772,0.3,.018
411,1996,NBA,2,46,POR,Marcus Brown\brownma01,22.090,G,us,Murray State University,1997,2000,27,8.5,3.4,0.8,0.9,0.3,0.1,.381,.422,.333,.714,0.3,.066
412,1997,NBA,2,38,MIL,Jerald Honeycutt\honeyje01,22.254,F-G,us,Tulane University,1998,1999,54,11.7,5.1,1.9,0.7,0.5,0.1,.391,.409,.362,.632,0.3,.020
413,1998,NBA,2,57,UTA,Torraye Braggs\braggto01,22.045,F,us,Xavier University,2004,2005,22,8.1,2.1,2.3,0.3,0.2,0.1,.475,.475,,.667,0.3,.071
414,2000,NBA,2,31,DAL,Dan Langhi\langhda01,22.218,F,us,Vanderbilt University,2001,2004,133,9.4,3.0,1.5,0.3,0.2,0.1,.391,.400,.289,.613,0.3,.012
415,2000,NBA,2,32,CHI,A.J. Guyton\guytoaj01,22.142,G,us,Indiana University,2001,2003,80,15.6,5.5,1.0,1.8,0.3,0.2,.377,.377,.378,.822,0.3,.010
416,2000,NBA,2,36,NJN,Soumaila Samake\samakso01,22.108,C,ml,,2001,2003,47,6.4,1.4,1.6,0.1,0.0,0.4,.389,.389,,.462,0.3,.046
