,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
129,2004,NBA,1,26,SAC,Kevin Martin\martike02,21.149,G,us,Western Carolina University,2005,2016,714,30.2,17.4,3.2,1.9,0.9,0.1,.437,.464,.384,.870,61.3,.137
130,1999,NBA,1,16,CHI,Metta World Peace\artesro01,19.234,F,us,St. John's University,2000,2017,991,31.7,13.2,4.5,2.7,1.7,0.5,.414,.447,.339,.715,61.1,.093
131,2000,NBA,1,5,ORL,Mike Miller\millemi01,20.135,F-G,us,University of Florida,2001,2017,1032,26.9,10.6,4.2,2.6,0.6,0.2,.459,.502,.407,.769,60.7,.105
132,2000,NBA,1,8,CLE,Jamal Crawford\crawfja01,20.105,G,us,University of Michigan,2001,2018,1262,29.9,15.0,2.3,3.4,0.9,0.2,.410,.449,.349,.862,60.5,.077
133,1995,NBA,1,1,GSW,Joe Smith\smithjo02,19.342,F,us,University of Maryland,1996,2011,1030,26.2,10.9,6.4,1.0,0.6,0.8,.455,.458,.238,.790,60.3,.107
134,1988,NBA,2,33,MIA,Grant Long\longgr01,22.114,F,us,Eastern Michigan University,1989,2003,1003,28.4,9.5,6.1,1.7,1.2,0.4,.467,.474,.283,.761,60.1,.101
135,2005,NBA,2,57,PHO,Marcin Gortat\gortama01,21.137,C-F,pl,,2008,2018,759,26.3,10.2,8.1,1.1,0.5,1.1,.552,.553,.150,.678,59.9,.144
136,2001,NBA,1,25,SAC,Gerald Wallace\wallage01,18.344,F,us,University of Alabama,2002,2015,832,29.7,11.9,5.8,2.1,1.4,0.8,.469,.502,.312,.709,59.7,.116
137,1990,NBA,2,29,CHI,Toni Kukoc\kukocto01,21.287,F,hr,,1994,2006,846,26.3,11.6,4.2,3.7,1.0,0.3,.447,.488,.335,.729,59.6,.129
138,1990,NBA,2,45,IND,Antonio Davis\davisan01,21.244,F-C,us,University of Texas at El Paso,1994,2006,903,28.9,10.0,7.5,1.1,0.5,1.0,.448,.449,.087,.727,59.6,.110
139,2007,NBA,1,9,CHI,Joakim Noah\noahjo01,22.128,C,us,University of Florida,2008,2018,625,28.6,8.9,9.3,2.9,0.8,1.3,.490,.492,.000,.699,59.6,.160
140,1994,NBA,1,5,WSB,Juwan Howard\howarju01,21.147,F,us,University of Michigan,1995,2013,1208,30.3,13.4,6.1,2.2,0.7,0.3,.469,.470,.120,.764,59.4,.078
141,2001,NBA,1,5,GSW,Jason Richardson\richaja01,20.163,G,us,Michigan State University,2002,2015,857,34.1,17.1,5.0,2.7,1.2,0.4,.438,.474,.370,.707,59.1,.097
142,1994,NBA,1,4,MIN,Donyell Marshall\marshdo01,21.047,F,us,University of Connecticut,1995,2009,957,26.2,11.2,6.7,1.4,0.8,0.9,.435,.468,.350,.731,59.0,.113
143,2005,NBA,1,2,ATL,Marvin Williams\willima02,19.014,F,us,University of North Carolina,2006,2018,939,28.6,10.5,5.3,1.3,0.8,0.5,.444,.480,.361,.808,58.9,.105
144,2002,NBA,1,3,GSW,Mike Dunleavy\dunlemi02,21.289,F-G,us,Duke University,2003,2017,986,27.7,11.2,4.3,2.2,0.7,0.3,.441,.481,.377,.803,58.5,.103
145,1992,NBA,1,9,PHI,Clarence Weatherspoon\weathcl01,21.295,F,us,University of Southern Mississippi,1993,2005,915,30.3,11.5,7.5,1.5,1.0,0.9,.471,.473,.196,.743,58.4,.101
146,2011,NBA,1,30,CHI,Jimmy Butler\butleji01,21.287,F-G,us,Marquette University,2012,2018,458,32.8,16.4,4.9,3.4,1.5,0.5,.452,.485,.339,.832,58.2,.186
147,2012,NBA,1,6,POR,Damian Lillard\lillada01,21.354,G,us,Weber State University,2013,2018,469,36.4,23.1,4.1,6.2,0.9,0.3,.432,.477,.368,.884,58.2,.164
148,1987,NBA,1,2,PHO,Armen Gilliam\gilliar01,23.030,F-C,us,University of Nevada Las Vegas,1988,2000,929,28.4,13.7,6.9,1.2,0.7,0.7,.489,.490,.000,.776,58.1,.106
149,2008,NBA,1,24,SEA,Serge Ibaka\ibakase01,18.286,F-C,cg,,2010,2018,679,28.9,12.1,7.2,0.7,0.4,2.2,.512,.542,.367,.761,57.8,.141
150,2004,NBA,2,43,NYK,Trevor Ariza\arizatr01,18.364,F,us,University of California Los Angeles,2005,2018,942,29.5,10.5,4.8,2.1,1.5,0.3,.424,.481,.353,.723,57.4,.099
151,2008,NBA,1,26,SAS,George Hill\hillge01,22.059,G,us,Indiana University-Purdue University Indianapolis,2009,2018,666,28.8,11.6,3.2,3.3,0.9,0.3,.453,.493,.383,.800,57.1,.143
152,2006,NBA,1,21,PHO,Rajon Rondo\rondora01,20.131,G,us,University of Kentucky,2007,2018,779,31.8,10.5,4.8,8.5,1.7,0.1,.463,.486,.309,.604,57.0,.111
153,1988,NBA,1,2,IND,Rik Smits\smitsri01,21.315,C,nl,Marist College,1989,2000,867,26.6,14.8,6.1,1.4,0.4,1.3,.507,.508,.115,.773,56.6,.118
154,1985,NBA,2,35,SAS,Tyrone Corbin\corbity01,22.175,G-F,us,DePaul University,1986,2001,1065,26.0,9.2,4.7,1.8,1.2,0.3,.456,.470,.299,.791,56.5,.098
155,1992,NBA,1,24,GSW,Latrell Sprewell\sprewla01,21.295,G,us,University of Alabama,1993,2005,913,38.6,18.3,4.1,4.0,1.4,0.4,.425,.451,.337,.804,56.3,.077
156,2011,NBA,1,15,IND,Kawhi Leonard\leonaka01,19.364,F,us,San Diego State University,2012,2018,407,30.4,16.3,6.2,2.3,1.8,0.7,.495,.537,.386,.846,56.3,.219
157,1990,NBA,1,11,GSW,Tyrone Hill\hillty01,22.105,F,us,Xavier University,1991,2004,801,28.0,9.4,8.6,0.8,0.8,0.5,.502,.503,.000,.643,56.2,.120
158,1993,NBA,2,37,LAL,Nick Van Exel\vanexni01,21.221,G,us,University of Cincinnati,1994,2006,880,32.9,14.4,2.9,6.6,0.8,0.1,.405,.433,.357,.794,55.9,.093
159,2000,NBA,2,43,MIL,Michael Redd\reddmi01,20.314,G,us,Ohio State University,2001,2012,629,32.0,19.0,3.8,2.1,0.9,0.1,.447,.475,.380,.838,55.9,.134
160,1989,NBA,1,3,SAS,Sean Elliott\elliose01,21.151,F,us,University of Arizona,1990,2001,742,33.0,14.2,4.3,2.6,0.8,0.4,.465,.486,.375,.799,55.7,.109
161,1992,NBA,1,17,SEA,Doug Christie\chrisdo01,22.052,G-F,us,Pepperdine University,1993,2007,827,31.5,11.2,4.1,3.6,1.9,0.5,.426,.456,.354,.821,55.7,.102
162,1995,NBA,1,7,TOR,Damon Stoudamire\stoudda01,21.303,G,us,University of Arizona,1996,2008,878,33.2,13.4,3.5,6.1,1.1,0.1,.406,.430,.357,.833,55.4,.091
163,1989,NBA,1,11,ORL,Nick Anderson\anderni01,21.164,F-G,us,University of Illinois at Urbana-Champaign,1990,2002,800,31.2,14.4,5.1,2.6,1.4,0.5,.446,.485,.356,.667,55.3,.106
164,1993,NBA,1,11,DET,Allan Houston\houstal01,22.077,G,us,University of Tennessee,1994,2005,839,33.7,17.3,2.9,2.4,0.7,0.2,.444,.460,.402,.863,55.3,.094
165,1988,NBA,1,1,LAC,Danny Manning\mannida01,22.048,F-C,us,University of Kansas,1989,2003,883,27.4,14.0,5.2,2.3,1.1,0.9,.511,.517,.206,.729,55.1,.109
166,2001,NBA,2,38,DET,Mehmet Okur\okurme01,22.038,C-F,tr,,2003,2012,634,29.1,13.5,7.0,1.7,0.5,0.7,.458,.484,.375,.797,54.7,.142
167,1994,NBA,1,8,SAC,Brian Grant\grantbr01,22.121,F,us,Xavier University,1995,2006,756,28.3,10.5,7.4,1.2,0.6,0.7,.490,.491,.214,.746,54.5,.122
168,2005,NBA,2,45,PHI,Louis Williams\willilo02,18.249,G,us,,2006,2018,861,24.4,13.7,2.1,3.1,0.9,0.2,.420,.461,.348,.834,54.3,.124
169,2005,NBA,2,56,DET,Amir Johnson\johnsam01,18.063,F-C,us,,2006,2018,819,21.7,7.2,5.5,1.2,0.6,1.0,.572,.588,.337,.670,54.2,.146
170,1999,NBA,1,2,VAN,Steve Francis\francst01,22.134,G,us,University of Maryland,2000,2008,576,37.6,18.1,5.6,6.0,1.5,0.4,.429,.451,.341,.797,54.1,.120
171,1987,NBA,1,12,WSB,Muggsy Bogues\boguemu01,22.169,G,us,Wake Forest University,1988,2001,889,28.6,7.7,2.6,7.6,1.5,0.0,.458,.470,.278,.827,54.0,.102
172,2009,NBA,1,9,TOR,DeMar DeRozan\derozde01,19.327,G-F,us,University of Southern California,2010,2018,675,34.1,19.7,4.1,3.1,1.0,0.3,.448,.467,.289,.827,54.0,.113
173,2004,NBA,1,5,WAS,Devin Harris\harride01,21.123,G,us,University of Wisconsin,2005,2018,917,25.0,11.1,2.2,4.1,1.1,0.2,.434,.481,.327,.798,53.4,.112
174,2008,NBA,1,10,NJN,Brook Lopez\lopezbr01,20.091,C,us,Stanford University,2009,2018,636,31.2,17.9,6.8,1.6,0.6,1.7,.502,.517,.335,.789,53.4,.129
175,2010,NBA,1,10,IND,Paul George\georgpa01,20.058,F,us,California State University Fresno,2011,2018,527,33.4,18.6,6.2,3.2,1.7,0.4,.432,.468,.376,.844,53.4,.146
176,1999,NBA,1,6,MIN,Wally Szczerbiak\szczewa02,22.122,F,es,Miami University,2000,2009,651,30.8,14.1,4.0,2.4,0.6,0.2,.485,.505,.406,.860,53.3,.127
177,2006,NBA,1,11,ORL,J.J. Redick\redicjj01,22.009,G,us,Duke University,2007,2018,760,25.4,12.4,2.0,2.0,0.5,0.1,.449,.482,.415,.890,53.1,.132
178,1996,NBA,1,10,IND,Erick Dampier\dampier01,20.353,C,us,Mississippi State University,1997,2012,987,24.3,7.4,7.1,0.8,0.3,1.4,.498,.499,.125,.626,52.7,.105
179,2007,NBA,1,12,PHI,Thaddeus Young\youngth01,19.011,F,us,Georgia Institute of Technology,2008,2018,820,30.7,13.4,5.9,1.6,1.5,0.4,.499,.521,.326,.675,52.7,.100
180,2003,NBA,1,7,CHI,Kirk Hinrich\hinriki01,22.180,G,us,University of Kansas,2004,2016,879,30.7,10.9,2.9,4.8,1.1,0.3,.411,.432,.375,.800,52.5,.093
181,1995,NBA,1,3,PHI,Jerry Stackhouse\stackje01,20.240,G-F,us,University of North Carolina,1996,2013,970,31.2,16.9,3.2,3.3,0.9,0.5,.409,.441,.309,.822,52.4,.083
182,1998,NBA,2,41,HOU,Cuttino Mobley\moblecu01,22.302,G,us,University of Rhode Island,1999,2009,747,37.0,16.0,3.9,2.7,1.2,0.4,.433,.455,.378,.835,52.2,.091
183,1999,NBA,1,18,DEN,James Posey\poseyja01,22.173,F-G,us,Xavier University,2000,2011,864,26.9,8.6,4.7,1.6,1.1,0.3,.410,.467,.349,.820,51.6,.107
184,2003,NBA,1,21,ATL,Boris Diaw\diawbo01,21.076,F-C,fr,,2004,2017,1064,27.0,8.6,4.4,3.5,0.6,0.5,.493,.529,.336,.717,51.6,.086
185,2001,NBA,1,26,PHI,Samuel Dalembert\dalemsa01,20.053,C,ht,Seton Hall University,2002,2015,886,24.4,7.7,7.8,0.5,0.5,1.7,.521,.522,.083,.706,51.3,.114
186,2001,NBA,2,31,GSW,Gilbert Arenas\arenagi01,19.177,G,us,University of Arizona,2002,2012,552,35.1,20.7,3.9,5.3,1.6,0.2,.421,.458,.351,.803,51.3,.127
187,2004,NBA,1,17,ATL,Josh Smith\smithjo03,18.206,F,us,,2005,2018,894,32.4,14.5,7.4,3.1,1.2,1.9,.452,.480,.285,.632,51.0,.084
188,2002,NBA,1,10,MIA,Caron Butler\butleca01,22.110,F,us,University of Connecticut,2003,2016,881,32.2,14.1,5.0,2.3,1.3,0.2,.434,.456,.348,.847,50.9,.086
189,2006,NBA,1,8,HOU,Rudy Gay\gayru01,19.320,F,us,University of Connecticut,2007,2018,810,34.6,17.9,5.9,2.2,1.3,0.8,.453,.480,.343,.795,50.5,.086
190,2008,NBA,1,25,HOU,Nicolas Batum\batumni01,19.199,F-G,fr,,2009,2018,692,31.6,12.1,5.3,3.8,1.0,0.6,.434,.502,.355,.839,50.4,.111
191,1986,NBA,2,29,CLE,Johnny Newman\newmajo01,22.207,F-G,us,University of Richmond,1987,2002,1159,24.5,11.0,2.2,1.5,0.9,0.2,.461,.489,.336,.810,50.3,.085
192,2001,NBA,1,14,GSW,Troy Murphy\murphtr01,21.061,F-C,us,University of Notre Dame,2002,2013,729,27.3,10.8,7.8,1.5,0.7,0.4,.445,.464,.388,.785,50.3,.121
193,2003,NBA,2,42,ORL,Zaza Pachulia\pachuza01,19.141,C,ge,,2004,2018,1030,20.7,6.9,5.9,1.3,0.7,0.4,.470,.473,.000,.750,50.3,.113
194,2005,NBA,1,1,MIL,Andrew Bogut\bogutan01,20.217,C,au,University of Utah,2006,2018,694,28.4,9.8,8.7,2.2,0.6,1.6,.535,.537,.120,.556,50.3,.122
195,1986,NBA,2,30,SEA,Nate McMillan\mcmilna01,21.323,G-F,us,North Carolina State University,1987,1998,796,25.7,5.9,4.0,6.1,1.9,0.4,.443,.470,.343,.650,50.2,.118
196,1989,NBA,1,16,SEA,Dana Barros\barroda01,22.081,G,us,Boston College,1990,2004,850,22.9,10.5,1.9,3.3,0.9,0.1,.460,.488,.411,.858,49.6,.122
197,2008,NBA,2,45,SAS,Goran Dragic\dragigo01,22.057,G,si,,2009,2018,722,28.0,13.7,3.1,4.8,1.0,0.2,.469,.510,.364,.762,49.4,.117
198,2011,NBA,1,1,CLE,Kyrie Irving\irvinky01,19.096,G,au,Duke University,2012,2018,441,33.9,22.0,3.4,5.5,1.3,0.3,.462,.493,.388,.875,49.3,.158
199,1985,NBA,7,160,MIL,Mario Elie\eliema01,21.210,G-F,us,American International College,1991,2001,732,25.5,8.6,2.8,2.6,0.9,0.2,.473,.530,.365,.854,48.9,.126
200,2010,NBA,1,7,DET,Greg Monroe\monrogr01,20.025,C-F,us,Georgetown University,2011,2018,589,28.9,13.7,8.6,2.3,1.1,0.6,.515,.516,.000,.707,48.6,.137
201,2005,NBA,1,17,IND,Danny Granger\grangda01,22.075,F,us,University of New Mexico,2006,2015,586,31.5,16.8,4.9,1.9,1.0,0.8,.434,.463,.380,.848,48.5,.126
202,2004,NBA,1,20,DEN,Jameer Nelson\nelsoja01,22.141,G,us,Saint Joseph's University,2005,2018,878,27.9,11.3,3.0,5.1,0.9,0.1,.436,.474,.368,.810,48.3,.094
203,2000,NBA,1,1,NJN,Kenyon Martin\martike01,22.186,F,us,University of Cincinnati,2001,2015,757,30.6,12.3,6.8,1.9,1.2,1.1,.483,.492,.234,.629,48.0,.100
204,1995,NBA,1,18,DET,Theo Ratliff\ratlith01,22.077,C-F,us,University of Wyoming,1996,2011,810,25.3,7.2,5.7,0.6,0.5,2.4,.496,.496,.000,.710,47.9,.112
205,1985,NBA,1,4,SEA,Xavier McDaniel\mcdanxa01,22.020,F,us,Wichita State University,1986,1998,870,29.0,15.6,6.1,2.0,0.9,0.5,.485,.491,.261,.718,47.8,.091
206,1990,NBA,1,5,CHH,Kendall Gill\gillke01,22.038,G,us,University of Illinois at Urbana-Champaign,1991,2005,966,30.5,13.4,4.1,3.0,1.6,0.4,.434,.448,.300,.754,47.8,.078
207,1999,NBA,1,21,GSW,Jeff Foster\fosteje01,22.170,F-C,us,Texas State University,2000,2012,764,20.6,4.9,6.9,0.9,0.7,0.4,.497,.504,.130,.615,47.5,.145
208,1993,NBA,2,45,UTA,Bryon Russell\russebr01,22.187,F,us,California State University Long Beach,1994,2006,841,23.5,7.9,3.5,1.3,1.0,0.2,.431,.465,.369,.750,47.4,.115
209,1985,NBA,4,77,ATL,Arvydas Sabonis\sabonar01,20.186,C,lt,,1996,2003,470,24.2,12.0,7.3,2.1,0.8,1.1,.500,.520,.328,.786,47.3,.200
210,1986,NBA,1,24,POR,Arvydas Sabonis\sabonar01,21.185,C,lt,,1996,2003,470,24.2,12.0,7.3,2.1,0.8,1.1,.500,.520,.328,.786,47.3,.200
211,1988,NBA,2,50,PHO,Steve Kerr\kerrst01,22.280,G,lb,University of Arizona,1989,2003,910,17.8,6.0,1.2,1.8,0.5,0.1,.479,.494,.454,.864,47.2,.140
212,1994,NBA,1,13,DEN,Jalen Rose\roseja01,21.155,G-F,us,University of Michigan,1995,2007,923,30.3,14.3,3.5,3.8,0.8,0.3,.443,.464,.355,.801,47.2,.081
213,1993,NBA,1,8,MIL,Vin Baker\bakervi01,21.225,F,us,University of Hartford,1994,2006,791,32.5,15.0,7.4,1.9,0.7,1.0,.485,.490,.215,.638,47.0,.088
214,1997,NBA,1,4,VAN,Antonio Daniels\daniean01,22.104,G,us,Bowling Green State University,1998,2011,872,22.6,7.6,1.8,3.4,0.6,0.1,.444,.483,.311,.793,47.0,.115
215,2008,NBA,1,21,NJN,Ryan Anderson\anderry01,20.056,F,us,University of California,2009,2018,622,26.4,12.8,5.4,0.9,0.5,0.3,.423,.471,.382,.855,47.0,.137
216,1985,NBA,3,66,SAC,Michael Adams\adamsmi01,22.156,G,us,Boston College,1986,1996,653,31.3,14.7,2.9,6.4,1.7,0.1,.415,.462,.332,.849,46.9,.110
217,1987,NBA,1,6,SAC,Kenny Smith\smithke01,22.111,G,us,University of North Carolina,1988,1997,737,30.1,12.8,2.0,5.5,1.0,0.1,.480,.503,.399,.829,46.8,.101
218,1987,NBA,1,8,CHI,Olden Polynice\polynol01,22.218,C-F,ht,University of Virginia,1988,2004,1058,23.5,7.8,6.7,0.7,0.5,0.6,.505,.507,.192,.535,46.8,.090
219,2004,NBA,1,18,NOH,J.R. Smith\smithjr01,18.293,G-F,us,,2005,2018,960,27.1,12.6,3.2,2.1,1.0,0.2,.419,.464,.374,.732,46.6,.086
220,2004,NBA,2,30,ORL,Anderson Varejao\varejan01,21.275,F-C,br,,2005,2017,627,24.0,7.3,7.2,1.2,0.9,0.6,.510,.516,.024,.631,46.4,.148
221,2012,NBA,1,9,DET,Andre Drummond\drumman01,18.327,C,us,University of Connecticut,2013,2018,463,30.4,13.6,13.4,1.1,1.3,1.5,.545,.547,.167,.421,46.4,.158
222,2009,NBA,1,19,ATL,Jeff Teague\teaguje01,21.020,G,us,Wake Forest University,2010,2018,670,27.6,12.7,2.5,5.7,1.2,0.3,.447,.476,.357,.844,46.1,.120
223,1985,NBA,1,2,IND,Wayman Tisdale\tisdawa01,21.014,F-C,us,University of Oklahoma,1986,1997,840,28.4,15.3,6.1,1.3,0.6,0.6,.505,.506,.000,.760,45.7,.092
224,2002,NBA,2,56,SAS,Luis Scola\scolalu01,22.062,F,ar,,2008,2017,743,25.6,12.0,6.7,1.6,0.6,0.3,.493,.499,.339,.740,45.7,.115
225,2011,NBA,2,60,SAC,Isaiah Thomas\thomais02,22.141,G,us,University of Washington,2012,2018,473,29.8,18.9,2.6,5.1,0.9,0.1,.439,.488,.361,.877,45.6,.155
226,2004,NBA,1,2,CHA,Emeka Okafor\okafoem01,21.275,C-F,us,University of Connecticut,2005,2018,616,30.9,12.0,9.7,0.8,0.7,1.6,.512,.512,.000,.586,45.3,.114
227,1989,NBA,1,18,CHI,B.J. Armstrong\armstbj01,21.297,G,us,University of Iowa,1990,2000,747,23.8,9.8,1.8,3.3,0.7,0.1,.477,.487,.425,.856,45.0,.121
228,1996,NBA,1,8,NJN,Kerry Kittles\kittlke01,22.020,G,us,Villanova University,1997,2005,507,33.4,14.1,3.9,2.6,1.6,0.4,.439,.463,.378,.780,44.8,.127
229,2009,NBA,1,26,CHI,Taj Gibson\gibsota01,24.007,F,us,University of Southern California,2010,2018,667,26.1,9.7,6.4,1.0,0.6,1.2,.506,.511,.157,.703,44.8,.124
230,1991,NBA,1,24,BOS,Rick Fox\foxri01,21.342,F-G,ca,University of North Carolina,1992,2004,930,25.5,9.6,3.8,2.8,1.0,0.4,.450,.492,.349,.770,44.7,.090
231,2003,NBA,1,12,SEA,Nick Collison\collini01,22.248,F,us,University of Kansas,2005,2018,910,20.4,5.9,5.2,1.0,0.5,0.5,.534,.542,.208,.723,44.5,.115
232,1994,NBA,1,23,PHO,Wesley Person\persowe01,23.099,G,us,Auburn University,1995,2005,733,28.3,11.2,3.3,1.7,0.8,0.3,.457,.484,.418,.778,44.0,.102
233,1997,NBA,1,13,CLE,Derek Anderson\anderde01,22.348,G,us,University of Kentucky,1998,2008,615,29.2,12.0,3.2,3.4,1.1,0.1,.408,.440,.341,.853,43.9,.117
234,2002,NBA,1,4,MEM,Drew Gooden\goodedr01,20.280,F,us,University of Kansas,2003,2016,790,25.5,11.0,7.1,1.1,0.7,0.6,.462,.471,.257,.760,43.9,.105
235,1991,NBA,1,9,ATL,Stacey Augmon\augmost01,22.334,F-G,us,University of Nevada Las Vegas,1992,2006,1001,21.6,8.0,3.2,1.6,1.0,0.3,.469,.473,.152,.728,43.8,.097
236,2001,NBA,1,20,CLE,Brendan Haywood\haywobr01,21.218,C,us,University of North Carolina,2002,2015,816,22.9,6.8,6.0,0.5,0.4,1.4,.528,.528,.000,.587,43.8,.113
237,1993,NBA,1,4,DAL,Jamal Mashburn\mashbja01,20.218,F,us,University of Kentucky,1994,2004,611,37.3,19.1,5.4,4.0,1.0,0.2,.418,.439,.345,.766,43.7,.092
238,1995,NBA,2,43,MIL,Eric Snow\snower01,22.070,G,us,Michigan State University,1996,2008,846,27.3,6.8,2.5,5.0,1.2,0.1,.424,.436,.208,.763,43.4,.090
239,2010,NBA,1,1,WAS,John Wall\walljo01,19.296,G,us,University of Kentucky,2011,2018,541,35.9,18.9,4.4,9.2,1.7,0.7,.432,.454,.327,.786,43.2,.107
240,2009,NBA,1,21,NOH,Darren Collison\collida01,21.312,G,us,University of California Los Angeles,2010,2018,632,29.5,12.7,2.6,4.9,1.1,0.2,.472,.495,.393,.855,43.1,.111
241,2010,NBA,1,9,UTA,Gordon Hayward\haywago01,20.098,F-G,us,Butler University,2011,2018,517,31.3,15.6,4.2,3.4,1.0,0.4,.444,.478,.368,.820,43.0,.128
242,2002,NBA,2,46,MEM,Matt Barnes\barnema02,22.114,F,us,University of California Los Angeles,2004,2017,929,23.6,8.2,4.6,1.8,0.8,0.5,.436,.522,.335,.745,42.8,.093
243,2005,NBA,2,33,NOH,Brandon Bass\bassbr01,20.064,F,us,Louisiana State University,2006,2017,758,21.6,8.7,4.5,0.8,0.4,0.6,.499,.502,.207,.832,42.8,.125
244,1985,NBA,1,10,PHO,Ed Pinckney\pincked01,22.089,F,us,Villanova University,1986,1997,793,19.8,6.8,5.0,0.9,0.8,0.5,.535,.538,.000,.765,42.7,.130
245,1998,NBA,1,25,IND,Al Harrington\harrial01,18.132,F,us,,1999,2014,981,28.6,13.5,5.6,1.7,0.9,0.3,.444,.474,.352,.727,42.5,.073
246,2008,NBA,1,6,NYK,Danilo Gallinari\gallida01,19.327,F,it,,2009,2018,481,31.2,15.3,4.7,2.0,0.8,0.4,.419,.461,.367,.865,42.2,.135
247,2009,NBA,1,18,MIN,Ty Lawson\lawsoty01,21.240,G,us,University of North Carolina,2010,2017,551,29.2,12.7,2.7,6.0,1.2,0.1,.460,.493,.359,.770,42.1,.126
248,1998,NBA,1,15,ORL,Matt Harpring\harprma01,22.029,F,us,Georgia Institute of Technology,1999,2009,665,26.4,11.5,5.1,1.4,0.7,0.2,.481,.493,.333,.753,41.9,.114
249,2005,NBA,2,40,GSW,Monta Ellis\ellismo01,19.250,G,us,,2006,2017,833,34.8,17.8,3.5,4.6,1.7,0.3,.451,.482,.314,.772,41.9,.069
250,2005,NBA,2,36,MIL,Ersan Ilyasova\ilyaser01,18.049,F,tr,,2007,2018,678,24.5,11.0,5.9,1.2,0.7,0.4,.443,.481,.366,.770,41.8,.121
251,1985,NBA,3,54,HOU,Sam Mitchell\mitchsa01,21.295,F,us,Mercer University,1990,2002,994,22.4,8.7,3.7,1.1,0.6,0.3,.447,.456,.223,.784,41.7,.090
252,1997,NBA,1,2,PHI,Keith Van Horn\vanhoke01,21.251,F,us,University of Utah,1998,2006,575,31.6,16.0,6.8,1.6,0.8,0.5,.443,.466,.361,.835,41.7,.110
253,2010,NBA,1,5,SAC,DeMarcus Cousins\couside01,19.320,C-F,us,University of Kentucky,2011,2018,535,32.3,21.5,11.0,3.2,1.4,1.2,.460,.474,.338,.737,41.6,.115
254,1986,NBA,1,11,DET,John Salley\sallejo01,22.037,F-C,us,Georgia Institute of Technology,1987,2000,748,22.1,7.0,4.5,1.2,0.6,1.3,.506,.507,.214,.714,41.5,.121
255,1986,NBA,1,15,UTA,Dell Curry\curryde01,21.362,G,us,Virginia Polytechnic Institute and State University,1987,2002,1083,21.7,11.7,2.4,1.8,0.9,0.2,.457,.478,.402,.843,41.5,.085
256,2010,NBA,1,3,NJN,Derrick Favors\favorde01,18.349,F-C,us,Georgia Institute of Technology,2011,2018,556,26.1,11.6,7.2,1.1,0.8,1.3,.517,.523,.202,.663,41.5,.138
257,2011,NBA,1,11,GSW,Klay Thompson\thompkl01,21.140,G-F,us,Washington State University,2012,2018,537,32.9,19.2,3.4,2.3,0.9,0.5,.458,.486,.422,.852,41.5,.113
258,2011,NBA,1,5,TOR,Jonas Valanciunas\valanjo01,19.052,C,lt,,2013,2018,440,25.5,11.7,8.5,0.7,0.4,1.0,.558,.562,.397,.785,41.2,.176
259,2011,NBA,1,9,CHA,Kemba Walker\walkeke02,21.051,G,us,University of Connecticut,2012,2018,523,33.9,18.9,3.7,5.4,1.3,0.4,.415,.445,.358,.834,41.2,.111
260,1988,NBA,1,3,PHI,Charles Smith\smithch01,22.353,F-C,us,University of Pittsburgh,1989,1997,564,29.0,14.4,5.8,1.4,0.8,1.4,.475,.479,.194,.774,40.9,.120
261,1993,NBA,1,2,PHI,Shawn Bradley\bradlsh01,21.105,C,de,Brigham Young University,1994,2005,832,23.5,8.1,6.3,0.7,0.6,2.5,.457,.459,.103,.716,40.7,.100
262,1988,NBA,2,29,SAC,Vinny Del Negro\delnevi01,21.329,G,us,North Carolina State University,1989,2002,771,24.9,9.1,2.3,3.2,0.7,0.1,.475,.489,.359,.840,40.6,.101
263,1990,NBA,2,48,PHO,Cedric Ceballos\cebalce01,20.334,F,us,California State University Fullerton,1991,2001,609,24.2,14.3,5.3,1.2,0.7,0.3,.500,.524,.309,.753,40.4,.132
264,2007,NBA,1,22,CHA,Jared Dudley\dudleja01,21.358,F-G,us,Boston College,2008,2018,788,23.4,8.0,3.3,1.6,0.8,0.2,.467,.518,.396,.733,40.3,.105
265,1985,NBA,4,87,DET,Spud Webb\webbsp01,21.346,G,us,North Carolina State University,1986,1998,814,24.9,9.9,2.1,5.3,1.1,0.1,.452,.478,.314,.848,40.2,.095
266,1992,NBA,1,6,WSB,Tom Gugliotta\guglito01,22.193,F,us,North Carolina State University,1993,2005,763,30.9,13.0,7.3,2.8,1.4,0.6,.451,.467,.284,.757,40.2,.082
267,2008,NBA,1,15,PHO,Robin Lopez\lopezro01,20.091,C,us,Stanford University,2009,2018,692,23.2,9.0,5.4,0.8,0.3,1.2,.527,.528,.200,.760,40.2,.120
268,1994,NBA,1,17,POR,Aaron McKie\mckieaa01,21.275,G,us,Temple University,1995,2007,793,24.2,7.4,3.3,2.7,1.2,0.2,.438,.461,.350,.779,40.0,.100
269,2003,NBA,2,47,UTA,Mo Williams\willima01,20.194,G,us,University of Alabama,2004,2016,818,29.2,13.2,2.8,4.9,0.9,0.1,.434,.460,.378,.871,40.0,.080
270,1998,NBA,1,17,MIN,Rasho Nesterovic\nestera01,22.030,C,si,,1999,2010,811,22.2,6.8,5.1,1.0,0.4,1.2,.502,.503,.077,.585,39.9,.107
