,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
271,1994,NBA,1,1,MIL,Glenn Robinson\robingl01,21.175,F,us,Purdue University,1995,2005,688,36.8,20.7,6.1,2.7,1.2,0.6,.459,.480,.340,.820,39.8,.075
272,2005,NBA,1,5,CHA,Raymond Felton\feltora01,21.007,G,us,University of North Carolina,2006,2018,938,30.3,11.4,3.0,5.4,1.2,0.2,.412,.445,.329,.789,39.5,.067
273,1998,NBA,1,3,DEN,Raef LaFrentz\lafrera01,22.031,F-C,us,University of Kansas,1999,2008,563,25.8,10.1,6.1,1.1,0.5,1.6,.466,.505,.363,.711,39.4,.130
274,2012,NBA,2,35,GSW,Draymond Green\greendr01,22.122,F,us,Michigan State University,2013,2018,467,27.7,9.3,6.9,4.6,1.4,1.1,.438,.505,.327,.707,39.0,.145
275,1986,NBA,1,4,IND,Chuck Person\persoch01,21.360,F,us,Auburn University,1987,2000,943,30.7,14.7,5.1,2.8,0.7,0.2,.458,.495,.362,.723,38.9,.065
276,1987,NBA,1,22,BOS,Reggie Lewis\lewisre01,21.218,G-F,us,Northeastern University,1988,1993,450,32.6,17.6,4.3,2.6,1.3,0.9,.488,.494,.200,.824,38.9,.127
277,2013,NBA,1,15,MIL,Giannis Antetokounmpo\antetgi01,18.208,F-G,gr,,2014,2018,393,32.7,17.2,7.5,3.8,1.2,1.3,.506,.537,.284,.746,38.9,.145
278,1993,NBA,1,9,DEN,Rodney Rogers\rogerro01,22.016,F,us,Wake Forest University,1994,2005,866,25.3,10.9,4.5,2.0,1.0,0.5,.451,.486,.347,.690,38.8,.085
279,2005,NBA,1,8,NYK,Channing Frye\fryech01,22.048,C-F,us,University of Arizona,2006,2018,854,22.8,9.0,4.6,1.0,0.5,0.6,.442,.478,.387,.823,38.8,.096
280,2004,NBA,1,25,BOS,Tony Allen\allento01,22.170,G-F,us,Oklahoma State University,2005,2018,820,22.0,8.1,3.5,1.3,1.4,0.4,.475,.492,.282,.709,38.7,.103
281,1998,NBA,1,7,SAC,Jason Williams\willija02,22.224,G,us,University of Florida,1999,2011,788,29.4,10.5,2.3,5.9,1.2,0.1,.398,.467,.327,.813,38.5,.080
282,2003,NBA,2,45,CHI,Matt Bonner\bonnema01,23.087,F,us,University of Florida,2005,2016,792,16.9,5.8,3.0,0.7,0.4,0.3,.464,.516,.414,.780,38.5,.138
283,2013,NBA,1,27,DEN,Rudy Gobert\goberru01,21.006,C,fr,,2014,2018,325,28.0,10.0,10.0,1.2,0.6,2.2,.614,.615,.000,.629,38.5,.203
284,2008,NBA,1,22,ORL,Courtney Lee\leeco01,22.272,G,us,Western Kentucky University,2009,2018,753,28.1,10.0,2.7,1.7,1.0,0.3,.451,.483,.389,.856,38.2,.087
285,1996,NBA,1,6,BOS,Antoine Walker\walkean02,19.323,F,us,University of Kentucky,1997,2008,893,35.3,17.5,7.7,3.5,1.2,0.5,.414,.450,.325,.633,38.1,.058
286,2003,NBA,1,29,DAL,Josh Howard\howarjo01,23.064,F-G,us,Wake Forest University,2004,2013,507,30.3,14.3,5.7,1.6,1.0,0.5,.448,.471,.332,.770,38.0,.119
287,1996,NBA,1,26,DET,Jerome Williams\willije01,23.053,F,us,Georgetown University,1997,2005,587,21.7,6.6,6.4,0.8,1.1,0.2,.502,.506,.038,.645,37.9,.143
288,1993,NBA,1,23,SEA,Ervin Johnson\johnser02,25.198,C,us,University of New Orleans,1994,2006,845,20.1,4.1,6.1,0.5,0.6,1.3,.505,.507,.200,.605,37.8,.107
289,1993,NBA,1,22,CLE,Chris Mills\millsch01,23.162,F,us,University of Arizona,1994,2003,568,30.4,11.2,4.9,1.9,0.7,0.4,.432,.455,.351,.817,37.7,.105
290,1988,NBA,1,4,NJN,Chris Morris\morrich01,22.165,F,us,Auburn University,1989,1999,747,25.1,11.0,4.7,1.6,1.2,0.7,.441,.480,.306,.739,37.4,.096
291,2003,NBA,1,28,SAS,Leandro Barbosa\barbole01,20.215,G,br,,2004,2017,850,21.6,10.6,2.0,2.1,0.8,0.1,.459,.498,.387,.821,37.4,.098
292,2005,NBA,1,10,LAL,Andrew Bynum\bynuman01,17.249,C,us,,2006,2014,418,25.6,11.5,7.7,1.2,0.3,1.6,.556,.557,.111,.690,37.4,.168
293,2006,NBA,1,6,MIN,Brandon Roy\roybr01,21.345,G,us,University of Washington,2007,2013,326,35.5,18.8,4.3,4.7,1.0,0.2,.459,.485,.348,.800,37.4,.155
294,2011,NBA,1,4,CLE,Tristan Thompson\thomptr01,20.107,F-C,ca,University of Texas at Austin,2012,2018,519,27.8,9.0,8.4,0.8,0.5,0.7,.518,.519,.000,.608,37.4,.124
295,1988,NBA,1,9,MIA,Rony Seikaly\seikaro01,23.055,C,lb,Syracuse University,1989,1999,678,31.6,14.7,9.5,1.3,0.7,1.3,.484,.485,.188,.679,37.3,.084
296,1992,NBA,1,21,BOS,Jon Barry\barryjo01,22.340,G,us,Georgia Institute of Technology,1993,2006,821,16.9,5.7,1.8,2.2,0.9,0.1,.434,.470,.392,.848,37.2,.129
297,2006,NBA,1,13,PHI,Thabo Sefolosha\sefolth01,22.062,G-F,ch,,2007,2018,778,23.2,6.1,3.9,1.5,1.1,0.4,.449,.500,.347,.737,37.2,.099
298,2005,NBA,1,22,DEN,Jarrett Jack\jackja01,21.249,G,us,Georgia Institute of Technology,2006,2018,867,27.8,10.8,2.9,4.6,0.8,0.1,.440,.470,.343,.855,36.8,.073
299,2007,NBA,1,5,BOS,Jeff Green\greenje02,20.309,F,us,Georgetown University,2008,2018,783,30.3,13.2,4.6,1.6,0.7,0.5,.438,.477,.332,.799,36.6,.074
300,1988,NBA,1,12,WSB,Harvey Grant\grantha01,23.000,F,us,University of Oklahoma,1989,1999,783,26.2,9.9,4.4,1.6,0.8,0.5,.469,.476,.267,.709,36.4,.085
301,1997,NBA,1,5,DEN,Tony Battie\battito01,21.140,C-F,us,Texas Tech University,1998,2012,837,21.1,6.1,5.1,0.6,0.5,0.9,.488,.494,.162,.690,36.4,.099
302,1997,NBA,2,42,PHO,Stephen Jackson\jacksst02,19.086,F-G,us,Butler County Community College,2001,2014,858,31.9,15.1,3.9,3.1,1.3,0.4,.414,.456,.333,.798,36.1,.063
303,2003,NBA,1,14,SEA,Luke Ridnour\ridnolu01,22.138,G,us,University of Oregon,2004,2015,830,26.1,9.3,2.3,4.5,1.0,0.2,.431,.458,.349,.862,36.0,.080
304,1991,NBA,1,12,NYK,Greg Anthony\anthogr01,23.229,G,us,University of Nevada Las Vegas,1992,2002,757,20.9,7.3,1.9,4.0,1.2,0.1,.403,.434,.349,.733,35.9,.109
305,2007,NBA,2,31,SEA,Carl Landry\landrca01,23.288,F,us,Purdue University,2008,2016,513,22.5,10.8,4.9,0.7,0.4,0.4,.535,.537,.300,.785,35.9,.149
306,2008,NBA,1,17,TOR,Roy Hibbert\hibbero01,21.203,C,us,Georgetown University,2009,2017,662,24.8,10.0,6.3,1.3,0.4,1.7,.465,.466,.250,.755,35.9,.105
307,2011,NBA,1,22,DEN,Kenneth Faried\farieke01,21.221,F,us,Morehead State University,2012,2018,441,24.9,11.4,8.2,1.0,0.8,0.8,.543,.546,.100,.655,35.9,.157
308,1990,NBA,1,13,LAC,Loy Vaught\vaughlo01,22.126,F,us,University of Michigan,1991,2001,689,24.7,10.1,7.1,0.9,0.7,0.3,.504,.508,.244,.718,35.8,.101
309,1992,NBA,1,4,DAL,Jim Jackson\jacksji01,21.259,G,us,Ohio State University,1993,2006,885,32.8,14.3,4.7,3.2,0.8,0.2,.428,.445,.365,.825,35.8,.059
310,2000,NBA,1,21,TOR,Morris Peterson\petermo01,22.312,F,us,Michigan State University,2001,2011,711,27.2,10.7,3.5,1.5,0.9,0.2,.418,.450,.373,.773,35.7,.089
311,2010,NBA,1,13,TOR,Ed Davis\davised01,21.024,F,us,University of North Carolina,2011,2018,559,20.6,6.6,6.5,0.8,0.5,0.9,.564,.565,.000,.579,35.5,.148
312,1997,NBA,1,7,NJN,Tim Thomas\thomati01,20.124,F,us,Villanova University,1998,2010,824,25.9,11.5,4.1,1.5,0.7,0.4,.437,.470,.369,.758,35.2,.079
313,1998,NBA,2,31,LAL,Ruben Patterson\patteru01,22.334,F,us,University of Cincinnati,1999,2008,649,24.6,10.7,4.2,1.8,1.2,0.4,.517,.530,.179,.641,35.1,.106
314,2008,NBA,1,9,CHA,D.J. Augustin\augusdj01,20.234,G,us,University of Texas at Austin,2009,2018,726,23.6,9.6,1.8,3.8,0.6,0.0,.407,.430,.376,.863,35.0,.098
315,2015,NBA,1,1,MIN,Karl-Anthony Towns\townska01,19.227,C-F,us,University of Kentucky,2016,2018,246,34.9,21.6,11.7,2.4,0.7,1.4,.543,.575,.387,.836,34.9,.196
316,1989,NBA,1,2,LAC,Danny Ferry\ferryda01,22.259,F,us,Duke University,1991,2003,917,19.8,7.0,2.8,1.3,0.4,0.3,.446,.470,.393,.840,34.8,.092
317,1995,NBA,1,13,SAC,Corliss Williamson\willico02,21.211,F,us,University of Arkansas,1996,2007,822,22.8,11.1,3.9,1.2,0.6,0.3,.490,.492,.136,.714,34.7,.089
318,1998,NBA,1,29,UTA,Nazr Mohammed\mohamna01,20.297,C,us,University of Kentucky,1999,2016,1005,15.8,5.8,4.7,0.4,0.4,0.6,.486,.487,.000,.640,34.3,.104
319,2008,NBA,1,1,CHI,Derrick Rose\rosede01,19.270,G,us,University of Memphis,2009,2018,495,33.8,18.9,3.6,5.7,0.8,0.4,.451,.479,.296,.822,34.2,.098
320,2011,NBA,1,3,UTA,Enes Kanter\kanteen01,19.038,C,ch,,2012,2018,516,21.9,11.7,7.3,0.7,0.4,0.5,.539,.545,.294,.779,34.1,.145
321,1985,NBA,2,47,NYK,Gerald Wilkins\wilkige01,21.286,G-F,us,University of Tennessee at Chattanooga,1986,1999,900,29.0,13.0,2.9,3.0,1.0,0.2,.450,.469,.316,.745,33.9,.062
322,1992,NBA,1,7,SAC,Walt Williams\williwa02,22.075,F-G,us,University of Maryland,1993,2003,708,26.6,11.8,3.9,2.3,0.9,0.6,.425,.451,.379,.743,33.9,.087
323,2002,NBA,1,26,SAS,John Salmons\salmojo01,22.202,G,us,University of Miami,2003,2015,895,26.4,9.3,2.9,2.4,0.8,0.3,.431,.457,.366,.799,33.9,.069
324,1995,NBA,1,28,UTA,Greg Ostertag\ostergr01,22.119,C,us,University of Kansas,1996,2006,756,19.5,4.6,5.5,0.6,0.3,1.7,.486,.487,.100,.569,33.8,.110
325,2009,NBA,1,17,PHI,Jrue Holiday\holidjr01,19.018,G,us,University of California Los Angeles,2010,2018,585,32.8,14.9,3.7,6.2,1.5,0.4,.450,.479,.360,.788,33.7,.084
326,2007,NBA,1,27,DET,Arron Afflalo\afflaar01,21.261,G,us,University of California Los Angeles,2008,2018,762,27.3,10.8,2.9,1.8,0.4,0.2,.450,.481,.386,.825,33.5,.077
327,1990,NBA,1,4,ORL,Dennis Scott\scottde01,21.300,F,us,Georgia Institute of Technology,1991,2000,629,28.6,12.9,2.8,2.1,0.8,0.3,.417,.431,.397,.793,33.4,.089
328,1990,NBA,1,19,BOS,Dee Brown\brownde01,21.215,G,us,Jacksonville University,1991,2002,608,27.7,11.1,2.6,3.7,1.3,0.3,.436,.469,.357,.825,33.4,.095
329,1987,NBA,3,63,POR,Kevin Gamble\gamblke01,21.226,F-G,us,University of Iowa,1988,1997,649,22.4,9.5,2.2,2.0,0.7,0.3,.502,.522,.360,.810,33.3,.110
330,1990,NBA,1,16,MIL,Terry Mills\millste01,22.194,F,us,University of Michigan,1991,2001,678,24.2,10.6,5.4,1.3,0.6,0.4,.457,.478,.384,.781,33.3,.097
331,2004,NBA,1,3,CHI,Ben Gordon\gordobe01,21.087,G,gb,University of Connecticut,2005,2015,744,27.4,14.9,2.5,2.5,0.7,0.2,.432,.447,.401,.857,33.3,.078
332,2009,NBA,2,46,CLE,Danny Green\greenda02,22.009,G-F,us,University of North Carolina,2010,2018,540,25.1,8.8,3.4,1.6,1.0,0.8,.418,.454,.395,.815,33.3,.118
333,1994,NBA,1,26,NYK,Charlie Ward\wardch01,23.266,G,us,Florida State University,1995,2005,630,22.3,6.3,2.6,4.0,1.2,0.2,.408,.455,.364,.771,33.0,.113
334,1989,NBA,2,28,MIA,Sherman Douglas\douglsh01,22.291,G,us,Syracuse University,1990,2001,765,27.6,11.0,2.2,5.9,1.0,0.1,.484,.504,.267,.678,32.9,.075
335,1993,NBA,1,10,DET,Lindsey Hunter\hunteli01,22.215,G,us,Jackson State University,1994,2010,937,24.8,8.5,2.2,2.7,1.2,0.2,.388,.405,.360,.746,32.9,.068
336,1998,NBA,2,39,MIL,Rafer Alston\alstora01,21.340,G,us,California State University Fresno,2000,2010,671,28.9,10.1,2.8,4.8,1.2,0.2,.383,.407,.354,.729,32.9,.081
337,1992,NBA,1,5,DEN,LaPhonso Ellis\ellisla01,22.056,F,us,University of Notre Dame,1993,2003,624,28.2,11.9,6.5,1.6,0.7,0.8,.452,.473,.302,.730,32.8,.089
338,2000,NBA,1,18,LAC,Quentin Richardson\richaqu01,20.081,G,us,DePaul University,2001,2013,783,26.5,10.3,4.7,1.5,0.8,0.2,.397,.431,.355,.718,32.8,.076
339,1985,NBA,1,3,LAC,Benoit Benjamin\benjabe01,20.213,C,us,Creighton University,1986,2000,807,27.2,11.4,7.5,1.3,0.6,2.0,.497,.498,.048,.721,32.7,.072
340,1997,NBA,1,16,CLE,Brevin Knight\knighbr01,21.235,G,us,Stanford University,1998,2009,729,24.9,7.3,2.4,6.1,1.7,0.1,.412,.419,.134,.789,32.6,.086
341,1993,NBA,1,12,LAL,George Lynch\lynchge01,22.306,F,us,University of North Carolina,1994,2005,774,22.8,6.6,5.0,1.4,1.1,0.3,.446,.462,.306,.652,32.3,.088
342,1998,NBA,1,8,PHI,Larry Hughes\hughela01,19.157,G,us,Saint Louis University,1999,2012,727,30.8,14.1,4.2,3.1,1.5,0.4,.406,.428,.309,.757,32.3,.069
343,2008,NBA,2,34,MIN,Mario Chalmers\chalmma01,22.044,G,us,University of Kansas,2009,2018,646,26.7,8.9,2.5,3.7,1.5,0.2,.417,.475,.351,.793,32.3,.090
344,2011,NBA,1,19,CHA,Tobias Harris\harrito02,18.347,F,us,University of Tennessee,2012,2018,464,29.6,14.6,5.6,1.7,0.8,0.5,.467,.508,.355,.812,32.3,.113
345,1991,NBA,1,16,GSW,Chris Gatling\gatlich01,23.302,F-C,us,Old Dominion University,1992,2002,700,19.7,10.3,5.3,0.7,0.7,0.5,.513,.523,.249,.660,32.1,.112
346,2011,NBA,1,16,PHI,Nikola Vucevic\vucevni01,20.247,C,ch,University of Southern California,2012,2018,456,29.8,14.8,9.8,2.2,0.8,0.9,.499,.509,.308,.729,31.6,.112
347,1997,NBA,1,23,SEA,Bobby Jackson\jacksbo01,24.110,G,us,University of Minnesota,1998,2009,755,22.2,9.7,3.1,2.6,0.9,0.1,.417,.444,.354,.793,31.4,.090
348,2004,NBA,1,28,SAS,Beno Udrih\udrihbe01,21.360,G,si,,2005,2017,831,21.9,8.4,2.1,3.4,0.7,0.1,.463,.496,.349,.833,31.4,.083
349,1999,NBA,1,22,HOU,Kenny Thomas\thomake01,21.345,F,us,University of New Mexico,2000,2010,632,27.4,9.3,6.9,1.5,0.8,0.4,.465,.476,.244,.699,31.2,.086
350,1994,NBA,1,15,IND,Eric Piatkowski\piatker01,23.278,G-F,us,University of Nebraska,1995,2008,789,18.5,7.5,2.2,1.0,0.5,0.1,.434,.464,.399,.839,31.0,.102
351,2008,NBA,1,7,LAC,Eric Gordon\gordoer01,19.188,G,us,Indiana University,2009,2018,561,33.2,16.7,2.5,3.1,1.0,0.3,.430,.474,.376,.816,31.0,.080
352,1995,NBA,1,23,IND,Travis Best\besttr01,22.356,G,us,Georgia Institute of Technology,1996,2005,708,21.4,7.6,1.8,3.5,0.9,0.1,.431,.449,.345,.835,30.9,.098
353,1992,NBA,1,15,LAL,Anthony Peeler\peelean01,22.217,G,us,University of Missouri,1993,2005,827,24.7,9.7,2.6,2.4,0.9,0.2,.427,.449,.384,.799,30.7,.072
354,2004,NBA,1,11,GSW,Andris Biedrins\biedran01,18.088,C,lv,,2005,2014,516,21.6,6.3,7.0,0.9,0.6,1.1,.594,.595,.000,.500,30.7,.132
355,1996,NBA,1,7,LAC,Lorenzen Wright\wrighlo02,20.240,F-C,us,University of Memphis,1997,2009,778,23.8,8.0,6.4,0.8,0.6,0.7,.459,.461,.069,.645,30.5,.079
356,2010,NBA,2,33,SAC,Hassan Whiteside\whiteha01,21.016,C,us,Marshall University,2011,2018,271,26.8,13.6,11.4,0.5,0.6,2.4,.575,.575,1.000,.627,30.5,.202
357,1986,NBA,1,22,MIL,Scott Skiles\skilesc01,22.109,G,us,Michigan State University,1987,1996,600,28.0,11.1,2.5,6.5,0.8,0.0,.435,.455,.379,.889,30.4,.087
358,2006,NBA,1,14,UTA,Ronnie Brewer\brewero02,21.105,G-F,us,University of Arkansas,2007,2014,502,23.0,7.8,2.8,1.6,1.2,0.2,.490,.520,.254,.675,30.4,.127
359,2004,NBA,1,14,UTA,Kris Humphries\humphkr01,19.143,F-C,us,University of Minnesota,2005,2017,800,17.8,6.7,5.4,0.7,0.4,0.6,.463,.471,.293,.700,30.3,.102
360,2009,NBA,1,10,MIL,Brandon Jennings\jennibr01,19.280,G,us,,2010,2018,555,30.3,14.1,3.0,5.7,1.2,0.2,.387,.412,.345,.796,29.9,.085
361,1994,NBA,2,46,MIL,Voshon Lenard\lenarvo01,21.051,G,us,University of Minnesota,1996,2006,565,27.2,11.9,2.8,2.1,0.8,0.2,.415,.436,.384,.787,29.6,.093
362,2013,NBA,1,12,OKC,Steven Adams\adamsst01,19.347,C,nz,University of Pittsburgh,2014,2018,387,25.5,8.8,6.9,0.9,0.8,1.0,.586,.587,.000,.567,29.6,.144
363,1992,NBA,1,13,DEN,Bryant Stith\stithbr01,21.202,G,us,University of Virginia,1993,2002,586,28.0,10.1,3.4,2.0,1.0,0.2,.424,.447,.329,.841,29.5,.086
364,1998,NBA,1,11,DET,Bonzi Wells\wellsbo01,21.274,G-F,us,Ball State University,1999,2008,591,25.6,12.1,4.6,2.1,1.3,0.3,.460,.477,.327,.697,29.4,.093
365,2005,NBA,2,34,UTA,C.J. Miles\milescj01,18.076,G-F,us,,2006,2018,785,20.7,9.8,2.4,1.1,0.7,0.3,.414,.465,.361,.809,29.3,.086
366,1985,NBA,1,5,ATL,Jon Koncak\koncajo01,22.038,C-F,us,Southern Methodist University,1986,1996,784,20.9,4.5,4.9,1.0,0.7,1.0,.470,.477,.226,.597,29.2,.085
367,2003,NBA,2,38,WAS,Steve Blake\blakest01,23.126,G,us,University of Maryland,2004,2016,870,23.9,6.5,2.1,4.0,0.7,0.1,.401,.420,.383,.779,29.1,.067
368,2011,NBA,2,38,HOU,Chandler Parsons\parsoch01,22.246,F,us,University of Florida,2012,2018,410,31.0,13.1,4.6,2.8,0.9,0.4,.466,.524,.377,.708,29.1,.110
369,2012,NBA,1,3,WAS,Bradley Beal\bealbr01,19.005,G,us,University of Florida,2013,2018,406,33.9,18.7,3.7,3.4,1.1,0.3,.446,.474,.393,.795,28.9,.101
370,2007,NBA,2,56,MIL,Ramon Sessions\sessira01,21.083,G,us,University of Nevada Reno,2008,2018,691,23.3,10.3,2.7,4.1,0.7,0.1,.434,.450,.316,.791,28.8,.086
371,2010,NBA,1,18,OKC,Eric Bledsoe\bledser01,20.202,G,us,University of Kentucky,2011,2018,492,27.7,13.8,3.8,4.7,1.5,0.5,.449,.491,.337,.799,28.8,.102
372,1993,NBA,2,28,DAL,Lucious Harris\harrilu01,22.200,G,us,California State University Long Beach,1994,2005,800,19.6,7.2,2.3,1.4,0.7,0.1,.426,.448,.348,.790,28.7,.088
373,2007,NBA,1,15,DET,Rodney Stuckey\stuckro01,21.073,G,us,Eastern Washington University,2008,2017,651,27.5,12.6,2.9,3.6,0.9,0.1,.423,.442,.300,.824,28.7,.077
374,1988,NBA,2,28,PHO,Andrew Lang\langan01,22.006,C,us,University of Arkansas,1989,2000,737,20.8,6.0,4.8,0.6,0.5,1.5,.470,.471,.250,.744,28.6,.089
375,1991,NBA,1,3,SAC,Billy Owens\owensbi01,22.061,F-G,us,Syracuse University,1992,2001,600,29.4,11.7,6.7,2.8,0.9,0.5,.481,.491,.291,.629,28.6,.078
376,1997,NBA,1,15,DAL,Kelvin Cato\catoke01,22.309,C,us,Iowa State University,1998,2007,541,19.6,5.5,5.3,0.5,0.5,1.3,.507,.509,.077,.644,28.6,.129
377,1988,NBA,2,48,DET,Micheal Williams\willimi02,21.346,G,us,Baylor University,1989,1999,413,25.2,11.0,2.5,5.8,1.7,0.2,.464,.481,.227,.868,28.5,.132
378,2009,NBA,1,5,MIN,Ricky Rubio\rubiori01,18.252,G,es,,2012,2018,430,31.3,10.8,4.3,7.9,2.0,0.1,.385,.407,.325,.836,28.5,.102
379,1992,NBA,2,42,MIA,Matt Geiger\geigema01,22.293,C,us,Georgia Institute of Technology,1993,2002,552,22.1,9.2,5.7,0.7,0.6,0.6,.499,.504,.232,.728,28.4,.112
380,1995,NBA,1,17,CLE,Bob Sura\surabo01,22.100,G,us,Florida State University,1996,2005,657,23.7,8.6,3.4,3.8,1.0,0.2,.414,.450,.325,.689,28.3,.087
381,2009,NBA,1,4,SAC,Tyreke Evans\evansty01,19.284,G-F,us,University of Memphis,2010,2018,525,32.1,16.5,4.8,5.1,1.3,0.4,.445,.473,.318,.759,28.1,.080
382,1995,NBA,1,16,ATL,Alan Henderson\hendeal01,22.213,F,us,Indiana University,1996,2007,652,21.1,7.8,5.0,0.6,0.6,0.5,.469,.471,.192,.639,28.0,.097
383,1998,NBA,1,21,CHH,Ricky Davis\davisri01,18.279,G,us,University of Iowa,1999,2010,736,29.8,13.5,3.5,3.3,1.0,0.3,.446,.466,.361,.781,28.0,.061
384,1988,NBA,1,10,SAS,Willie Anderson\anderwi01,21.177,G-F,us,University of Georgia,1989,1997,555,28.8,12.2,3.8,3.8,1.1,0.6,.471,.485,.266,.786,27.9,.084
385,2003,NBA,1,27,MEM,Kendrick Perkins\perkike01,18.232,C,us,,2004,2018,782,21.9,5.4,5.8,1.0,0.3,1.2,.530,.532,.000,.594,27.9,.078
386,2004,NBA,1,4,LAC,Shaun Livingston\livinsh01,18.291,G,us,,2005,2018,769,21.1,6.5,2.4,3.1,0.7,0.4,.485,.490,.183,.794,27.9,.083
387,2005,NBA,1,21,PHO,Nate Robinson\robinna01,21.033,G,us,University of Washington,2006,2016,618,22.5,11.0,2.3,3.0,0.9,0.1,.423,.463,.360,.796,27.8,.096
388,1992,NBA,1,20,NYK,Hubert Davis\davishu01,22.044,G,us,University of North Carolina,1993,2004,685,22.1,8.2,1.5,1.7,0.4,0.1,.458,.468,.441,.837,27.7,.088
389,2000,NBA,1,19,CHH,Jamaal Magloire\magloja01,22.044,C,ca,University of Kentucky,2001,2012,680,21.5,7.2,6.5,0.6,0.3,0.9,.480,.481,.000,.639,27.7,.091
390,1995,NBA,2,52,IND,Fred Hoiberg\hoibefr01,22.261,G,us,Iowa State University,1996,2005,541,18.4,5.4,2.7,1.6,0.8,0.1,.431,.456,.396,.854,27.6,.133
391,1997,NBA,1,12,IND,Austin Croshere\croshau01,22.061,F,us,Providence College,1998,2009,659,17.4,6.8,4.0,1.0,0.4,0.3,.407,.443,.340,.861,27.6,.115
392,2008,NBA,1,23,UTA,Kosta Koufos\koufoko01,19.127,C,us,Ohio State University,2009,2018,644,16.7,5.8,5.1,0.5,0.4,0.8,.537,.538,.000,.587,27.6,.123
393,2010,NBA,1,14,HOU,Patrick Patterson\pattepa01,21.107,F,us,University of Kentucky,2011,2018,559,22.7,7.3,4.3,1.1,0.6,0.5,.455,.502,.370,.757,27.6,.104
394,1988,NBA,2,47,DEN,Vernon Maxwell\maxweve01,22.295,G,us,University of Florida,1989,2001,855,28.4,12.8,2.6,3.4,1.1,0.2,.398,.450,.320,.733,27.4,.054
395,1990,NBA,2,40,SAC,Bimbo Coles\colesbi01,22.071,G,us,Virginia Polytechnic Institute and State University,1991,2004,852,23.8,7.8,2.1,3.9,0.9,0.2,.425,.455,.267,.811,27.4,.065
396,1991,NBA,2,45,MIL,Bobby Phills\phillbo01,21.193,G,us,Southern University and A&M College,1992,2000,467,28.7,11.0,3.1,2.7,1.3,0.3,.443,.456,.390,.738,27.2,.097
397,2007,NBA,1,18,GSW,Marco Belinelli\belinma01,21.100,G-F,it,,2008,2018,724,23.3,9.9,2.0,1.7,0.6,0.1,.427,.467,.377,.841,27.2,.077
398,1987,NBA,1,19,LAC,Ken Norman\normake01,22.295,F,us,University of Illinois at Urbana-Champaign,1988,1997,646,29.4,13.5,6.1,2.1,0.8,0.7,.486,.504,.312,.567,27.1,.069
399,2014,NBA,2,41,DEN,Nikola Jokic\jokicni01,19.132,C-F,rs,,2016,2018,228,27.3,14.9,9.1,4.4,1.0,0.7,.530,.572,.366,.832,27.1,.209
400,2002,NBA,1,8,LAC,Chris Wilcox\wilcoch01,19.301,F,us,University of Maryland,2003,2013,628,19.9,8.2,4.9,0.7,0.5,0.4,.541,.543,.000,.643,26.9,.103
401,2007,NBA,1,23,NYK,Wilson Chandler\chandwi01,20.054,F,us,DePaul University,2008,2018,590,31.1,13.5,5.4,1.8,0.7,0.6,.445,.496,.341,.769,26.8,.070
402,1989,NBA,1,10,MIN,Pooh Richardson\richapo01,23.050,G,us,University of California Los Angeles,1990,1999,639,30.4,11.1,2.8,6.5,1.3,0.2,.444,.465,.329,.652,26.7,.066
403,1988,NBA,1,11,CHI,Will Perdue\perduwi01,22.309,C,us,Vanderbilt University,1989,2001,792,15.6,4.7,4.9,0.8,0.3,0.7,.515,.518,.067,.577,26.6,.103
404,1997,NBA,1,19,DET,Scot Pollard\pollasc01,22.139,C,us,University of Kansas,1998,2008,506,16.5,4.4,4.6,0.4,0.6,0.7,.494,.494,.000,.709,26.6,.153
405,1996,NBA,2,44,CHH,Malik Rose\rosema01,21.221,F,us,Drexel University,1997,2009,813,16.5,6.2,4.1,0.8,0.6,0.4,.437,.442,.177,.743,26.5,.095
406,2001,NBA,1,12,SEA,Vladimir Radmanovic\radmavl01,20.225,F,ba,,2002,2013,737,21.9,8.0,3.8,1.4,0.7,0.4,.415,.451,.378,.758,26.5,.079
407,1987,NBA,4,75,CLE,Chris Dudley\dudlech02,22.125,C,us,Yale University,1988,2003,886,18.4,3.9,6.2,0.4,0.4,1.2,.412,.412,.000,.458,26.2,.077
408,2007,NBA,1,8,CHA,Brandan Wright\wrighbr03,19.271,F-C,us,University of North Carolina,2008,2018,428,16.2,7.0,3.6,0.5,0.5,1.0,.607,.610,.000,.674,26.2,.181
409,2010,NBA,1,23,MIN,Trevor Booker\booketr01,22.217,F,us,Clemson University,2011,2018,532,20.4,6.9,5.5,1.1,0.7,0.5,.515,.534,.305,.636,26.2,.116
410,1988,NBA,1,21,POR,Mark Bryant\bryanma01,23.070,F-C,us,Seton Hall University,1989,2003,797,16.9,5.4,3.8,0.6,0.4,0.2,.500,.501,.083,.697,26.1,.093
411,2009,NBA,1,27,MEM,DeMarre Carroll\carrode01,22.339,F,us,University of Missouri,2010,2018,487,24.0,8.9,4.2,1.3,1.0,0.3,.436,.489,.364,.738,26.1,.107
